Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
9,"Modrí, Most - Híd",43,Katarína,Cigľarová,"Ing., PhD.",44,podnikateľka,Nitra,
9,"Modrí, Most - Híd",44,Jana,Ulipová,JUDr. Mgr.,37,právnička,Lackovce,
9,"Modrí, Most - Híd",45,Peter,Žofčák,Ing.,64,konateľ spoločnosti,Michalovce,
9,"Modrí, Most - Híd",46,Vladimír,Kuchař,Ing.,59,ekonóm - vedúci controllingu,Púchov,
9,"Modrí, Most - Híd",47,Ladislav,Kerata,Ing.,49,starosta,Veľká Ves nad Ipľom,
9,"Modrí, Most - Híd",48,Dušan,Macai,Ing.,46,manažér,Malý Lapáš,
9,"Modrí, Most - Híd",49,Martin,Kollár,Ing.,50,ekonóm,Bratislava,
9,"Modrí, Most - Híd",50,Rudolf,Smriga,MUDr.,54,štátny zamestnanec,Rimavská Seč,
9,"Modrí, Most - Híd",51,Andrea,Krajčiová,Mgr.,49,"marketingová manažérka, podnikateľka",Bratislava,
9,"Modrí, Most - Híd",52,Štefan,Kertész,Ing.,61,samostatná zárobkovo činná osoba,Panické Dravce,
9,"Modrí, Most - Híd",53,Peter,Koreň,,52,samostatný odborný referent,Veľký Krtíš,
9,"Modrí, Most - Híd",54,Ľudovít,Pavela,Mgr.,47,advokát,Kysak,
9,"Modrí, Most - Híd",55,Adrián,Kubica,JUDr.,46,starosta,Váhovce,
9,"Modrí, Most - Híd",56,Urban,Selvek,,24,SZČO,Lendak,
9,"Modrí, Most - Híd",57,Robert,Magyar,Ing.,54,"manažér, stavebný inžinier",Košice,
9,"Modrí, Most - Híd",58,Jozef,Lutter,Ing.,60,prednosta,Krupina,
9,"Modrí, Most - Híd",59,Juraj,Machunka,Ing.,33,vedúci prepravnej spoločnosti,Trenčín,
9,"Modrí, Most - Híd",60,Péter,Palásti,Ing.,31,projektový manažér,Bratislava,
9,"Modrí, Most - Híd",61,Jaroslav,Petík,Ing.,51,ekonóm,Levice,
9,"Modrí, Most - Híd",62,Karol,Ferencz,Ing.,48,projektový manažér,Holiša,
9,"Modrí, Most - Híd",63,Jozef,Bobík,Ing.,71,technik,Michalovce,
9,"Modrí, Most - Híd",64,Ján,Pavuk,,56,starosta obce,Proč,
9,"Modrí, Most - Híd",65,Jozef,Kovács,Ing.,63,starosta,Jur nad Hronom,
9,"Modrí, Most - Híd",66,Martin,Majer,Ing. Mgr.,37,advokátsky koncipient,Halič,
9,"Modrí, Most - Híd",67,Jana,Nováková,"RNDr., PhD., MBA",51,zamestnankyňa v štátnej správe,Košice,
9,"Modrí, Most - Híd",68,Pavol,Kvačkay,RNDr.,57,podnikateľ vo finančných službách,Šaľa,
9,"Modrí, Most - Híd",69,Pavol,Adamčák,,35,marketingový manažér,Zálesie,
9,"Modrí, Most - Híd",70,Peter,Katona,,41,súkromník,Ňárad,
9,"Modrí, Most - Híd",71,Cyril,Václav,MUDr.,64,zubný lekár,Rakúsy,
9,"Modrí, Most - Híd",72,Gabriela,Józan Horváth,Ing.,40,vedúca stavebného úradu,Štvrtok na Ostrove,
9,"Modrí, Most - Híd",73,Jana,Koreňová,Ing. Bc.,44,"pedagogička, mentorka",Veľký Krtíš,
9,"Modrí, Most - Híd",74,Pavol,Gajdoš,,39,obchodný manažér,Bratislava,
9,"Modrí, Most - Híd",75,Ľubomír,Demský,MUDr.,57,lekár,Baška,
9,"Modrí, Most - Híd",76,Marek,Beláň,,22,technik BOZP,Nová Dubnica,
9,"Modrí, Most - Híd",77,Gejza,Kristián,MDDr.,39,zubný lekár,Lučenec,
9,"Modrí, Most - Híd",78,Tadeáš,Ďurica,,26,zmenový líder produktu - automotive,Žiar nad Hronom,
9,"Modrí, Most - Híd",79,Milan,Dvorský,,40,IT technik,Bratislava,
9,"Modrí, Most - Híd",80,Ivan,Vaňo,,49,zamestnanec vo verejnej správe,Prievidza,
9,"Modrí, Most - Híd",81,Dušan,Dobrovodský,,52,ekonóm,Limbach,
9,"Modrí, Most - Híd",82,Tímea,Feketeová,Ing.,49,vedúca ekonomického úseku,Gabčíkovo,
9,"Modrí, Most - Híd",83,Ľudmila,Škurlová,,44,pedagogická asistentka,Vranov nad Topľou,
9,"Modrí, Most - Híd",84,Miroslava,Aleksieva,Mgr.,49,manažérka,Bratislava,
9,"Modrí, Most - Híd",85,Márk,Varga,"Bc., MBA",26,štátny zamestnanec,Čechynce,
9,"Modrí, Most - Híd",86,Martin,Tkáčik,"MUDr., PhD.",41,lekár,Brezno,
9,"Modrí, Most - Híd",87,Jozef,Vízi,,54,dôchodca,Olováry,
9,"Modrí, Most - Híd",88,Peter,Fijalka,,36,športový tréner,Bratislava,
9,"Modrí, Most - Híd",89,Tibor,Adamec,,61,projektový manažér,Nová Baňa,
9,"Modrí, Most - Híd",90,Denis,Duba,Bc.,35,živnostník,Matúškovo,
9,"Modrí, Most - Híd",91,Petra,Turzová,,43,štátna zamestnankyňa,Záhorce,
9,"Modrí, Most - Híd",92,Ildikó,Virágová,Ing.,56,podnikateľka,Bratislava,
9,"Modrí, Most - Híd",93,Elemír,Gašparovič,,49,manažér,Bratislava,
9,"Modrí, Most - Híd",94,Anna,Tomaškinová,,64,dôchodkyňa,Krupina,
9,"Modrí, Most - Híd",95,Zoltán,Borovský,,50,podnikateľ,Veľké Úľany,
9,"Modrí, Most - Híd",96,Zsolt,Varga,JUDr.,47,advokát,Košice,
9,"Modrí, Most - Híd",97,Ildikó,Mičúchová,Mgr.,63,dôchodkyňa,Veľký Meder,
9,"Modrí, Most - Híd",98,Marek,Andreánsky,,34,podnikateľ,Púchov,
9,"Modrí, Most - Híd",99,Martin,Baník,Ing.,68,starobný dôchodca,Banská Bystrica,
9,"Modrí, Most - Híd",100,Magdaléna,Zsiga,Ing.,55,hlavná kontrolórka obce,Horná Seč,
9,"Modrí, Most - Híd",101,Lenka,Bíreš,,36,pedagogička,Bratislava,
9,"Modrí, Most - Híd",102,Mária,Kardosová,,28,zástupkyňa starostu,Vydrany,
9,"Modrí, Most - Híd",103,Pavol,Bíreš,,43,obchodný riaditeľ,Bratislava,
9,"Modrí, Most - Híd",104,Jozef,Gajdoš,RNDr.,69,dôchodca,Prešov,
9,"Modrí, Most - Híd",105,Ladislav,Kiss,Mgr.,55,starosta,Lúč na Ostrove,
9,"Modrí, Most - Híd",106,Jana,Rajeková,"Ing., PhD.",41,manažérka,Modra,
9,"Modrí, Most - Híd",107,Žaneta,Pavlíková,"PaedDr., PhD.",49,vysokoškolská pedagogička,Dunajská Streda,
9,"Modrí, Most - Híd",108,Tomáš,Rajek,"Ing., MBA",41,konzultant,Modra,
9,"Modrí, Most - Híd",109,Marian,Levák,,52,konateľ,Radava,
9,"Modrí, Most - Híd",110,Peter,Bartalos,Ing.,44,analytik zákazníckeho centra,Šamorín,
9,"Modrí, Most - Híd",111,Martina,Kyselová,Ing.,38,event manažérka,Bratislava,
9,"Modrí, Most - Híd",112,Ladislav,Gödölle,PhD.,59,manager,Dunajská Streda,
9,"Modrí, Most - Híd",113,Michal,Makva,Ing.,38,konateľ spoločnosti,Veľké Kršteňany,
9,"Modrí, Most - Híd",114,Blažena,Strečanská,Ing.,49,konateľka spoločnosti,Bratislava,
9,"Modrí, Most - Híd",115,Ladislav,Róth,,44,výsluhový dôchodca,Vieska,
9,"Modrí, Most - Híd",116,Peter,Špilár,Mgr.,34,obchodný zástupca,Bratislava,
9,"Modrí, Most - Híd",117,Viktor,Siegel,Ing.,26,manažér predaja,Dunajská Streda,
9,"Modrí, Most - Híd",118,Romana,Staňo,Mgr.,30,obchodná manažérka,Nová Dubnica,
9,"Modrí, Most - Híd",119,Jozef,Bukovčák,Bc.,40,obchodný manažér,Nová Dubnica,
9,"Modrí, Most - Híd",120,Agneša,Szarka,"Ing., PhD.",37,výskumníčka,Tomášikovo,
9,"Modrí, Most - Híd",121,Michal,Bukovčák,,38,produktový manažér,Nová Dubnica,
9,"Modrí, Most - Híd",122,Monika,Patócs Khernová,,37,office manažérka,Jelka,
9,"Modrí, Most - Híd",123,Samuel,Baláž,,26,študent psychológie,Trenčín,
9,"Modrí, Most - Híd",124,Katarína,Nováková,"Mgr., BSBA",48,obchodná manažérka,Nová Dubnica,
9,"Modrí, Most - Híd",125,Štefan,Horváth,MUDr.,68,lekár,Košice,
9,"Modrí, Most - Híd",126,Peter,Kováč,,34,podnikateľ,Ivanka pri Dunaji,
9,"Modrí, Most - Híd",127,Ladislav,Török,Mgr.,58,"kontrolór, právnik",Košice,
9,"Modrí, Most - Híd",128,Dionýz,Kaszonyi,Ing.,57,inžinier elektroenergetiky,Veľké Raškovce,
9,"Modrí, Most - Híd",129,Ivan,Rosenberger,,55,podnikateľ,Ivanka pri Dunaji,
9,"Modrí, Most - Híd",130,Jozef,Maďar,Mgr.,51,štátny zamestnanec,Handlová,
9,"Modrí, Most - Híd",131,Natália,Zurík Zemanová,,32,finančná kontrolórka,Chorvátsky Grob,
9,"Modrí, Most - Híd",132,Zoltán,Lengyel,"Ing., CSc.",80,dôchodca,Martin,
9,"Modrí, Most - Híd",133,Peter,Dolíhal,"Bc., MBA",43,podnikateľ,Banská Bystrica,
9,"Modrí, Most - Híd",134,Zuzana,Marcinová,"Mgr., MBA, LL.M",49,obchodná manažérka,Prešov,
9,"Modrí, Most - Híd",135,Tomáš,Zvarík,Ing.,39,konateľ spoločnosti,Košice,
9,"Modrí, Most - Híd",136,Anton,Vdovjak,,63,manažér,Rakúsy,
9,"Modrí, Most - Híd",137,Oľga,Kubalíková,Ing.,61,ekonómka,Bratislava,
9,"Modrí, Most - Híd",138,Martina,Hortová,Ing.,40,asistentka pedagóga,Bratislava,
9,"Modrí, Most - Híd",139,Adam,Porubčan,Mgr.,29,referent odbytu,Kysak,
9,"Modrí, Most - Híd",140,Daniel,Rišian,,52,manažér,Košice,
9,"Modrí, Most - Híd",141,Peter,Libiak,Ing.,60,podnikateľ,Veľké Zlievce,
9,"Modrí, Most - Híd",142,Tomáš,László,"Ing., PhD.",63,výskumník,Košice,
9,"Modrí, Most - Híd",143,Beáta,Hanusková,Bc.,48,zamestnankyňa vo verejnej správe,Dunajská Lužná,
9,"Modrí, Most - Híd",144,Martina,Maščáková,JUDr.,31,advokátka,Úbrež,
9,"Modrí, Most - Híd",145,Jozef,Horváth,,74,divadelný manažér,Košice,
9,"Modrí, Most - Híd",146,Eva,Zekucia,Ing.,39,ekonómka,Brezová pod Bradlom,
9,"Modrí, Most - Híd",147,Jozef,Lipka,,54,vodič sanitky,Tomášov,
9,"Modrí, Most - Híd",148,Matúš,Murajda,"Prof.h.c. Ing., PhD., DBA.",66,riaditeľ,Ľubotice,
9,"Modrí, Most - Híd",149,Filip,Jamriška,Ing.,41,podnikateľ v oblasti realít,Bratislava,
10,SPRAVODLIVOSŤ,1,Vladimír,Chlebo,"Ing., CSc.",73,riaditeľ,Košice,
10,SPRAVODLIVOSŤ,2,Soňa,Gosťová,Ing. JUDr.,47,právnička,Bratislava,
10,SPRAVODLIVOSŤ,3,Miroslava,Šuttová,Ing.,76,dôchodkyňa,Bernolákovo,
10,SPRAVODLIVOSŤ,4,Jaroslav,Moravčík,,50,riadiaci pracovník,Nové Mesto nad Váhom,
10,SPRAVODLIVOSŤ,5,Jozef,Ivančík,,67,dôchodca,Šenkvice,
10,SPRAVODLIVOSŤ,6,Miroslav,Boldiš,Ing.,76,geofyzik,Bratislava,
10,SPRAVODLIVOSŤ,7,Silvester,Húska,Mgr.,72,novinár,Bratislava,
10,SPRAVODLIVOSŤ,8,Ladislav,Kozmon,Ing.,63,podnikateľ,Bratislava,
10,SPRAVODLIVOSŤ,9,Zuzana,Šóšiková,PaedDr.,29,manažérka,Točnica,
10,SPRAVODLIVOSŤ,10,Monika,Albertiová,PhDr.,49,metodička,Lovinobaňa,
10,SPRAVODLIVOSŤ,11,Anna,Gombošová,MUDr.,68,dôchodkyňa,Bratislava,
10,SPRAVODLIVOSŤ,12,Roman,Blanár,,59,manažér,Bratislava,
10,SPRAVODLIVOSŤ,13,Rita,Wagnerová,Ing.,71,dôchodkyňa,Bratislava,
10,SPRAVODLIVOSŤ,14,Peter,Tőkőly,,50,živnostník,Bratislava,
10,SPRAVODLIVOSŤ,15,Michal,Madro,,66,podnikateľ,Podolie,
10,SPRAVODLIVOSŤ,16,Kristína,Kupková,Mgr.,36,projektová manažérka,Trnava,
10,SPRAVODLIVOSŤ,17,Marko,Flóra,Mgr.,30,štátny zamestnanec,Bratislava,
10,SPRAVODLIVOSŤ,18,Janka Esther,Luknár,Mgr.,46,obchodná zástupkyňa,Bratislava,
10,SPRAVODLIVOSŤ,19,Jozef,Vašina,JUDr.,62,energetik,Levice,
10,SPRAVODLIVOSŤ,20,Patrik,Fekete,,23,projektový manažér,Hurbanovo,
10,SPRAVODLIVOSŤ,21,Ľubomíra,Kubicová,,59,dôchodkyňa,Dubnica nad Váhom,
10,SPRAVODLIVOSŤ,22,Emil,Šúchal,Ing.,76,dôchodca,Bratislava,
10,SPRAVODLIVOSŤ,23,Viktor,Matyi,,31,manažér,Rovinka,
10,SPRAVODLIVOSŤ,24,Jiří,Kolda,,58,úradník,Moravský Svätý Ján,
10,SPRAVODLIVOSŤ,25,Miroslava,Bumberová,Mgr.,40,ekonómka,Sokoľ,
10,SPRAVODLIVOSŤ,26,Štefan,Laský,Ing.,57,manažér,Košice,
10,SPRAVODLIVOSŤ,27,Stanislav,Vinc,Ing.,64,generálny riaditeľ - manažér,Ostrov,
11,Slovenské Hnutie Obrody,1,Róbert,Švec,Mgr.,47,politológ,Nitra,
11,Slovenské Hnutie Obrody,2,Štefan,Polačik,,38,teamleader logistiky,Nitra,
11,Slovenské Hnutie Obrody,3,Alžbeta,Szénásiová,,58,SZČO,Levice,
11,Slovenské Hnutie Obrody,4,Pavol,Poprocký,Mgr.,28,odborný referent,Rumince,
11,Slovenské Hnutie Obrody,5,Jaroslav,Ščurka,"Ing., MSc.",53,"riaditeľ bezpečnostnej služby, konateľ",Poprad,
11,Slovenské Hnutie Obrody,6,Svetana,Angelová,,70,poslankyňa obecného zastupiteľstva,Príbovce,
11,Slovenské Hnutie Obrody,7,Daniela,Fratričová,,38,operátorka výroby,Leopoldov,
11,Slovenské Hnutie Obrody,8,Alexander,Székely,,58,referent,Košice,
11,Slovenské Hnutie Obrody,9,Tibor,Šovčík,Ing.,70,stavebný technik,Nedožery - Brezany,
11,Slovenské Hnutie Obrody,10,Dušan,Fratrič,,55,výrobný pracovník,Bratislava,
11,Slovenské Hnutie Obrody,11,Michal,Kovalčík,,34,strojný zámočník,Slovenská Ves,
11,Slovenské Hnutie Obrody,12,Marián,Chudý,,44,SZČO,Leopoldov,
11,Slovenské Hnutie Obrody,13,Danka,Tichomírová,,60,dôchodkyňa,Trenčianske Teplice,
11,Slovenské Hnutie Obrody,14,Marek,Čižmár,"JUDr., LLM.",49,manažér,Tureň,
11,Slovenské Hnutie Obrody,15,Alexander,Kakoš,,45,nezamestnaný,Veľký Krtíš,
11,Slovenské Hnutie Obrody,16,Bronislava,Minjariková,,59,nezamestnaná,Bratislava,
11,Slovenské Hnutie Obrody,17,Ladislav,Maras,JUDr.,60,výsluhový dôchodca,Prešov,
11,Slovenské Hnutie Obrody,18,Emília,Šovčíková,,70,ekonómka,Nedožery - Brezany,
11,Slovenské Hnutie Obrody,19,Tatiana,Minjariková,Ing.,58,nezamestnaná,Bratislava,
11,Slovenské Hnutie Obrody,20,Jozef,Meluš,Ing.,66,stavebný technik,Bojnice,
11,Slovenské Hnutie Obrody,21,Štefan,Šipoš,,71,dôchodca,Nitrianske Hrnčiarovce,
11,Slovenské Hnutie Obrody,22,Eva,Banyiová,,55,pracovníčka strážnej služby,Suchohrad,
11,Slovenské Hnutie Obrody,23,Karol,Puk,,41,slobodné povolanie,Plavé Vozokany,
11,Slovenské Hnutie Obrody,24,Mikuláš,Michalčík,,61,pracovník strážnej služby,Košice,
11,Slovenské Hnutie Obrody,25,Ivana,Horváthová,Ing.,54,učiteľka,Kremnica,
11,Slovenské Hnutie Obrody,26,Ján,Michalík,,50,asistent predaja,Rimavská Sobota,
11,Slovenské Hnutie Obrody,27,Jozef,Pištek,"Ing., Ssc.",66,dôchodca,Čadca,
11,Slovenské Hnutie Obrody,28,Michal,Kozák,,41,pracovník vlastnej ochrany,Košice,
11,Slovenské Hnutie Obrody,29,Erik,Sahul,,26,SZČO,Leopoldov,
11,Slovenské Hnutie Obrody,30,Samuel Ľudovít,Škvarka,,29,pracovník vlastnej ochrany,Košice,
11,Slovenské Hnutie Obrody,31,Igor,Panák,,60,dobrovoľne nezamestnaný,Senec,
11,Slovenské Hnutie Obrody,32,Marcel,Polačik,,34,operátor logistiky,Nitra,
11,Slovenské Hnutie Obrody,33,Martin,Hrobárik,Ing.,29,systémový inžinier,Kolárovice,
11,Slovenské Hnutie Obrody,34,Ľubomír,Gierat,,29,automechanik,Batizovce,
11,Slovenské Hnutie Obrody,35,Jozef,Juško,Ing.,47,majster údržby koľajových tratí,Košice,
11,Slovenské Hnutie Obrody,36,Jana,Kubisová,,59,dôchodkyňa,Bratislava,
11,Slovenské Hnutie Obrody,37,Milan,Čistoň,,64,banský pracovník,Prievidza,
11,Slovenské Hnutie Obrody,38,Miroslav,Schulz,,46,SZČO,Vrútky,
11,Slovenské Hnutie Obrody,39,Jozef,Čaprnka,,46,súkromný podnikateľ,Nitrica,
11,Slovenské Hnutie Obrody,40,Beáta,Fáberová,Mgr.,47,SZČO,Lučivná,
11,Slovenské Hnutie Obrody,41,Štefan,Gorecký,,51,obsluha parkovísk,Poprad,
11,Slovenské Hnutie Obrody,42,Stanislava,Šišková,,50,predavačka,Dvorany nad Nitrou,
11,Slovenské Hnutie Obrody,43,Ernest,Jakubička,,58,stavebný robotník,Čermany,
11,Slovenské Hnutie Obrody,44,Daniela,Bérešová,Mgr. Ing.,53,pedagogička a aktivistka za reguláciu elektrosmogu,Košice,
11,Slovenské Hnutie Obrody,45,Vladimír,Patráš,RNDr.,73,fyzik a aktivista za reguláciu elektrosmogu na dôchodku,Trnava,
12,Sloboda a Solidarita,1,Richard,Sulík,Ing.,55,poslanec parlamentu,Bratislava,
12,Sloboda a Solidarita,2,Branislav,Gröhling,Mgr.,49,poslanec parlamentu,Bratislava,
12,Sloboda a Solidarita,3,Jana,Bittó Cigániková,"Mgr., MBA",40,poslankyňa parlamentu,Bratislava,
12,Sloboda a Solidarita,4,Mária,Kolíková,Mgr.,49,poslankyňa parlamentu,Bratislava,
12,Sloboda a Solidarita,5,Vladimíra,Marcinková,Mgr.,32,poslankyňa parlamentu,Spišský Hrhov,
12,Sloboda a Solidarita,6,Marián,Viskupič,RNDr. Ing.,45,poslanec parlamentu,Šúrovce,
12,Sloboda a Solidarita,7,Juraj,Krúpa,PhDr.,46,poslanec parlamentu,Bratislava,
12,Sloboda a Solidarita,8,Juraj,Droba,"Mgr., MBA, MA",52,predseda samosprávneho kraja,Bratislava,
12,Sloboda a Solidarita,9,Karol,Galek,"RNDr., MSc.",44,poslanec parlamentu,Svit,
12,Sloboda a Solidarita,10,Ján,Oravec,"PhDr., CSc.",59,poslanec parlamentu,Cerová,
12,Sloboda a Solidarita,11,Peter,Cmorej,Mgr. Ing.,40,"finančný analytik, poslanec parlamentu",Bratislava,
12,Sloboda a Solidarita,12,Jarmila,Halgašová,Ing.,60,poslankyňa parlamentu,Bratislava,
12,Sloboda a Solidarita,13,Anna,Zemanová,RNDr.,64,poslankyňa parlamentu,Bratislava,
12,Sloboda a Solidarita,14,René,Parák,,50,expert komunikácie,Bratislava,
12,Sloboda a Solidarita,15,Ondrej,Dostál,Mgr.,52,"právnik, sociológ, poslanec parlamentu",Bratislava,
12,Sloboda a Solidarita,16,Vladimír,Ledecký,PhDr.,57,poslanec parlamentu,Spišský Hrhov,
12,Sloboda a Solidarita,17,Ladislav,Matejka,Ing.,41,stavebný technik,Trenčín,
12,Sloboda a Solidarita,18,Ján,Rudolf,"Ing., PhD.",46,predseda správy štátnych hmotných rezerv,Veľké Úľany,
12,Sloboda a Solidarita,19,Roman,Foltin,"Ing., PhD.",57,generálny manažér politickej strany,Bratislava,
12,Sloboda a Solidarita,20,Radovan,Kazda,Ing.,51,"vydavateľ, expert pre enviromentálnu politiku",Bratislava,
12,Sloboda a Solidarita,21,Ivan,Bilohuščin,Ing.,38,"manažér, ekonóm",Bratislava,
12,Sloboda a Solidarita,22,Alojz,Baránik,JUDr.,69,"poslanec parlamentu, advokát",Bratislava,
12,Sloboda a Solidarita,23,Miroslav,Žiak,Ing.,35,potravinársky inžinier,Prievidza,
12,Sloboda a Solidarita,24,Ľudovít,Paulis,"MUDr. RNDr., PhD., MPH",42,"vysokoškolský učiteľ, vedec",Nitra,
12,Sloboda a Solidarita,25,Ladislav,Kuna,Ing.,24,asistent poslanca parlamentu,Myjava,
12,Sloboda a Solidarita,26,Radovan,Sloboda,Ing.,57,športový manažér,Banská Bystrica,
12,Sloboda a Solidarita,27,Jozef,Kanuščák,"Bc., MBA",49,podpredseda samosprávneho kraja,Lipany,
12,Sloboda a Solidarita,28,Michal,Uherčík,Ing.,42,konzultant v priemysle,Martin,
12,Sloboda a Solidarita,29,Peter,Čech,"Ing., MBA",51,elektrotechnik,Košice,
12,Sloboda a Solidarita,30,Jana,Kiššová,Ing.,48,manažérka,Bratislava,
12,Sloboda a Solidarita,31,Ábel,Ravasz,Mgr.,37,sociológ,Dunajská Streda,
12,Sloboda a Solidarita,32,Martin,Mlýnek,Ing.,42,"ekonóm, manažér, podnikateľ",Bratislava,
12,Sloboda a Solidarita,33,Iveta,Pospíšilová,PhDr.,59,riaditeľka zariadenia pre seniorov,Považská Bystrica,
12,Sloboda a Solidarita,34,Milan,Piršč,JUDr.,51,riaditeľ sociálnej poisťovne,Svidník,
12,Sloboda a Solidarita,35,Radovan,Geci,,46,podnikateľ,Michalovce,
12,Sloboda a Solidarita,36,Miroslav,Dráb,Mgr.,44,predseda mestského hokejového klubu,Dolný Kubín,
12,Sloboda a Solidarita,37,Peter,Jurčo,Ing.,49,manažér spoločnosti,Liptovský Mikuláš,
12,Sloboda a Solidarita,38,Juraj,Jevin,Ing.,37,starosta,Pusté Čemerné,
12,Sloboda a Solidarita,39,Vladimír,Halaj,Mgr.,63,konateľ spoločnosti,Lučenec,
12,Sloboda a Solidarita,40,Ján,Luterán,JUDr.,39,advokát,Prešov,
12,Sloboda a Solidarita,41,Peter,Osuský,"MUDr., CSc.",69,poslanec parlamentu,Bratislava,
12,Sloboda a Solidarita,42,Ľudovít,Beťko,Ing.,42,projektant,Ružomberok,
12,Sloboda a Solidarita,43,Marek,Juro,Mgr.,49,predseda predstavenstva,Humenné,
12,Sloboda a Solidarita,44,Svetlana,Síthová,Mgr.,36,špeciálna pedagogička,Bošany,
12,Sloboda a Solidarita,45,Tomáš,Szalay,"MUDr., PhD.",51,lekár samosprávneho kraja,Bratislava,
12,Sloboda a Solidarita,46,Slavomír,Božoň,Ing.,52,stavebný inžinier,Poprad,
12,Sloboda a Solidarita,47,Miloš,Domorák,,53,živnostník,Bratislava,
12,Sloboda a Solidarita,48,Tomáš,Urminský,Ing.,36,špecialista na dodávateľskú kvalitu v automotive,Nové Mesto nad Váhom,
12,Sloboda a Solidarita,49,Marcel,Vrchota,Mgr.,38,starosta mestskej časti,Košice,
12,Sloboda a Solidarita,50,Polat,Elalmis,,34,poradca predsedu samosprávneho kraja pre školstvo,Bratislava,
12,Sloboda a Solidarita,51,Soňa,Tchirová,JUDr.,47,právnička,Svidník,
12,Sloboda a Solidarita,52,Rudolf,Drexler,Ing.,59,IT konzultant,Kysucké Nové Mesto,
12,Sloboda a Solidarita,53,Pavol,Kalman,Ing.,58,ekonóm,Senica,
12,Sloboda a Solidarita,54,Ľudmila,Smreková,Mgr.,47,odborná zamestnankyňa v sociálnej oblasti,Stará Ľubovňa,
12,Sloboda a Solidarita,55,Ivan,Holko,"MVDr., PhD.",50,veterinárny lekár,Preseľany,
12,Sloboda a Solidarita,56,Ivan,Debnár,Ing.,34,finančný kontrolór,Zlaté Moravce,
12,Sloboda a Solidarita,57,Ondrej,Gömöry,"Mgr., LL.M.",42,riaditeľ,Veľký Krtíš,
12,Sloboda a Solidarita,58,Boris,Kačáni,Ing.,59,stavebný inžinier,Bratislava,
12,Sloboda a Solidarita,59,Juraj,Lenhardt,"Ing. Bc., M.A., MBA",57,vedúci referátu magistrátu mesta,Trebišov,
12,Sloboda a Solidarita,60,Ľuboš,Sopoliga,Mgr.,47,riaditeľ,Hanušovce nad Topľou,
12,Sloboda a Solidarita,61,Mikuláš,Prokop,Mgr.,33,hlavný štátny radca,Bratislava,
12,Sloboda a Solidarita,62,Lukáš,Čelinák,Mgr.,34,vývojár pre elektronické vzdelávanie,Nitra,
12,Sloboda a Solidarita,63,Jana,Somorovská,Ing.,49,manažérka v energetickej spoločnosti,Bratislava,
12,Sloboda a Solidarita,64,Andrej,Buday,Ing.,71,živnostník,Prešov,
12,Sloboda a Solidarita,65,Branislav,Bukviar,,30,podnikateľ,Rimavská Sobota,
12,Sloboda a Solidarita,66,Michal,Rakús,Bc.,44,výkonný riaditeľ,Bratislava,
12,Sloboda a Solidarita,67,Marta,Klačanová,,56,"manažérka, podnikateľka",Selce,
12,Sloboda a Solidarita,68,Stanislav,Vančo,Ing.,56,"manažér, prekladateľ",Trnava,
12,Sloboda a Solidarita,69,Michal,Kováč,Ing.,44,poslanec mestského zastupiteľstva,Lučenec,
12,Sloboda a Solidarita,70,Juraj,Jánošík,PaedDr.,61,štátny radca,Dunajská Lužná,
12,Sloboda a Solidarita,71,Štefan,Duffek,Ing.,59,informatik,Holíč,
12,Sloboda a Solidarita,72,Peter,Ševčík,Ing.,34,SZČO,Bánovce nad Bebravou,
12,Sloboda a Solidarita,73,Róbert,Tánczos,Ing. Bc.,48,manažér,Jahodná,
12,Sloboda a Solidarita,74,Martin,Práznovský,JUDr.,49,projektový manažér,Pata,
12,Sloboda a Solidarita,75,Michal,Božek,MBA,35,ekonóm,Bratislava,
12,Sloboda a Solidarita,76,Igor,Prieložný,Bc.,40,remeselník a filmár,Bratislava,
12,Sloboda a Solidarita,77,Nikolas,Žáčik,"Ing., PhD.",32,metodik zabezpečovacej techniky leteckej dopravy,Hlohovec,
12,Sloboda a Solidarita,78,Simona,Čerevková,"JUDr., PhD.",36,advokátka,Humenné,
12,Sloboda a Solidarita,79,Dušan,Rusňák,Ing.,45,riaditeľ príspevkovej organizácie,Malacky,
12,Sloboda a Solidarita,80,Ľuboslav,Farkaš,Mgr.,42,podnikateľ,Senec,
