Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,13,SME RODINA,531,2.01,437,82.29
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,14,MySlovensko,33,0.12,26,78.78
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,15,Slovenská národná strana,2074,7.86,1833,88.37
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,16,SMER - sociálna demokracia,8667,32.86,7628,88.01
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,17,HLAS - sociálna demokracia,4285,16.24,3535,82.49
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,18,SZÖVETSÉG - Magyarok,4,0.01,4,100.0
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,19,SRDCE vlastenci a dôchodcovia,16,0.06,4,25.0
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,20,SDKU - DS,6,0.02,4,66.66
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,21,Kotlebovci - Ľudová strana Naše Slovensko,276,1.04,251,90.94
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,22,Demokrati,678,2.57,595,87.75
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,23,Kresťanskodemokratické hnutie,1530,5.8,1086,70.98
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,24,KARMA,30,0.11,21,70.0
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,25,REPUBLIKA,1429,5.41,1301,91.04
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,1,Pirátska strana - Slovensko,82,0.32,60,73.17
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,2,PRINCÍP,11,0.04,9,81.81
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,3,Progresívne Slovensko,3425,13.62,2479,72.37
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,4,SPOLOČNE OBČANIA SLOVENSKA,16,0.06,12,75.0
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,5,OĽANO A PRIATELIA,1416,5.63,1230,86.86
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,6,Komunistická strana Slovenska,96,0.38,63,65.62
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,7,Maďarské fórum,7,0.02,7,100.0
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,8,Vlastenecký blok,18,0.07,16,88.88
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,9,"Modrí, Most - Híd",21,0.08,18,85.71
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,10,SPRAVODLIVOSŤ,11,0.04,7,63.63
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,11,Slovenské Hnutie Obrody,8,0.03,6,75.0
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,12,Sloboda a Solidarita,1226,4.87,1009,82.3
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,13,SME RODINA,558,2.21,464,83.15
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,14,MySlovensko,31,0.12,23,74.19
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,15,Slovenská národná strana,1801,7.16,1574,87.39
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,16,SMER - sociálna demokracia,8179,32.53,7055,86.25
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,17,HLAS - sociálna demokracia,4028,16.02,3343,82.99
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,18,SZÖVETSÉG - Magyarok,2,0.0,2,100.0
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,19,SRDCE vlastenci a dôchodcovia,17,0.06,8,47.05
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,20,SDKU - DS,6,0.02,2,33.33
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,21,Kotlebovci - Ľudová strana Naše Slovensko,284,1.12,250,88.02
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,22,Demokrati,700,2.78,590,84.28
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,23,Kresťanskodemokratické hnutie,1760,7.0,1425,80.96
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,24,KARMA,26,0.1,17,65.38
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,25,REPUBLIKA,1407,5.59,1255,89.19
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,1,Pirátska strana - Slovensko,221,0.29,155,70.13
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,2,PRINCÍP,19,0.02,13,68.42
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,3,Progresívne Slovensko,11838,15.9,8750,73.91
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,4,SPOLOČNE OBČANIA SLOVENSKA,48,0.06,24,50.0
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,5,OĽANO A PRIATELIA,4406,5.91,3835,87.04
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,6,Komunistická strana Slovenska,453,0.6,316,69.75
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,7,Maďarské fórum,15,0.02,11,73.33
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,8,Vlastenecký blok,74,0.09,64,86.48
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,9,"Modrí, Most - Híd",83,0.11,57,68.67
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,10,SPRAVODLIVOSŤ,36,0.04,19,52.77
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,11,Slovenské Hnutie Obrody,47,0.06,43,91.48
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,12,Sloboda a Solidarita,3890,5.22,3223,82.85
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,13,SME RODINA,1677,2.25,1412,84.19
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,14,MySlovensko,61,0.08,38,62.29
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,15,Slovenská národná strana,5733,7.7,5127,89.42
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,16,SMER - sociálna demokracia,22474,30.19,19338,86.04
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,17,HLAS - sociálna demokracia,12370,16.61,10314,83.37
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,18,SZÖVETSÉG - Magyarok,13,0.01,8,61.53
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,19,SRDCE vlastenci a dôchodcovia,62,0.08,28,45.16
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,20,SDKU - DS,16,0.02,10,62.5
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,21,Kotlebovci - Ľudová strana Naše Slovensko,820,1.1,707,86.21
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,22,Demokrati,2254,3.02,1970,87.4
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,23,Kresťanskodemokratické hnutie,3130,4.2,2405,76.83
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,24,KARMA,71,0.09,51,71.83
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,25,REPUBLIKA,4628,6.21,4062,87.77
3,Trenčiansky kraj,305,Trenčín,302,Ilava,1,Pirátska strana - Slovensko,96,0.28,66,68.75
3,Trenčiansky kraj,305,Trenčín,302,Ilava,2,PRINCÍP,5,0.01,4,80.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,3,Progresívne Slovensko,4925,14.58,3498,71.02
3,Trenčiansky kraj,305,Trenčín,302,Ilava,4,SPOLOČNE OBČANIA SLOVENSKA,25,0.07,15,60.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,5,OĽANO A PRIATELIA,1742,5.15,1484,85.18
3,Trenčiansky kraj,305,Trenčín,302,Ilava,6,Komunistická strana Slovenska,125,0.37,61,48.8
3,Trenčiansky kraj,305,Trenčín,302,Ilava,7,Maďarské fórum,15,0.04,6,40.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,8,Vlastenecký blok,5,0.01,2,40.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,9,"Modrí, Most - Híd",86,0.25,73,84.88
3,Trenčiansky kraj,305,Trenčín,302,Ilava,10,SPRAVODLIVOSŤ,24,0.07,18,75.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,11,Slovenské Hnutie Obrody,16,0.04,11,68.75
3,Trenčiansky kraj,305,Trenčín,302,Ilava,12,Sloboda a Solidarita,1842,5.45,1462,79.37
3,Trenčiansky kraj,305,Trenčín,302,Ilava,13,SME RODINA,605,1.79,508,83.96
3,Trenčiansky kraj,305,Trenčín,302,Ilava,14,MySlovensko,72,0.21,57,79.16
3,Trenčiansky kraj,305,Trenčín,302,Ilava,15,Slovenská národná strana,2852,8.44,2510,88.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,16,SMER - sociálna demokracia,10834,32.07,9050,83.53
3,Trenčiansky kraj,305,Trenčín,302,Ilava,17,HLAS - sociálna demokracia,5584,16.53,4511,80.78
3,Trenčiansky kraj,305,Trenčín,302,Ilava,18,SZÖVETSÉG - Magyarok,19,0.05,15,78.94
3,Trenčiansky kraj,305,Trenčín,302,Ilava,19,SRDCE vlastenci a dôchodcovia,20,0.05,11,55.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,20,SDKU - DS,8,0.02,2,25.0
3,Trenčiansky kraj,305,Trenčín,302,Ilava,21,Kotlebovci - Ľudová strana Naše Slovensko,380,1.12,337,88.68
3,Trenčiansky kraj,305,Trenčín,302,Ilava,22,Demokrati,854,2.52,707,82.78
3,Trenčiansky kraj,305,Trenčín,302,Ilava,23,Kresťanskodemokratické hnutie,1894,5.6,1361,71.85
3,Trenčiansky kraj,305,Trenčín,302,Ilava,24,KARMA,57,0.16,36,63.15
3,Trenčiansky kraj,305,Trenčín,302,Ilava,25,REPUBLIKA,1689,5.0,1467,86.85
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,1,Pirátska strana - Slovensko,191,0.28,118,61.78
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,2,PRINCÍP,25,0.03,13,52.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,3,Progresívne Slovensko,13943,20.61,10220,73.29
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,4,SPOLOČNE OBČANIA SLOVENSKA,57,0.08,35,61.4
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,5,OĽANO A PRIATELIA,4312,6.37,3720,86.27
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,6,Komunistická strana Slovenska,286,0.42,185,64.68
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,7,Maďarské fórum,20,0.02,19,95.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,8,Vlastenecký blok,27,0.03,22,81.48
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,9,"Modrí, Most - Híd",126,0.18,104,82.53
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,10,SPRAVODLIVOSŤ,40,0.05,27,67.5
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,11,Slovenské Hnutie Obrody,31,0.04,24,77.41
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,12,Sloboda a Solidarita,4547,6.72,3749,82.44
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,13,SME RODINA,1495,2.2,1198,80.13
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,14,MySlovensko,65,0.09,38,58.46
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,15,Slovenská národná strana,4483,6.62,3816,85.12
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,16,SMER - sociálna demokracia,16396,24.23,13528,82.5
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,17,HLAS - sociálna demokracia,10518,15.54,8601,81.77
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,18,SZÖVETSÉG - Magyarok,33,0.04,28,84.84
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,19,SRDCE vlastenci a dôchodcovia,48,0.07,21,43.75
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,20,SDKU - DS,19,0.02,10,52.63
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,21,Kotlebovci - Ľudová strana Naše Slovensko,641,0.94,542,84.55
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,22,Demokrati,2357,3.48,1992,84.51
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,23,Kresťanskodemokratické hnutie,4714,6.96,3580,75.94
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,24,KARMA,83,0.12,55,66.26
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,25,REPUBLIKA,3194,4.72,2698,84.47
4,Nitriansky kraj,401,Komárno,401,Komárno,1,Pirátska strana - Slovensko,153,0.33,127,83.0
4,Nitriansky kraj,401,Komárno,401,Komárno,2,PRINCÍP,19,0.04,16,84.21
4,Nitriansky kraj,401,Komárno,401,Komárno,3,Progresívne Slovensko,4793,10.5,3459,72.16
4,Nitriansky kraj,401,Komárno,401,Komárno,4,SPOLOČNE OBČANIA SLOVENSKA,31,0.06,17,54.83
4,Nitriansky kraj,401,Komárno,401,Komárno,5,OĽANO A PRIATELIA,3421,7.49,2994,87.51
4,Nitriansky kraj,401,Komárno,401,Komárno,6,Komunistická strana Slovenska,83,0.18,58,69.87
4,Nitriansky kraj,401,Komárno,401,Komárno,7,Maďarské fórum,252,0.55,204,80.95
4,Nitriansky kraj,401,Komárno,401,Komárno,8,Vlastenecký blok,15,0.03,9,60.0
4,Nitriansky kraj,401,Komárno,401,Komárno,9,"Modrí, Most - Híd",254,0.55,199,78.34
4,Nitriansky kraj,401,Komárno,401,Komárno,10,SPRAVODLIVOSŤ,19,0.04,15,78.94
4,Nitriansky kraj,401,Komárno,401,Komárno,11,Slovenské Hnutie Obrody,9,0.01,8,88.88
4,Nitriansky kraj,401,Komárno,401,Komárno,12,Sloboda a Solidarita,1057,2.31,851,80.51
4,Nitriansky kraj,401,Komárno,401,Komárno,13,SME RODINA,500,1.09,420,84.0
4,Nitriansky kraj,401,Komárno,401,Komárno,14,MySlovensko,25,0.05,23,92.0
4,Nitriansky kraj,401,Komárno,401,Komárno,15,Slovenská národná strana,739,1.62,652,88.22
4,Nitriansky kraj,401,Komárno,401,Komárno,16,SMER - sociálna demokracia,6441,14.12,5531,85.87
4,Nitriansky kraj,401,Komárno,401,Komárno,17,HLAS - sociálna demokracia,3457,7.57,2940,85.04
4,Nitriansky kraj,401,Komárno,401,Komárno,18,SZÖVETSÉG - Magyarok,22255,48.78,19153,86.06
4,Nitriansky kraj,401,Komárno,401,Komárno,19,SRDCE vlastenci a dôchodcovia,30,0.06,21,70.0
4,Nitriansky kraj,401,Komárno,401,Komárno,20,SDKU - DS,2,0.0,0,0.0
4,Nitriansky kraj,401,Komárno,401,Komárno,21,Kotlebovci - Ľudová strana Naše Slovensko,169,0.37,149,88.16
4,Nitriansky kraj,401,Komárno,401,Komárno,22,Demokrati,436,0.95,375,86.0
4,Nitriansky kraj,401,Komárno,401,Komárno,23,Kresťanskodemokratické hnutie,412,0.9,321,77.91
4,Nitriansky kraj,401,Komárno,401,Komárno,24,KARMA,26,0.05,15,57.69
4,Nitriansky kraj,401,Komárno,401,Komárno,25,REPUBLIKA,1016,2.22,896,88.18
4,Nitriansky kraj,402,Levice,402,Levice,1,Pirátska strana - Slovensko,197,0.35,143,72.58
4,Nitriansky kraj,402,Levice,402,Levice,2,PRINCÍP,31,0.05,23,74.19
4,Nitriansky kraj,402,Levice,402,Levice,3,Progresívne Slovensko,8349,14.87,5981,71.63
4,Nitriansky kraj,402,Levice,402,Levice,4,SPOLOČNE OBČANIA SLOVENSKA,34,0.06,24,70.58
4,Nitriansky kraj,402,Levice,402,Levice,5,OĽANO A PRIATELIA,5189,9.24,4458,85.91
4,Nitriansky kraj,402,Levice,402,Levice,6,Komunistická strana Slovenska,212,0.37,140,66.03
4,Nitriansky kraj,402,Levice,402,Levice,7,Maďarské fórum,151,0.26,120,79.47
4,Nitriansky kraj,402,Levice,402,Levice,8,Vlastenecký blok,11,0.01,9,81.81
4,Nitriansky kraj,402,Levice,402,Levice,9,"Modrí, Most - Híd",244,0.43,188,77.04
4,Nitriansky kraj,402,Levice,402,Levice,10,SPRAVODLIVOSŤ,28,0.04,18,64.28
4,Nitriansky kraj,402,Levice,402,Levice,11,Slovenské Hnutie Obrody,52,0.09,38,73.07
4,Nitriansky kraj,402,Levice,402,Levice,12,Sloboda a Solidarita,2561,4.56,2006,78.32
4,Nitriansky kraj,402,Levice,402,Levice,13,SME RODINA,1401,2.49,1167,83.29
4,Nitriansky kraj,402,Levice,402,Levice,14,MySlovensko,41,0.07,26,63.41
4,Nitriansky kraj,402,Levice,402,Levice,15,Slovenská národná strana,2210,3.93,1909,86.38
4,Nitriansky kraj,402,Levice,402,Levice,16,SMER - sociálna demokracia,12424,22.13,10309,82.97
4,Nitriansky kraj,402,Levice,402,Levice,17,HLAS - sociálna demokracia,8360,14.89,7012,83.87
4,Nitriansky kraj,402,Levice,402,Levice,18,SZÖVETSÉG - Magyarok,7566,13.48,6587,87.06
4,Nitriansky kraj,402,Levice,402,Levice,19,SRDCE vlastenci a dôchodcovia,67,0.11,43,64.17
4,Nitriansky kraj,402,Levice,402,Levice,20,SDKU - DS,17,0.03,11,64.7
4,Nitriansky kraj,402,Levice,402,Levice,21,Kotlebovci - Ľudová strana Naše Slovensko,685,1.22,582,84.96
4,Nitriansky kraj,402,Levice,402,Levice,22,Demokrati,1307,2.32,1101,84.23
4,Nitriansky kraj,402,Levice,402,Levice,23,Kresťanskodemokratické hnutie,2266,4.03,1740,76.78
4,Nitriansky kraj,402,Levice,402,Levice,24,KARMA,42,0.07,25,59.52
4,Nitriansky kraj,402,Levice,402,Levice,25,REPUBLIKA,2678,4.77,2284,85.28
4,Nitriansky kraj,403,Nitra,403,Nitra,1,Pirátska strana - Slovensko,233,0.24,149,63.94
4,Nitriansky kraj,403,Nitra,403,Nitra,2,PRINCÍP,21,0.02,15,71.42
4,Nitriansky kraj,403,Nitra,403,Nitra,3,Progresívne Slovensko,17275,18.21,12798,74.08
4,Nitriansky kraj,403,Nitra,403,Nitra,4,SPOLOČNE OBČANIA SLOVENSKA,53,0.05,18,33.96
4,Nitriansky kraj,403,Nitra,403,Nitra,5,OĽANO A PRIATELIA,6378,6.72,5546,86.95
4,Nitriansky kraj,403,Nitra,403,Nitra,6,Komunistická strana Slovenska,215,0.22,137,63.72
4,Nitriansky kraj,403,Nitra,403,Nitra,7,Maďarské fórum,60,0.06,47,78.33
4,Nitriansky kraj,403,Nitra,403,Nitra,8,Vlastenecký blok,28,0.02,19,67.85
4,Nitriansky kraj,403,Nitra,403,Nitra,9,"Modrí, Most - Híd",206,0.21,156,75.72
4,Nitriansky kraj,403,Nitra,403,Nitra,10,SPRAVODLIVOSŤ,46,0.04,32,69.56
4,Nitriansky kraj,403,Nitra,403,Nitra,11,Slovenské Hnutie Obrody,64,0.06,49,76.56
4,Nitriansky kraj,403,Nitra,403,Nitra,12,Sloboda a Solidarita,6369,6.71,5272,82.77
4,Nitriansky kraj,403,Nitra,403,Nitra,13,SME RODINA,1963,2.07,1670,85.07
4,Nitriansky kraj,403,Nitra,403,Nitra,14,MySlovensko,118,0.12,90,76.27
4,Nitriansky kraj,403,Nitra,403,Nitra,15,Slovenská národná strana,4823,5.08,4225,87.6
4,Nitriansky kraj,403,Nitra,403,Nitra,16,SMER - sociálna demokracia,26245,27.67,22299,84.96
4,Nitriansky kraj,403,Nitra,403,Nitra,17,HLAS - sociálna demokracia,15501,16.34,12906,83.25
4,Nitriansky kraj,403,Nitra,403,Nitra,18,SZÖVETSÉG - Magyarok,1709,1.8,1422,83.2
4,Nitriansky kraj,403,Nitra,403,Nitra,19,SRDCE vlastenci a dôchodcovia,80,0.08,61,76.25
4,Nitriansky kraj,403,Nitra,403,Nitra,20,SDKU - DS,15,0.01,7,46.66
4,Nitriansky kraj,403,Nitra,403,Nitra,21,Kotlebovci - Ľudová strana Naše Slovensko,737,0.77,634,86.02
4,Nitriansky kraj,403,Nitra,403,Nitra,22,Demokrati,2811,2.96,2408,85.66
4,Nitriansky kraj,403,Nitra,403,Nitra,23,Kresťanskodemokratické hnutie,5090,5.36,3759,73.85
4,Nitriansky kraj,403,Nitra,403,Nitra,24,KARMA,67,0.07,29,43.28
4,Nitriansky kraj,403,Nitra,403,Nitra,25,REPUBLIKA,4719,4.97,4105,86.98
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,1,Pirátska strana - Slovensko,70,0.28,42,60.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,2,PRINCÍP,10,0.04,7,70.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,3,Progresívne Slovensko,2776,11.41,1986,71.54
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,4,SPOLOČNE OBČANIA SLOVENSKA,10,0.04,7,70.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,5,OĽANO A PRIATELIA,1519,6.24,1349,88.8
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,6,Komunistická strana Slovenska,85,0.34,52,61.17
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,7,Maďarské fórum,8,0.03,6,75.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,8,Vlastenecký blok,4,0.01,4,100.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,9,"Modrí, Most - Híd",20,0.08,12,60.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,10,SPRAVODLIVOSŤ,7,0.02,5,71.42
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,11,Slovenské Hnutie Obrody,7,0.02,3,42.85
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,12,Sloboda a Solidarita,1092,4.49,881,80.67
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,13,SME RODINA,566,2.32,469,82.86
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,14,MySlovensko,19,0.07,15,78.94
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,15,Slovenská národná strana,2181,8.96,1942,89.04
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,16,SMER - sociálna demokracia,7673,31.55,6546,85.31
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,17,HLAS - sociálna demokracia,4360,17.92,3607,82.72
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,18,SZÖVETSÉG - Magyarok,70,0.28,50,71.42
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,19,SRDCE vlastenci a dôchodcovia,25,0.1,12,48.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,20,SDKU - DS,8,0.03,4,50.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,21,Kotlebovci - Ľudová strana Naše Slovensko,283,1.16,246,86.92
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,22,Demokrati,605,2.48,507,83.8
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,23,Kresťanskodemokratické hnutie,1508,6.2,1103,73.14
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,24,KARMA,20,0.08,9,45.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,25,REPUBLIKA,1391,5.72,1228,88.28
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,1,Pirátska strana - Slovensko,201,0.28,162,80.59
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,2,PRINCÍP,29,0.04,26,89.65
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,3,Progresívne Slovensko,9608,13.52,6952,72.35
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,4,SPOLOČNE OBČANIA SLOVENSKA,53,0.07,31,58.49
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,5,OĽANO A PRIATELIA,5686,8.0,4954,87.12
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,6,Komunistická strana Slovenska,160,0.22,106,66.25
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,7,Maďarské fórum,193,0.27,149,77.2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,8,Vlastenecký blok,13,0.01,9,69.23
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,9,"Modrí, Most - Híd",409,0.57,311,76.03
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,10,SPRAVODLIVOSŤ,22,0.03,13,59.09
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,11,Slovenské Hnutie Obrody,27,0.03,17,62.96
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,12,Sloboda a Solidarita,2824,3.97,2235,79.14
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,13,SME RODINA,1378,1.94,1174,85.19
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,14,MySlovensko,46,0.06,28,60.86
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,15,Slovenská národná strana,2636,3.71,2336,88.61
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,16,SMER - sociálna demokracia,16515,23.25,13993,84.72
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,17,HLAS - sociálna demokracia,10432,14.68,8903,85.34
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,18,SZÖVETSÉG - Magyarok,13647,19.21,11321,82.95
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,19,SRDCE vlastenci a dôchodcovia,59,0.08,32,54.23
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,20,SDKU - DS,15,0.02,9,60.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,21,Kotlebovci - Ľudová strana Naše Slovensko,482,0.67,419,86.92
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,22,Demokrati,1171,1.64,997,85.14
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,23,Kresťanskodemokratické hnutie,2268,3.19,1734,76.45
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,24,KARMA,36,0.05,24,66.66
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,25,REPUBLIKA,3110,4.37,2747,88.32
4,Nitriansky kraj,405,Šaľa,405,Šaľa,1,Pirátska strana - Slovensko,94,0.36,65,69.14
4,Nitriansky kraj,405,Šaľa,405,Šaľa,2,PRINCÍP,8,0.03,8,100.0
4,Nitriansky kraj,405,Šaľa,405,Šaľa,3,Progresívne Slovensko,4238,16.41,3058,72.15
4,Nitriansky kraj,405,Šaľa,405,Šaľa,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.1,17,65.38
4,Nitriansky kraj,405,Šaľa,405,Šaľa,5,OĽANO A PRIATELIA,2405,9.31,2025,84.19
4,Nitriansky kraj,405,Šaľa,405,Šaľa,6,Komunistická strana Slovenska,95,0.36,70,73.68
4,Nitriansky kraj,405,Šaľa,405,Šaľa,7,Maďarské fórum,76,0.29,59,77.63
4,Nitriansky kraj,405,Šaľa,405,Šaľa,8,Vlastenecký blok,4,0.01,4,100.0
4,Nitriansky kraj,405,Šaľa,405,Šaľa,9,"Modrí, Most - Híd",92,0.35,70,76.08
4,Nitriansky kraj,405,Šaľa,405,Šaľa,10,SPRAVODLIVOSŤ,10,0.03,5,50.0
4,Nitriansky kraj,405,Šaľa,405,Šaľa,11,Slovenské Hnutie Obrody,8,0.03,6,75.0
