Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,6,Komunistická strana Slovenska,54,0.27,35,64.81
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,7,Maďarské fórum,6,0.03,4,66.66
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,8,Vlastenecký blok,8,0.04,8,100.0
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,9,"Modrí, Most - Híd",5,0.02,4,80.0
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,10,SPRAVODLIVOSŤ,3,0.01,2,66.66
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,11,Slovenské Hnutie Obrody,6,0.03,5,83.33
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,12,Sloboda a Solidarita,832,4.29,716,86.05
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,13,SME RODINA,318,1.64,280,88.05
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,14,MySlovensko,13,0.06,12,92.3
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,15,Slovenská národná strana,1968,10.14,1772,90.04
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,16,SMER - sociálna demokracia,6774,34.93,6081,89.76
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,17,HLAS - sociálna demokracia,3148,16.23,2798,88.88
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,18,SZÖVETSÉG - Magyarok,2,0.01,1,50.0
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,19,SRDCE vlastenci a dôchodcovia,10,0.05,8,80.0
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,20,SDKU - DS,9,0.04,5,55.55
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,21,Kotlebovci - Ľudová strana Naše Slovensko,207,1.06,184,88.88
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,22,Demokrati,393,2.02,339,86.25
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,23,Kresťanskodemokratické hnutie,991,5.11,805,81.23
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,24,KARMA,9,0.04,2,22.22
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,25,REPUBLIKA,1185,6.11,1061,89.53
5,Žilinský kraj,507,Žilina,511,Žilina,1,Pirátska strana - Slovensko,255,0.26,151,59.21
5,Žilinský kraj,507,Žilina,511,Žilina,2,PRINCÍP,30,0.03,22,73.33
5,Žilinský kraj,507,Žilina,511,Žilina,3,Progresívne Slovensko,18430,19.46,13839,75.08
5,Žilinský kraj,507,Žilina,511,Žilina,4,SPOLOČNE OBČANIA SLOVENSKA,176,0.18,125,71.02
5,Žilinský kraj,507,Žilina,511,Žilina,5,OĽANO A PRIATELIA,6557,6.92,5873,89.56
5,Žilinský kraj,507,Žilina,511,Žilina,6,Komunistická strana Slovenska,246,0.25,158,64.22
5,Žilinský kraj,507,Žilina,511,Žilina,7,Maďarské fórum,24,0.02,16,66.66
5,Žilinský kraj,507,Žilina,511,Žilina,8,Vlastenecký blok,43,0.04,35,81.39
5,Žilinský kraj,507,Žilina,511,Žilina,9,"Modrí, Most - Híd",82,0.08,66,80.48
5,Žilinský kraj,507,Žilina,511,Žilina,10,SPRAVODLIVOSŤ,27,0.02,16,59.25
5,Žilinský kraj,507,Žilina,511,Žilina,11,Slovenské Hnutie Obrody,31,0.03,22,70.96
5,Žilinský kraj,507,Žilina,511,Žilina,12,Sloboda a Solidarita,6637,7.01,5416,81.6
5,Žilinský kraj,507,Žilina,511,Žilina,13,SME RODINA,1689,1.78,1367,80.93
5,Žilinský kraj,507,Žilina,511,Žilina,14,MySlovensko,75,0.07,50,66.66
5,Žilinský kraj,507,Žilina,511,Žilina,15,Slovenská národná strana,7045,7.44,6199,87.99
5,Žilinský kraj,507,Žilina,511,Žilina,16,SMER - sociálna demokracia,24588,25.97,20915,85.06
5,Žilinský kraj,507,Žilina,511,Žilina,17,HLAS - sociálna demokracia,13842,14.62,11509,83.14
5,Žilinský kraj,507,Žilina,511,Žilina,18,SZÖVETSÉG - Magyarok,15,0.01,10,66.66
5,Žilinský kraj,507,Žilina,511,Žilina,19,SRDCE vlastenci a dôchodcovia,61,0.06,41,67.21
5,Žilinský kraj,507,Žilina,511,Žilina,20,SDKU - DS,16,0.01,8,50.0
5,Žilinský kraj,507,Žilina,511,Žilina,21,Kotlebovci - Ľudová strana Naše Slovensko,771,0.81,666,86.38
5,Žilinský kraj,507,Žilina,511,Žilina,22,Demokrati,3174,3.35,2742,86.38
5,Žilinský kraj,507,Žilina,511,Žilina,23,Kresťanskodemokratické hnutie,6148,6.49,4664,75.86
5,Žilinský kraj,507,Žilina,511,Žilina,24,KARMA,61,0.06,34,55.73
5,Žilinský kraj,507,Žilina,511,Žilina,25,REPUBLIKA,4637,4.89,3991,86.06
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,1,Pirátska strana - Slovensko,191,0.3,118,61.78
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,2,PRINCÍP,20,0.03,14,70.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,3,Progresívne Slovensko,13541,21.7,9895,73.07
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,4,SPOLOČNE OBČANIA SLOVENSKA,44,0.07,27,61.36
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,5,OĽANO A PRIATELIA,3077,4.93,2647,86.02
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,6,Komunistická strana Slovenska,220,0.35,119,54.09
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,7,Maďarské fórum,59,0.09,55,93.22
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,8,Vlastenecký blok,12,0.01,9,75.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,9,"Modrí, Most - Híd",92,0.14,67,72.82
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,10,SPRAVODLIVOSŤ,19,0.03,11,57.89
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,11,Slovenské Hnutie Obrody,27,0.04,18,66.66
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,12,Sloboda a Solidarita,4723,7.57,3786,80.16
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,13,SME RODINA,1361,2.18,1104,81.11
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,14,MySlovensko,59,0.09,33,55.93
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,15,Slovenská národná strana,3866,6.19,3500,90.53
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,16,SMER - sociálna demokracia,12855,20.6,10839,84.31
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,17,HLAS - sociálna demokracia,13782,22.09,11599,84.16
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,18,SZÖVETSÉG - Magyarok,54,0.08,40,74.07
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,19,SRDCE vlastenci a dôchodcovia,84,0.13,63,75.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,20,SDKU - DS,14,0.02,9,64.28
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,21,Kotlebovci - Ľudová strana Naše Slovensko,776,1.24,671,86.46
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,22,Demokrati,1957,3.13,1666,85.13
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,23,Kresťanskodemokratické hnutie,3144,5.03,2455,78.08
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,24,KARMA,52,0.08,23,44.23
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,25,REPUBLIKA,2358,3.77,2051,86.98
6,Banskobystrický kraj,602,Brezno,603,Brezno,1,Pirátska strana - Slovensko,127,0.4,92,72.44
6,Banskobystrický kraj,602,Brezno,603,Brezno,2,PRINCÍP,14,0.04,11,78.57
6,Banskobystrický kraj,602,Brezno,603,Brezno,3,Progresívne Slovensko,4214,13.49,3227,76.57
6,Banskobystrický kraj,602,Brezno,603,Brezno,4,SPOLOČNE OBČANIA SLOVENSKA,31,0.09,14,45.16
6,Banskobystrický kraj,602,Brezno,603,Brezno,5,OĽANO A PRIATELIA,2278,7.29,2031,89.15
6,Banskobystrický kraj,602,Brezno,603,Brezno,6,Komunistická strana Slovenska,143,0.45,96,67.13
6,Banskobystrický kraj,602,Brezno,603,Brezno,7,Maďarské fórum,13,0.04,8,61.53
6,Banskobystrický kraj,602,Brezno,603,Brezno,8,Vlastenecký blok,12,0.03,9,75.0
6,Banskobystrický kraj,602,Brezno,603,Brezno,9,"Modrí, Most - Híd",55,0.17,43,78.18
6,Banskobystrický kraj,602,Brezno,603,Brezno,10,SPRAVODLIVOSŤ,9,0.02,6,66.66
6,Banskobystrický kraj,602,Brezno,603,Brezno,11,Slovenské Hnutie Obrody,10,0.03,6,60.0
6,Banskobystrický kraj,602,Brezno,603,Brezno,12,Sloboda a Solidarita,1540,4.93,1270,82.46
6,Banskobystrický kraj,602,Brezno,603,Brezno,13,SME RODINA,876,2.8,748,85.38
6,Banskobystrický kraj,602,Brezno,603,Brezno,14,MySlovensko,34,0.1,24,70.58
6,Banskobystrický kraj,602,Brezno,603,Brezno,15,Slovenská národná strana,2317,7.42,2099,90.59
6,Banskobystrický kraj,602,Brezno,603,Brezno,16,SMER - sociálna demokracia,7580,24.28,6605,87.13
6,Banskobystrický kraj,602,Brezno,603,Brezno,17,HLAS - sociálna demokracia,6909,22.13,5952,86.14
6,Banskobystrický kraj,602,Brezno,603,Brezno,18,SZÖVETSÉG - Magyarok,26,0.08,19,73.07
6,Banskobystrický kraj,602,Brezno,603,Brezno,19,SRDCE vlastenci a dôchodcovia,165,0.52,135,81.81
6,Banskobystrický kraj,602,Brezno,603,Brezno,20,SDKU - DS,14,0.04,9,64.28
6,Banskobystrický kraj,602,Brezno,603,Brezno,21,Kotlebovci - Ľudová strana Naše Slovensko,366,1.17,320,87.43
6,Banskobystrický kraj,602,Brezno,603,Brezno,22,Demokrati,688,2.2,600,87.2
6,Banskobystrický kraj,602,Brezno,603,Brezno,23,Kresťanskodemokratické hnutie,1432,4.58,1140,79.6
6,Banskobystrický kraj,602,Brezno,603,Brezno,24,KARMA,24,0.07,13,54.16
6,Banskobystrický kraj,602,Brezno,603,Brezno,25,REPUBLIKA,2340,7.49,2091,89.35
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,1,Pirátska strana - Slovensko,169,0.55,123,72.78
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,2,PRINCÍP,49,0.16,44,89.79
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,3,Progresívne Slovensko,4054,13.24,3087,76.14
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,4,SPOLOČNE OBČANIA SLOVENSKA,36,0.11,23,63.88
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,5,OĽANO A PRIATELIA,3157,10.31,2735,86.63
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,6,Komunistická strana Slovenska,150,0.49,100,66.66
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,7,Maďarské fórum,100,0.32,83,83.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,8,Vlastenecký blok,8,0.02,8,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,9,"Modrí, Most - Híd",361,1.17,317,87.81
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,10,SPRAVODLIVOSŤ,28,0.09,24,85.71
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,11,Slovenské Hnutie Obrody,6,0.01,5,83.33
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,12,Sloboda a Solidarita,1184,3.86,986,83.27
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,13,SME RODINA,808,2.64,685,84.77
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,14,MySlovensko,27,0.08,19,70.37
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,15,Slovenská národná strana,1502,4.9,1360,90.54
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,16,SMER - sociálna demokracia,6894,22.52,5948,86.27
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,17,HLAS - sociálna demokracia,5614,18.34,4810,85.67
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,18,SZÖVETSÉG - Magyarok,3273,10.69,2955,90.28
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,19,SRDCE vlastenci a dôchodcovia,11,0.03,6,54.54
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,20,SDKU - DS,10,0.03,6,60.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,21,Kotlebovci - Ľudová strana Naše Slovensko,339,1.1,294,86.72
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,22,Demokrati,578,1.88,498,86.15
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,23,Kresťanskodemokratické hnutie,790,2.58,612,77.46
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,24,KARMA,18,0.05,9,50.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,25,REPUBLIKA,1440,4.7,1287,89.37
6,Banskobystrický kraj,603,Lučenec,607,Poltár,1,Pirátska strana - Slovensko,40,0.38,34,85.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,2,PRINCÍP,8,0.07,6,75.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,3,Progresívne Slovensko,946,9.07,702,74.2
6,Banskobystrický kraj,603,Lučenec,607,Poltár,4,SPOLOČNE OBČANIA SLOVENSKA,7,0.06,6,85.71
6,Banskobystrický kraj,603,Lučenec,607,Poltár,5,OĽANO A PRIATELIA,690,6.61,612,88.69
6,Banskobystrický kraj,603,Lučenec,607,Poltár,6,Komunistická strana Slovenska,58,0.55,44,75.86
6,Banskobystrický kraj,603,Lučenec,607,Poltár,7,Maďarské fórum,12,0.11,10,83.33
6,Banskobystrický kraj,603,Lučenec,607,Poltár,8,Vlastenecký blok,6,0.05,5,83.33
6,Banskobystrický kraj,603,Lučenec,607,Poltár,9,"Modrí, Most - Híd",8,0.07,6,75.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,10,SPRAVODLIVOSŤ,4,0.03,1,25.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,11,Slovenské Hnutie Obrody,10,0.09,8,80.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,12,Sloboda a Solidarita,264,2.53,215,81.43
6,Banskobystrický kraj,603,Lučenec,607,Poltár,13,SME RODINA,295,2.82,242,82.03
6,Banskobystrický kraj,603,Lučenec,607,Poltár,14,MySlovensko,6,0.05,5,83.33
6,Banskobystrický kraj,603,Lučenec,607,Poltár,15,Slovenská národná strana,834,7.99,751,90.04
6,Banskobystrický kraj,603,Lučenec,607,Poltár,16,SMER - sociálna demokracia,3223,30.91,2805,87.03
6,Banskobystrický kraj,603,Lučenec,607,Poltár,17,HLAS - sociálna demokracia,2454,23.53,2149,87.57
6,Banskobystrický kraj,603,Lučenec,607,Poltár,18,SZÖVETSÉG - Magyarok,12,0.11,10,83.33
6,Banskobystrický kraj,603,Lučenec,607,Poltár,19,SRDCE vlastenci a dôchodcovia,26,0.24,20,76.92
6,Banskobystrický kraj,603,Lučenec,607,Poltár,20,SDKU - DS,4,0.03,2,50.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,21,Kotlebovci - Ľudová strana Naše Slovensko,208,1.99,188,90.38
6,Banskobystrický kraj,603,Lučenec,607,Poltár,22,Demokrati,147,1.4,124,84.35
6,Banskobystrický kraj,603,Lučenec,607,Poltár,23,Kresťanskodemokratické hnutie,408,3.91,337,82.59
6,Banskobystrický kraj,603,Lučenec,607,Poltár,24,KARMA,3,0.02,3,100.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,25,REPUBLIKA,754,7.23,697,92.44
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,1,Pirátska strana - Slovensko,121,0.78,97,80.16
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,2,PRINCÍP,30,0.19,26,86.66
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,3,Progresívne Slovensko,1315,8.53,974,74.06
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,4,SPOLOČNE OBČANIA SLOVENSKA,22,0.14,16,72.72
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,5,OĽANO A PRIATELIA,2809,18.24,2485,88.46
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,6,Komunistická strana Slovenska,62,0.4,38,61.29
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,7,Maďarské fórum,62,0.4,48,77.41
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,8,Vlastenecký blok,5,0.03,4,80.0
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,9,"Modrí, Most - Híd",37,0.24,33,89.18
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,10,SPRAVODLIVOSŤ,9,0.05,6,66.66
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,11,Slovenské Hnutie Obrody,8,0.05,5,62.5
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,12,Sloboda a Solidarita,360,2.33,297,82.5
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,13,SME RODINA,373,2.42,317,84.98
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,14,MySlovensko,10,0.06,5,50.0
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,15,Slovenská národná strana,759,4.92,664,87.48
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,16,SMER - sociálna demokracia,3265,21.2,2843,87.07
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,17,HLAS - sociálna demokracia,2586,16.79,2217,85.73
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,18,SZÖVETSÉG - Magyarok,1826,11.85,1673,91.62
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,19,SRDCE vlastenci a dôchodcovia,14,0.09,10,71.42
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,20,SDKU - DS,9,0.05,4,44.44
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,21,Kotlebovci - Ľudová strana Naše Slovensko,237,1.53,212,89.45
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,22,Demokrati,277,1.79,248,89.53
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,23,Kresťanskodemokratické hnutie,362,2.35,262,72.37
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,24,KARMA,16,0.1,12,75.0
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,25,REPUBLIKA,826,5.36,746,90.31
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,1,Pirátska strana - Slovensko,316,0.97,283,89.55
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,2,PRINCÍP,43,0.13,37,86.04
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,3,Progresívne Slovensko,2841,8.75,2116,74.48
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,4,SPOLOČNE OBČANIA SLOVENSKA,41,0.12,27,65.85
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,5,OĽANO A PRIATELIA,3189,9.82,2871,90.02
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,6,Komunistická strana Slovenska,97,0.29,57,58.76
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,7,Maďarské fórum,274,0.84,244,89.05
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,8,Vlastenecký blok,11,0.03,9,81.81
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,9,"Modrí, Most - Híd",139,0.42,116,83.45
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,10,SPRAVODLIVOSŤ,11,0.03,8,72.72
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,11,Slovenské Hnutie Obrody,30,0.09,30,100.0
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,12,Sloboda a Solidarita,1064,3.27,894,84.02
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,13,SME RODINA,1633,5.03,1528,93.57
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,14,MySlovensko,20,0.06,14,70.0
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,15,Slovenská národná strana,1257,3.87,1106,87.98
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,16,SMER - sociálna demokracia,5795,17.85,5061,87.33
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,17,HLAS - sociálna demokracia,4644,14.3,3959,85.24
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,18,SZÖVETSÉG - Magyarok,8106,24.96,7608,93.85
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,19,SRDCE vlastenci a dôchodcovia,23,0.07,14,60.86
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,20,SDKU - DS,5,0.01,4,80.0
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,21,Kotlebovci - Ľudová strana Naše Slovensko,338,1.04,295,87.27
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,22,Demokrati,485,1.49,428,88.24
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,23,Kresťanskodemokratické hnutie,457,1.4,323,70.67
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,24,KARMA,23,0.07,16,69.56
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,25,REPUBLIKA,1621,4.99,1442,88.95
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,1,Pirátska strana - Slovensko,110,0.54,93,84.54
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,2,PRINCÍP,19,0.09,16,84.21
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,3,Progresívne Slovensko,1950,9.74,1409,72.25
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.12,16,61.53
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,5,OĽANO A PRIATELIA,1737,8.68,1504,86.58
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,6,Komunistická strana Slovenska,51,0.25,27,52.94
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,7,Maďarské fórum,84,0.41,79,94.04
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,8,Vlastenecký blok,11,0.05,9,81.81
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,9,"Modrí, Most - Híd",267,1.33,238,89.13
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,10,SPRAVODLIVOSŤ,9,0.04,6,66.66
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,11,Slovenské Hnutie Obrody,10,0.04,8,80.0
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,12,Sloboda a Solidarita,590,2.94,500,84.74
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,13,SME RODINA,416,2.07,371,89.18
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,14,MySlovensko,12,0.05,9,75.0
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,15,Slovenská národná strana,828,4.13,726,87.68
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,16,SMER - sociálna demokracia,4563,22.81,3933,86.19
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,17,HLAS - sociálna demokracia,4023,20.11,3462,86.05
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,18,SZÖVETSÉG - Magyarok,3049,15.24,2697,88.45
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,19,SRDCE vlastenci a dôchodcovia,105,0.52,95,90.47
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,20,SDKU - DS,3,0.01,2,66.66
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,21,Kotlebovci - Ľudová strana Naše Slovensko,390,1.94,351,90.0
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,22,Demokrati,293,1.46,251,85.66
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,23,Kresťanskodemokratické hnutie,429,2.14,298,69.46
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,24,KARMA,11,0.05,7,63.63
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,25,REPUBLIKA,1017,5.08,903,88.79
6,Banskobystrický kraj,606,Zvolen,604,Detva,1,Pirátska strana - Slovensko,47,0.26,33,70.21
6,Banskobystrický kraj,606,Zvolen,604,Detva,2,PRINCÍP,7,0.03,4,57.14
6,Banskobystrický kraj,606,Zvolen,604,Detva,3,Progresívne Slovensko,2014,11.21,1513,75.12
6,Banskobystrický kraj,606,Zvolen,604,Detva,4,SPOLOČNE OBČANIA SLOVENSKA,9,0.05,4,44.44
6,Banskobystrický kraj,606,Zvolen,604,Detva,5,OĽANO A PRIATELIA,884,4.92,767,86.76
6,Banskobystrický kraj,606,Zvolen,604,Detva,6,Komunistická strana Slovenska,88,0.49,55,62.5
6,Banskobystrický kraj,606,Zvolen,604,Detva,7,Maďarské fórum,6,0.03,5,83.33
6,Banskobystrický kraj,606,Zvolen,604,Detva,8,Vlastenecký blok,7,0.03,4,57.14
6,Banskobystrický kraj,606,Zvolen,604,Detva,9,"Modrí, Most - Híd",23,0.12,15,65.21
6,Banskobystrický kraj,606,Zvolen,604,Detva,10,SPRAVODLIVOSŤ,6,0.03,5,83.33
6,Banskobystrický kraj,606,Zvolen,604,Detva,11,Slovenské Hnutie Obrody,16,0.08,11,68.75
6,Banskobystrický kraj,606,Zvolen,604,Detva,12,Sloboda a Solidarita,847,4.71,710,83.82
6,Banskobystrický kraj,606,Zvolen,604,Detva,13,SME RODINA,396,2.2,318,80.3
6,Banskobystrický kraj,606,Zvolen,604,Detva,14,MySlovensko,12,0.06,9,75.0
6,Banskobystrický kraj,606,Zvolen,604,Detva,15,Slovenská národná strana,1695,9.44,1525,89.97
6,Banskobystrický kraj,606,Zvolen,604,Detva,16,SMER - sociálna demokracia,5391,30.02,4524,83.91
6,Banskobystrický kraj,606,Zvolen,604,Detva,17,HLAS - sociálna demokracia,3738,20.82,3216,86.03
6,Banskobystrický kraj,606,Zvolen,604,Detva,18,SZÖVETSÉG - Magyarok,4,0.02,4,100.0
