Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,19,641,2.0,0.31,,,111.0,17.31,,,47.0,7.33,6.0,0.93,,,,,,,,,1.0,0.15,45.0,7.02,7.0,1.09,,,49.0,7.64,200.0,31.2,71.0,11.07,,,,,,,4.0,0.62,13.0,2.02,57.0,8.89,,,28.0,4.36
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,20,700,1.0,0.14,,,107.0,15.28,,,61.0,8.71,5.0,0.71,,,1.0,0.14,1.0,0.14,1.0,0.14,,,42.0,6.0,5.0,0.71,3.0,0.42,41.0,5.85,209.0,29.85,105.0,15.0,,,,,,,2.0,0.28,25.0,3.57,50.0,7.14,1.0,0.14,40.0,5.71
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,21,297,,,,,45.0,15.15,,,21.0,7.07,2.0,0.67,,,,,1.0,0.33,1.0,0.33,,,10.0,3.36,5.0,1.68,1.0,0.33,15.0,5.05,100.0,33.67,47.0,15.82,,,,,,,2.0,0.67,10.0,3.36,22.0,7.4,2.0,0.67,13.0,4.37
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,22,271,3.0,1.1,1.0,0.36,35.0,12.91,,,11.0,4.05,1.0,0.36,,,,,,,,,,,7.0,2.58,12.0,4.42,,,17.0,6.27,85.0,31.36,41.0,15.12,,,1.0,0.36,,,1.0,0.36,21.0,7.74,23.0,8.48,,,12.0,4.42
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505323,Pažiť,1,278,2.0,0.71,,,44.0,15.82,,,23.0,8.27,2.0,0.71,,,,,,,,,1.0,0.35,11.0,3.95,12.0,4.31,,,24.0,8.63,77.0,27.69,44.0,15.82,,,,,,,3.0,1.07,10.0,3.59,13.0,4.67,,,12.0,4.31
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505463,Skačany,1,741,1.0,0.13,,,72.0,9.71,,,35.0,4.72,,,1.0,0.13,,,,,,,1.0,0.13,26.0,3.5,19.0,2.56,,,109.0,14.7,237.0,31.98,96.0,12.95,,,1.0,0.13,2.0,0.26,9.0,1.21,26.0,3.5,68.0,9.17,,,38.0,5.12
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556271,Turčianky,1,113,1.0,0.88,,,15.0,13.27,,,4.0,3.53,1.0,0.88,,,,,,,,,,,3.0,2.65,,,,,5.0,4.42,43.0,38.05,16.0,14.15,,,,,,,,,4.0,3.53,16.0,14.15,,,5.0,4.42
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505706,Veľké Kršteňany,1,318,1.0,0.31,,,17.0,5.34,,,22.0,6.91,2.0,0.62,,,,,5.0,1.57,,,,,12.0,3.77,8.0,2.51,,,28.0,8.8,124.0,38.99,36.0,11.32,,,,,,,11.0,3.45,4.0,1.25,21.0,6.6,,,27.0,8.49
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,1,541,1.0,0.18,,,80.0,14.78,1.0,0.18,31.0,5.73,4.0,0.73,,,1.0,0.18,,,,,,,21.0,3.88,24.0,4.43,1.0,0.18,49.0,9.05,160.0,29.57,95.0,17.56,,,,,,,4.0,0.73,11.0,2.03,35.0,6.46,,,23.0,4.25
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505722,Veľké Uherce,2,639,2.0,0.31,,,74.0,11.58,,,41.0,6.41,5.0,0.78,1.0,0.15,,,,,,,,,35.0,5.47,21.0,3.28,1.0,0.15,59.0,9.23,194.0,30.35,100.0,15.64,,,,,,,7.0,1.09,17.0,2.66,48.0,7.51,1.0,0.15,33.0,5.16
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505731,Veľký Klíž,1,286,,,,,26.0,9.09,,,11.0,3.84,2.0,0.69,,,2.0,0.69,,,,,,,9.0,3.14,8.0,2.79,1.0,0.34,16.0,5.59,111.0,38.81,57.0,19.93,,,,,,,4.0,1.39,7.0,2.44,14.0,4.89,,,18.0,6.29
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505731,Veľký Klíž,2,241,,,,,33.0,13.69,,,9.0,3.73,,,,,,,,,,,,,11.0,4.56,5.0,2.07,1.0,0.41,14.0,5.8,83.0,34.43,35.0,14.52,,,,,,,9.0,3.73,9.0,3.73,22.0,9.12,,,10.0,4.14
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505803,Žabokreky nad Nitrou,1,930,4.0,0.43,,,136.0,14.62,,,56.0,6.02,,,,,3.0,0.32,2.0,0.21,,,1.0,0.1,43.0,4.62,29.0,3.11,,,67.0,7.2,295.0,31.72,144.0,15.48,,,1.0,0.1,,,10.0,1.07,34.0,3.65,55.0,5.91,5.0,0.53,45.0,4.83
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,1,1081,2.0,0.18,,,244.0,22.57,,,100.0,9.25,4.0,0.37,1.0,0.09,1.0,0.09,3.0,0.27,1.0,0.09,,,75.0,6.93,19.0,1.75,3.0,0.27,57.0,5.27,225.0,20.81,176.0,16.28,,,10.0,0.92,,,4.0,0.37,51.0,4.71,64.0,5.92,1.0,0.09,40.0,3.7
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,2,616,6.0,0.97,1.0,0.16,153.0,24.83,,,38.0,6.16,3.0,0.48,,,,,2.0,0.32,,,,,60.0,9.74,15.0,2.43,,,53.0,8.6,113.0,18.34,86.0,13.96,,,1.0,0.16,,,3.0,0.48,27.0,4.38,35.0,5.68,,,20.0,3.24
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,3,561,3.0,0.53,,,129.0,22.99,,,24.0,4.27,3.0,0.53,,,,,1.0,0.17,,,1.0,0.17,34.0,6.06,16.0,2.85,,,40.0,7.13,133.0,23.7,102.0,18.18,,,,,,,1.0,0.17,20.0,3.56,26.0,4.63,1.0,0.17,27.0,4.81
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,4,683,2.0,0.29,,,163.0,23.86,2.0,0.29,49.0,7.17,1.0,0.14,,,,,5.0,0.73,,,,,40.0,5.85,8.0,1.17,1.0,0.14,56.0,8.19,159.0,23.27,97.0,14.2,2.0,0.29,,,,,5.0,0.73,23.0,3.36,45.0,6.58,2.0,0.29,23.0,3.36
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513903,Bojnice,5,605,,,1.0,0.16,165.0,27.27,,,39.0,6.44,3.0,0.49,,,,,,,,,,,67.0,11.07,3.0,0.49,,,44.0,7.27,124.0,20.49,81.0,13.38,,,,,,,2.0,0.33,23.0,3.8,32.0,5.28,,,21.0,3.47
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513911,Bystričany,1,536,4.0,0.74,,,65.0,12.12,1.0,0.18,32.0,5.97,2.0,0.37,,,1.0,0.18,1.0,0.18,,,1.0,0.18,20.0,3.73,14.0,2.61,,,60.0,11.19,152.0,28.35,92.0,17.16,,,,,,,3.0,0.55,20.0,3.73,38.0,7.08,1.0,0.18,29.0,5.41
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513911,Bystričany,2,492,2.0,0.4,,,55.0,11.17,,,20.0,4.06,5.0,1.01,,,,,1.0,0.2,,,,,25.0,5.08,13.0,2.64,,,51.0,10.36,144.0,29.26,86.0,17.47,,,,,,,5.0,1.01,14.0,2.84,38.0,7.72,,,33.0,6.7
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513920,Cigeľ,1,805,3.0,0.37,,,121.0,15.03,,,49.0,6.08,1.0,0.12,,,,,1.0,0.12,1.0,0.12,,,32.0,3.97,8.0,0.99,,,53.0,6.58,236.0,29.31,158.0,19.62,,,,,,,11.0,1.36,38.0,4.72,45.0,5.59,,,48.0,5.96
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513938,Čavoj,1,366,,,,,40.0,10.92,,,8.0,2.18,1.0,0.27,,,,,,,1.0,0.27,,,9.0,2.45,3.0,0.81,1.0,0.27,34.0,9.28,155.0,42.34,52.0,14.2,,,,,,,3.0,0.81,6.0,1.63,21.0,5.73,,,32.0,8.74
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513946,Čereňany,1,1012,,,2.0,0.19,94.0,9.28,,,26.0,2.56,11.0,1.08,,,,,1.0,0.09,,,,,50.0,4.94,23.0,2.27,,,109.0,10.77,330.0,32.6,177.0,17.49,,,3.0,0.29,1.0,0.09,14.0,1.38,34.0,3.35,79.0,7.8,1.0,0.09,57.0,5.63
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513954,Diviacka Nová Ves,1,1051,1.0,0.09,1.0,0.09,116.0,11.03,,,59.0,5.61,13.0,1.23,,,,,1.0,0.09,,,1.0,0.09,40.0,3.8,28.0,2.66,1.0,0.09,68.0,6.47,400.0,38.05,169.0,16.07,,,1.0,0.09,1.0,0.09,15.0,1.42,30.0,2.85,45.0,4.28,,,61.0,5.8
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,1,745,1.0,0.13,,,72.0,9.66,,,38.0,5.1,5.0,0.67,,,,,,,,,,,36.0,4.83,14.0,1.87,,,83.0,11.14,252.0,33.82,128.0,17.18,,,1.0,0.13,,,16.0,2.14,8.0,1.07,37.0,4.96,,,54.0,7.24
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513962,Diviaky nad Nitricou,2,325,1.0,0.3,,,35.0,10.76,,,15.0,4.61,1.0,0.3,1.0,0.3,,,,,,,,,9.0,2.76,6.0,1.84,,,37.0,11.38,112.0,34.46,55.0,16.92,,,,,,,2.0,0.61,9.0,2.76,17.0,5.23,,,25.0,7.69
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513971,Dlžín,1,110,,,,,14.0,12.72,,,11.0,10.0,2.0,1.81,,,,,1.0,0.9,,,,,4.0,3.63,2.0,1.81,,,6.0,5.45,32.0,29.09,24.0,21.81,,,,,,,,,2.0,1.81,2.0,1.81,,,10.0,9.09
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513989,Dolné Vestenice,1,670,4.0,0.59,,,105.0,15.67,1.0,0.14,27.0,4.02,4.0,0.59,,,1.0,0.14,1.0,0.14,,,,,29.0,4.32,20.0,2.98,,,32.0,4.77,235.0,35.07,123.0,18.35,,,,,1.0,0.14,15.0,2.23,13.0,1.94,28.0,4.17,1.0,0.14,30.0,4.47
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513989,Dolné Vestenice,2,763,2.0,0.26,,,89.0,11.66,,,29.0,3.8,4.0,0.52,,,,,,,,,1.0,0.13,34.0,4.45,13.0,1.7,,,50.0,6.55,280.0,36.69,167.0,21.88,,,,,,,10.0,1.31,11.0,1.44,16.0,2.09,4.0,0.52,53.0,6.94
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,1,389,2.0,0.51,1.0,0.25,64.0,16.45,1.0,0.25,18.0,4.62,2.0,0.51,,,,,,,,,,,17.0,4.37,9.0,2.31,,,20.0,5.14,135.0,34.7,69.0,17.73,,,,,,,8.0,2.05,6.0,1.54,13.0,3.34,1.0,0.25,23.0,5.91
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,2,327,1.0,0.3,,,54.0,16.51,,,10.0,3.05,3.0,0.91,,,1.0,0.3,,,1.0,0.3,,,12.0,3.66,5.0,1.52,,,17.0,5.19,121.0,37.0,60.0,18.34,1.0,0.3,1.0,0.3,,,2.0,0.61,6.0,1.83,4.0,1.22,3.0,0.91,25.0,7.64
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,3,553,,,,,89.0,16.09,,,34.0,6.14,1.0,0.18,,,,,1.0,0.18,1.0,0.18,,,36.0,6.5,11.0,1.98,,,43.0,7.77,178.0,32.18,93.0,16.81,,,,,1.0,0.18,6.0,1.08,4.0,0.72,4.0,0.72,,,51.0,9.22
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,4,605,1.0,0.16,1.0,0.16,102.0,16.85,,,37.0,6.11,2.0,0.33,,,,,3.0,0.49,1.0,0.16,3.0,0.49,29.0,4.79,17.0,2.8,,,31.0,5.12,178.0,29.42,107.0,17.68,1.0,0.16,,,,,3.0,0.49,5.0,0.82,23.0,3.8,,,61.0,10.08
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,5,457,1.0,0.21,,,63.0,13.78,,,23.0,5.03,,,,,,,,,,,,,31.0,6.78,6.0,1.31,,,40.0,8.75,157.0,34.35,76.0,16.63,,,,,,,10.0,2.18,11.0,2.4,7.0,1.53,,,32.0,7.0
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,6,430,,,,,45.0,10.46,,,20.0,4.65,3.0,0.69,,,,,,,,,,,15.0,3.48,16.0,3.72,,,11.0,2.55,153.0,35.58,102.0,23.72,,,2.0,0.46,,,2.0,0.46,12.0,2.79,6.0,1.39,2.0,0.46,41.0,9.53
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,7,432,3.0,0.69,,,62.0,14.35,,,31.0,7.17,8.0,1.85,,,2.0,0.46,,,,,1.0,0.23,11.0,2.54,8.0,1.85,1.0,0.23,22.0,5.09,144.0,33.33,75.0,17.36,,,,,,,3.0,0.69,13.0,3.0,3.0,0.69,2.0,0.46,43.0,9.95
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,8,614,,,,,85.0,13.84,1.0,0.16,27.0,4.39,3.0,0.48,1.0,0.16,,,,,,,,,24.0,3.9,17.0,2.76,1.0,0.16,30.0,4.88,232.0,37.78,121.0,19.7,,,1.0,0.16,,,7.0,1.14,12.0,1.95,5.0,0.81,1.0,0.16,46.0,7.49
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,9,577,7.0,1.21,1.0,0.17,98.0,16.98,1.0,0.17,33.0,5.71,3.0,0.51,,,,,1.0,0.17,,,,,33.0,5.71,17.0,2.94,3.0,0.51,39.0,6.75,192.0,33.27,79.0,13.69,,,2.0,0.34,,,7.0,1.21,14.0,2.42,7.0,1.21,,,40.0,6.93
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,10,251,4.0,1.59,1.0,0.39,15.0,5.97,1.0,0.39,70.0,27.88,1.0,0.39,,,,,,,1.0,0.39,,,2.0,0.79,4.0,1.59,,,6.0,2.39,95.0,37.84,35.0,13.94,,,1.0,0.39,,,2.0,0.79,,,2.0,0.79,,,11.0,4.38
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,11,621,3.0,0.48,,,103.0,16.58,,,31.0,4.99,5.0,0.8,,,,,,,2.0,0.32,1.0,0.16,23.0,3.7,6.0,0.96,1.0,0.16,26.0,4.18,203.0,32.68,121.0,19.48,,,,,,,9.0,1.44,7.0,1.12,13.0,2.09,,,67.0,10.78
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,12,373,1.0,0.26,,,68.0,18.23,1.0,0.26,20.0,5.36,5.0,1.34,,,,,1.0,0.26,1.0,0.26,,,11.0,2.94,10.0,2.68,1.0,0.26,17.0,4.55,118.0,31.63,82.0,21.98,,,1.0,0.26,,,3.0,0.8,5.0,1.34,9.0,2.41,,,19.0,5.09
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,13,510,3.0,0.58,,,95.0,18.62,,,47.0,9.21,4.0,0.78,,,,,,,,,1.0,0.19,31.0,6.07,14.0,2.74,,,42.0,8.23,129.0,25.29,74.0,14.5,,,,,,,2.0,0.39,19.0,3.72,13.0,2.54,,,36.0,7.05
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,14,455,1.0,0.21,,,66.0,14.5,,,20.0,4.39,6.0,1.31,,,,,,,1.0,0.21,,,26.0,5.71,4.0,0.87,1.0,0.21,40.0,8.79,144.0,31.64,87.0,19.12,,,,,,,7.0,1.53,11.0,2.41,8.0,1.75,,,33.0,7.25
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,15,496,,,,,99.0,19.95,,,24.0,4.83,1.0,0.2,,,,,1.0,0.2,,,,,27.0,5.44,10.0,2.01,,,38.0,7.66,146.0,29.43,102.0,20.56,,,,,,,3.0,0.6,10.0,2.01,6.0,1.2,,,29.0,5.84
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,16,277,4.0,1.44,,,31.0,11.19,,,17.0,6.13,,,,,,,3.0,1.08,,,,,8.0,2.88,7.0,2.52,,,16.0,5.77,101.0,36.46,45.0,16.24,,,,,1.0,0.36,4.0,1.44,10.0,3.61,10.0,3.61,,,20.0,7.22
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,17,177,,,,,29.0,16.38,1.0,0.56,18.0,10.16,1.0,0.56,1.0,0.56,,,2.0,1.12,,,,,9.0,5.08,2.0,1.12,1.0,0.56,9.0,5.08,53.0,29.94,24.0,13.55,,,,,,,,,2.0,1.12,3.0,1.69,,,22.0,12.42
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,513997,Handlová,18,175,2.0,1.14,,,33.0,18.85,,,10.0,5.71,2.0,1.14,,,,,1.0,0.57,,,,,13.0,7.42,8.0,4.57,1.0,0.57,10.0,5.71,45.0,25.71,26.0,14.85,,,,,,,1.0,0.57,7.0,4.0,5.0,2.85,1.0,0.57,10.0,5.71
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514004,Horná Ves,1,584,1.0,0.17,,,48.0,8.21,,,33.0,5.65,12.0,2.05,,,,,,,1.0,0.17,,,28.0,4.79,16.0,2.73,,,34.0,5.82,207.0,35.44,99.0,16.95,,,,,,,12.0,2.05,9.0,1.54,31.0,5.3,,,53.0,9.07
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514012,Horné Vestenice,1,397,3.0,0.75,,,45.0,11.33,,,8.0,2.01,1.0,0.25,,,,,,,,,1.0,0.25,11.0,2.77,16.0,4.03,,,27.0,6.8,140.0,35.26,81.0,20.4,,,,,,,4.0,1.0,6.0,1.51,32.0,8.06,3.0,0.75,19.0,4.78
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514021,Chrenovec - Brusno,1,863,4.0,0.46,1.0,0.11,126.0,14.6,1.0,0.11,45.0,5.21,7.0,0.81,,,,,1.0,0.11,,,,,41.0,4.75,15.0,1.73,2.0,0.23,53.0,6.14,282.0,32.67,160.0,18.53,,,2.0,0.23,,,9.0,1.04,17.0,1.96,42.0,4.86,,,55.0,6.37
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514039,Chvojnica,1,141,,,,,17.0,12.05,,,8.0,5.67,3.0,2.12,,,2.0,1.41,1.0,0.7,,,,,7.0,4.96,5.0,3.54,,,5.0,3.54,50.0,35.46,30.0,21.27,,,,,,,,,5.0,3.54,3.0,2.12,,,5.0,3.54
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,557714,Jalovec,1,362,2.0,0.55,,,58.0,16.02,1.0,0.27,13.0,3.59,2.0,0.55,,,,,,,,,,,19.0,5.24,6.0,1.65,,,28.0,7.73,119.0,32.87,61.0,16.85,,,,,,,1.0,0.27,10.0,2.76,10.0,2.76,1.0,0.27,31.0,8.56
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514063,Kamenec pod Vtáčnikom,1,485,,,,,71.0,14.63,,,31.0,6.39,1.0,0.2,,,1.0,0.2,,,,,,,16.0,3.29,11.0,2.26,,,61.0,12.57,172.0,35.46,69.0,14.22,,,,,,,8.0,1.64,18.0,3.71,6.0,1.23,,,20.0,4.12
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514063,Kamenec pod Vtáčnikom,2,617,,,,,75.0,12.15,,,22.0,3.56,5.0,0.81,,,,,,,,,,,28.0,4.53,3.0,0.48,,,74.0,11.99,235.0,38.08,85.0,13.77,,,,,1.0,0.16,17.0,2.75,19.0,3.07,16.0,2.59,,,37.0,5.99
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,1,837,1.0,0.11,1.0,0.11,160.0,19.11,1.0,0.11,56.0,6.69,1.0,0.11,,,1.0,0.11,,,,,,,52.0,6.21,32.0,3.82,,,71.0,8.48,168.0,20.07,148.0,17.68,,,,,,,5.0,0.59,35.0,4.18,52.0,6.21,,,53.0,6.33
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,2,762,3.0,0.39,,,134.0,17.58,,,43.0,5.64,3.0,0.39,,,,,,,2.0,0.26,1.0,0.13,56.0,7.34,18.0,2.36,1.0,0.13,46.0,6.03,195.0,25.59,147.0,19.29,,,,,1.0,0.13,12.0,1.57,27.0,3.54,27.0,3.54,,,46.0,6.03
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514071,Kanianka,3,710,3.0,0.42,,,150.0,21.12,,,36.0,5.07,2.0,0.28,1.0,0.14,2.0,0.28,,,1.0,0.14,3.0,0.42,41.0,5.77,12.0,1.69,1.0,0.14,63.0,8.87,189.0,26.61,112.0,15.77,,,,,,,5.0,0.7,19.0,2.67,33.0,4.64,1.0,0.14,36.0,5.07
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514080,Kľačno,1,602,,,1.0,0.16,88.0,14.61,,,75.0,12.45,3.0,0.49,,,1.0,0.16,,,1.0,0.16,,,29.0,4.81,25.0,4.15,,,36.0,5.98,145.0,24.08,116.0,19.26,,,,,1.0,0.16,2.0,0.33,20.0,3.32,20.0,3.32,,,39.0,6.47
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514098,Kocurany,1,300,2.0,0.66,,,54.0,18.0,1.0,0.33,14.0,4.66,3.0,1.0,,,,,,,,,,,18.0,6.0,4.0,1.33,,,18.0,6.0,92.0,30.66,66.0,22.0,1.0,0.33,,,,,,,8.0,2.66,4.0,1.33,,,15.0,5.0
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514101,Kostolná Ves,1,314,,,,,54.0,17.19,,,24.0,7.64,,,,,1.0,0.31,,,,,,,17.0,5.41,8.0,2.54,,,22.0,7.0,91.0,28.98,36.0,11.46,,,2.0,0.63,,,8.0,2.54,19.0,6.05,13.0,4.14,,,19.0,6.05
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514110,Koš,1,636,1.0,0.15,,,70.0,11.0,,,38.0,5.97,1.0,0.15,,,2.0,0.31,1.0,0.15,,,,,17.0,2.67,18.0,2.83,,,43.0,6.76,236.0,37.1,100.0,15.72,,,1.0,0.15,,,9.0,1.41,21.0,3.3,21.0,3.3,,,57.0,8.96
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514128,Lazany,1,1071,1.0,0.09,,,163.0,15.21,,,40.0,3.73,11.0,1.02,,,,,,,,,2.0,0.18,65.0,6.06,24.0,2.24,,,90.0,8.4,269.0,25.11,176.0,16.43,,,,,,,25.0,2.33,42.0,3.92,93.0,8.68,1.0,0.09,69.0,6.44
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,1,1062,2.0,0.18,,,124.0,11.67,1.0,0.09,43.0,4.04,2.0,0.18,1.0,0.09,,,,,1.0,0.09,1.0,0.09,49.0,4.61,28.0,2.63,2.0,0.18,104.0,9.79,371.0,34.93,150.0,14.12,,,1.0,0.09,,,9.0,0.84,16.0,1.5,90.0,8.47,1.0,0.09,66.0,6.21
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,2,773,2.0,0.25,,,95.0,12.28,,,28.0,3.62,4.0,0.51,,,1.0,0.12,,,,,,,23.0,2.97,15.0,1.94,,,65.0,8.4,291.0,37.64,126.0,16.3,,,,,1.0,0.12,11.0,1.42,17.0,2.19,28.0,3.62,1.0,0.12,65.0,8.4
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514136,Lehota pod Vtáčnikom,3,504,,,,,65.0,12.89,,,44.0,8.73,6.0,1.19,,,,,,,,,,,15.0,2.97,5.0,0.99,,,33.0,6.54,196.0,38.88,64.0,12.69,,,,,,,3.0,0.59,18.0,3.57,25.0,4.96,,,30.0,5.95
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514144,Liešťany,1,749,,,1.0,0.13,70.0,9.34,,,40.0,5.34,1.0,0.13,,,1.0,0.13,1.0,0.13,,,,,16.0,2.13,20.0,2.67,1.0,0.13,82.0,10.94,278.0,37.11,125.0,16.68,,,,,,,4.0,0.53,12.0,1.6,34.0,4.53,,,63.0,8.41
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,557706,Lipník,1,349,1.0,0.28,,,53.0,15.18,,,16.0,4.58,5.0,1.43,,,1.0,0.28,,,1.0,0.28,,,15.0,4.29,6.0,1.71,,,30.0,8.59,74.0,21.2,73.0,20.91,,,1.0,0.28,1.0,0.28,7.0,2.0,13.0,3.72,27.0,7.73,,,25.0,7.16
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514179,Malá Čausa,1,407,3.0,0.73,,,38.0,9.33,,,33.0,8.1,5.0,1.22,,,,,1.0,0.24,1.0,0.24,,,38.0,9.33,12.0,2.94,1.0,0.24,37.0,9.09,112.0,27.51,56.0,13.75,,,,,,,1.0,0.24,11.0,2.7,16.0,3.93,,,42.0,10.31
3,Trenčiansky kraj,304,Prievidza,307,Prievidza,514187,Malinová,1,585,3.0,0.51,,,81.0,13.84,2.0,0.34,26.0,4.44,5.0,0.85,,,1.0,0.17,,,1.0,0.17,2.0,0.34,20.0,3.41,15.0,2.56,1.0,0.17,67.0,11.45,179.0,30.59,112.0,19.14,,,2.0,0.34,,,,,12.0,2.05,13.0,2.22,,,43.0,7.35
