Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet volebných okrskov,Počet potvrdených okrskových zápisníc,Podiel potvrdených okrskových zápisníc v %,Počet zapísaných voličov,Počet zúčastnených voličov,Účasť voličov v %,Počet odovzdaných obálok na hlasovanie,Podiel odovzdaných obálok v %,Počet platných hlasov spolu,Podiel platných hlasov spolu v %
5,Žilinský kraj,507,Žilina,511,Žilina,517801,Mojš,1,1,100.0,1016,820,80.7,817,99.63,810,98.78
5,Žilinský kraj,507,Žilina,511,Žilina,517828,Nededza,1,1,100.0,852,680,79.81,680,100.0,666,97.94
5,Žilinský kraj,507,Žilina,511,Žilina,558168,Nezbudská Lúčka,1,1,100.0,349,283,81.08,283,100.0,280,98.93
5,Žilinský kraj,507,Žilina,511,Žilina,547611,Ovčiarsko,1,1,100.0,559,444,79.42,442,99.54,441,99.32
5,Žilinský kraj,507,Žilina,511,Žilina,547620,Paština Závada,1,1,100.0,207,164,79.22,164,100.0,161,98.17
5,Žilinský kraj,507,Žilina,511,Žilina,517879,Podhorie,1,1,100.0,745,600,80.53,600,100.0,594,99.0
5,Žilinský kraj,507,Žilina,511,Žilina,557960,Porúbka,1,1,100.0,429,337,78.55,337,100.0,332,98.51
5,Žilinský kraj,507,Žilina,511,Žilina,517917,Rajec,4,4,100.0,4653,3422,73.54,3413,99.73,3379,98.74
5,Žilinský kraj,507,Žilina,511,Žilina,517925,Rajecká Lesná,1,1,100.0,1029,727,70.65,727,100.0,721,99.17
5,Žilinský kraj,507,Žilina,511,Žilina,517933,Rajecké Teplice,3,3,100.0,2437,1907,78.25,1905,99.89,1880,98.58
5,Žilinský kraj,507,Žilina,511,Žilina,517941,Rosina,2,2,100.0,2653,2111,79.57,2109,99.9,2089,98.95
5,Žilinský kraj,507,Žilina,511,Žilina,517950,Stráňavy,2,2,100.0,1510,1187,78.6,1175,98.98,1164,98.06
5,Žilinský kraj,507,Žilina,511,Žilina,517968,Stránske,1,1,100.0,731,569,77.83,568,99.82,568,99.82
5,Žilinský kraj,507,Žilina,511,Žilina,517976,Stráža,1,1,100.0,550,419,76.18,419,100.0,413,98.56
5,Žilinský kraj,507,Žilina,511,Žilina,517984,Strečno,2,2,100.0,2095,1576,75.22,1571,99.68,1552,98.47
5,Žilinský kraj,507,Žilina,511,Žilina,518000,Svederník,2,2,100.0,1272,959,75.39,957,99.79,934,97.39
5,Žilinský kraj,507,Žilina,511,Žilina,581712,Šuja,1,1,100.0,254,208,81.88,208,100.0,204,98.07
5,Žilinský kraj,507,Žilina,511,Žilina,518034,Teplička nad Váhom,3,3,100.0,3315,2568,77.46,2565,99.88,2531,98.55
5,Žilinský kraj,507,Žilina,511,Žilina,518042,Terchová,5,5,100.0,3627,2678,73.83,2677,99.96,2655,99.14
5,Žilinský kraj,507,Žilina,511,Žilina,518051,Turie,2,2,100.0,1677,1298,77.4,1298,100.0,1288,99.22
5,Žilinský kraj,507,Žilina,511,Žilina,518069,Varín,3,3,100.0,2979,2345,78.71,2344,99.95,2301,98.12
5,Žilinský kraj,507,Žilina,511,Žilina,518077,Veľká Čierna,1,1,100.0,288,239,82.98,238,99.58,235,98.32
5,Žilinský kraj,507,Žilina,511,Žilina,518093,Višňové,2,2,100.0,2419,1879,77.67,1874,99.73,1833,97.55
5,Žilinský kraj,507,Žilina,511,Žilina,518131,Zbyňov,1,1,100.0,693,534,77.05,534,100.0,527,98.68
5,Žilinský kraj,507,Žilina,511,Žilina,517402,Žilina,79,79,100.0,64699,47111,72.81,47035,99.83,46628,98.97
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508454,Badín,2,2,100.0,1734,1339,77.22,1338,99.92,1326,99.02
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508471,Baláže,1,1,100.0,193,150,77.72,150,100.0,149,99.33
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508438,Banská Bystrica,78,78,100.0,59608,42554,71.38,42524,99.92,42082,98.89
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508675,Brusno,2,2,100.0,1826,1393,76.28,1393,100.0,1377,98.85
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508519,Čerín,2,2,100.0,376,279,74.2,279,100.0,278,99.64
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508543,Dolná Mičiná,1,1,100.0,390,303,77.69,303,100.0,300,99.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508551,Dolný Harmanec,1,1,100.0,225,158,70.22,158,100.0,158,100.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508560,Donovaly,1,1,100.0,553,500,90.41,500,100.0,497,99.4
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508586,Dúbravica,1,1,100.0,321,216,67.28,216,100.0,216,100.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508594,Harmanec,1,1,100.0,712,447,62.78,447,100.0,440,98.43
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508616,Hiadeľ,1,1,100.0,403,284,70.47,284,100.0,276,97.18
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508632,Horná Mičiná,1,1,100.0,542,417,76.93,417,100.0,412,98.8
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508641,Horné Pršany,1,1,100.0,322,261,81.05,260,99.61,255,97.7
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508659,Hrochoť,2,2,100.0,1186,761,64.16,761,100.0,748,98.29
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,580236,Hronsek,1,1,100.0,535,414,77.38,414,100.0,413,99.75
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508713,Kordíky,1,1,100.0,389,310,79.69,309,99.67,308,99.35
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508721,Králiky,1,1,100.0,614,506,82.41,506,100.0,502,99.2
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557277,Kynceľová,1,1,100.0,324,244,75.3,244,100.0,241,98.77
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508748,Ľubietová,1,1,100.0,1072,808,75.37,808,100.0,793,98.14
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508756,Lučatín,1,1,100.0,574,442,77.0,442,100.0,434,98.19
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,580244,Malachov,1,1,100.0,935,746,79.78,746,100.0,735,98.52
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508764,Medzibrod,1,1,100.0,1125,861,76.53,861,100.0,857,99.53
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508799,Moštenica,1,1,100.0,228,177,77.63,177,100.0,176,99.43
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508802,Motyčky,1,1,100.0,118,95,80.5,95,100.0,89,93.68
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508781,Môlča,1,1,100.0,342,184,53.8,184,100.0,183,99.45
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557285,Nemce,1,1,100.0,946,734,77.58,734,100.0,723,98.5
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508837,Oravce,1,1,100.0,143,114,79.72,114,100.0,112,98.24
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508861,Podkonice,1,1,100.0,749,557,74.36,557,100.0,552,99.1
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508896,Pohronský Bukovec,1,1,100.0,102,79,77.45,79,100.0,78,98.73
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508918,Poniky,3,3,100.0,1241,881,70.99,881,100.0,874,99.2
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508926,Povrazník,1,1,100.0,119,94,78.99,94,100.0,93,98.93
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508942,Priechod,1,1,100.0,833,588,70.58,588,100.0,574,97.61
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508969,Riečka,1,1,100.0,643,497,77.29,497,100.0,492,98.99
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508977,Sebedín - Bečov,2,2,100.0,292,215,73.63,215,100.0,215,100.0
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508985,Selce,2,2,100.0,1725,1318,76.4,1317,99.92,1308,99.24
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509001,Slovenská Ľupča,3,3,100.0,2591,1898,73.25,1896,99.89,1874,98.73
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509019,Staré Hory,1,1,100.0,490,355,72.44,355,100.0,352,99.15
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509027,Strelníky,1,1,100.0,619,488,78.83,488,100.0,475,97.33
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509035,Špania Dolina,1,1,100.0,221,172,77.82,172,100.0,169,98.25
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509060,Tajov,1,1,100.0,561,440,78.43,440,100.0,437,99.31
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557269,Turecká,1,1,100.0,152,128,84.21,128,100.0,126,98.43
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557293,Vlkanová,2,2,100.0,1069,698,65.29,698,100.0,688,98.56
6,Banskobystrický kraj,602,Brezno,603,Brezno,508446,Bacúch,1,1,100.0,773,512,66.23,511,99.8,505,98.63
6,Banskobystrický kraj,602,Brezno,603,Brezno,508462,Beňuš,1,1,100.0,952,644,67.64,644,100.0,638,99.06
6,Banskobystrický kraj,602,Brezno,603,Brezno,508489,Braväcovo,1,1,100.0,559,395,70.66,394,99.74,389,98.48
6,Banskobystrický kraj,602,Brezno,603,Brezno,508497,Brezno,19,19,100.0,15935,10185,63.91,10178,99.93,10042,98.59
6,Banskobystrický kraj,602,Brezno,603,Brezno,557251,Bystrá,1,1,100.0,412,379,91.99,379,100.0,378,99.73
6,Banskobystrický kraj,602,Brezno,603,Brezno,508527,Čierny Balog,4,4,100.0,3999,2607,65.19,2605,99.92,2570,98.58
6,Banskobystrický kraj,602,Brezno,603,Brezno,508535,Dolná Lehota,1,1,100.0,680,520,76.47,519,99.8,513,98.65
6,Banskobystrický kraj,602,Brezno,603,Brezno,508578,Drábsko,1,1,100.0,134,91,67.91,91,100.0,90,98.9
6,Banskobystrický kraj,602,Brezno,603,Brezno,508608,Heľpa,3,3,100.0,2020,1408,69.7,1408,100.0,1387,98.5
6,Banskobystrický kraj,602,Brezno,603,Brezno,508624,Horná Lehota,1,1,100.0,521,339,65.06,339,100.0,335,98.82
6,Banskobystrický kraj,602,Brezno,603,Brezno,508667,Hronec,1,1,100.0,987,661,66.97,661,100.0,654,98.94
6,Banskobystrický kraj,602,Brezno,603,Brezno,508691,Jarabá,1,1,100.0,75,65,86.66,65,100.0,65,100.0
6,Banskobystrický kraj,602,Brezno,603,Brezno,508705,Jasenie,1,1,100.0,954,645,67.61,645,100.0,642,99.53
6,Banskobystrický kraj,602,Brezno,603,Brezno,508730,Lom nad Rimavicou,1,1,100.0,219,179,81.73,179,100.0,171,95.53
6,Banskobystrický kraj,602,Brezno,603,Brezno,508772,Michalová,2,2,100.0,1055,749,70.99,749,100.0,736,98.26
6,Banskobystrický kraj,602,Brezno,603,Brezno,508811,Mýto pod Ďumbierom,1,1,100.0,528,416,78.78,416,100.0,414,99.51
6,Banskobystrický kraj,602,Brezno,603,Brezno,508829,Nemecká,2,2,100.0,1414,963,68.1,963,100.0,951,98.75
6,Banskobystrický kraj,602,Brezno,603,Brezno,508845,Osrblie,1,1,100.0,361,286,79.22,286,100.0,280,97.9
6,Banskobystrický kraj,602,Brezno,603,Brezno,508853,Podbrezová,3,3,100.0,2915,1894,64.97,1894,100.0,1868,98.62
6,Banskobystrický kraj,602,Brezno,603,Brezno,508870,Pohorelá,3,3,100.0,1806,1152,63.78,1151,99.91,1137,98.69
6,Banskobystrický kraj,602,Brezno,603,Brezno,508888,Pohronská Polhora,2,2,100.0,1335,842,63.07,840,99.76,821,97.5
6,Banskobystrický kraj,602,Brezno,603,Brezno,508900,Polomka,3,3,100.0,2285,1446,63.28,1445,99.93,1410,97.51
6,Banskobystrický kraj,602,Brezno,603,Brezno,508934,Predajná,1,1,100.0,1064,704,66.16,704,100.0,697,99.0
6,Banskobystrický kraj,602,Brezno,603,Brezno,508951,Ráztoka,1,1,100.0,228,161,70.61,161,100.0,159,98.75
6,Banskobystrický kraj,602,Brezno,603,Brezno,508993,Sihla,1,1,100.0,176,132,75.0,132,100.0,132,100.0
6,Banskobystrický kraj,602,Brezno,603,Brezno,509043,Šumiac,1,1,100.0,1040,670,64.42,669,99.85,655,97.76
6,Banskobystrický kraj,602,Brezno,603,Brezno,509051,Telgárt,1,1,100.0,861,685,79.55,680,99.27,664,96.93
6,Banskobystrický kraj,602,Brezno,603,Brezno,509086,Valaská,4,4,100.0,2881,1758,61.02,1755,99.82,1728,98.29
6,Banskobystrický kraj,602,Brezno,603,Brezno,509094,Vaľkovňa,1,1,100.0,299,148,49.49,148,100.0,144,97.29
6,Banskobystrický kraj,602,Brezno,603,Brezno,509124,Závadka nad Hronom,2,2,100.0,1799,1057,58.75,1057,100.0,1042,98.58
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511226,Ábelová,1,1,100.0,182,107,58.79,107,100.0,106,99.06
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511234,Belina,1,1,100.0,491,209,42.56,209,100.0,209,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,557315,Biskupice,1,1,100.0,926,437,47.19,435,99.54,418,95.65
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511251,Boľkovce,2,2,100.0,510,344,67.45,343,99.7,335,97.38
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511277,Budiná,1,1,100.0,184,127,69.02,127,100.0,126,99.21
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,558273,Bulhary,1,1,100.0,238,88,36.97,88,100.0,85,96.59
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511293,Buzitka,1,1,100.0,371,252,67.92,252,100.0,250,99.2
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511323,Čakanovce,1,1,100.0,812,321,39.53,321,100.0,315,98.13
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511331,Čamovce,1,1,100.0,423,214,50.59,214,100.0,210,98.13
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511358,Divín,2,2,100.0,1652,1024,61.98,1024,100.0,1013,98.92
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511366,Dobroč,1,1,100.0,496,373,75.2,373,100.0,372,99.73
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511391,Fiľakovo,9,9,100.0,7666,3392,44.24,3387,99.85,3325,98.02
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511404,Fiľakovské Kováče,3,3,100.0,703,367,52.2,367,100.0,364,99.18
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,557331,Gregorova Vieska,1,1,100.0,119,76,63.86,76,100.0,74,97.36
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511421,Halič,1,1,100.0,1328,911,68.59,911,100.0,904,99.23
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511439,Holiša,1,1,100.0,501,232,46.3,232,100.0,229,98.7
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511463,Jelšovec,1,1,100.0,248,85,34.27,85,100.0,85,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511480,Kalonda,1,1,100.0,179,81,45.25,81,100.0,80,98.76
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511374,Kotmanová,1,1,100.0,238,155,65.12,154,99.35,152,98.06
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511528,Lehôtka,1,1,100.0,269,127,47.21,127,100.0,127,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511536,Lentvora,1,1,100.0,64,33,51.56,33,100.0,33,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511544,Lipovany,1,1,100.0,200,125,62.5,125,100.0,124,99.2
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511552,Lovinobaňa,2,2,100.0,1498,864,57.67,864,100.0,851,98.49
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511561,Ľuboreč,1,1,100.0,280,142,50.71,142,100.0,141,99.29
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511218,Lučenec,26,26,100.0,20711,12107,58.45,12100,99.94,11968,98.85
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511579,Lupoč,1,1,100.0,172,107,62.2,107,100.0,104,97.19
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511609,Mašková,1,1,100.0,250,134,53.6,134,100.0,132,98.5
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,580309,Mikušovce,1,1,100.0,238,138,57.98,138,100.0,135,97.82
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511625,Mučín,1,1,100.0,574,249,43.37,249,100.0,248,99.59
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511641,Mýtna,1,1,100.0,937,639,68.19,639,100.0,630,98.59
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511668,Nitra nad Ipľom,1,1,100.0,274,95,34.67,95,100.0,93,97.89
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511676,Nové Hony,1,1,100.0,149,78,52.34,78,100.0,78,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511692,Panické Dravce,1,1,100.0,588,361,61.39,361,100.0,355,98.33
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511706,Píla,1,1,100.0,218,155,71.1,155,100.0,153,98.7
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511714,Pinciná,1,1,100.0,163,115,70.55,115,100.0,113,98.26
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511722,Pleš,1,1,100.0,156,93,59.61,93,100.0,90,96.77
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511749,Podrečany,1,1,100.0,452,289,63.93,289,100.0,285,98.61
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511757,Polichno,1,1,100.0,111,60,54.05,60,100.0,58,96.66
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511773,Praha,1,1,100.0,67,35,52.23,35,100.0,35,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511781,Prša,1,1,100.0,160,100,62.5,100,100.0,100,100.0
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511790,Radzovce,1,1,100.0,1276,631,49.45,629,99.68,598,94.77
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511803,Rapovce,1,1,100.0,723,376,52.0,376,100.0,368,97.87
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511811,Ratka,1,1,100.0,258,172,66.66,172,100.0,169,98.25
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511838,Ružiná,1,1,100.0,686,367,53.49,367,100.0,365,99.45
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511846,Stará Halič,1,1,100.0,477,331,69.39,331,100.0,330,99.69
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511854,Šávoľ,1,1,100.0,456,211,46.27,210,99.52,201,95.26
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511862,Šiatorská Bukovinka,1,1,100.0,230,158,68.69,158,100.0,156,98.73
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511871,Šíd,1,1,100.0,948,400,42.19,400,100.0,387,96.75
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511897,Šurice,1,1,100.0,373,192,51.47,192,100.0,185,96.35
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511901,Točnica,1,1,100.0,293,200,68.25,200,100.0,197,98.5
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511919,Tomášovce,1,1,100.0,1105,802,72.57,800,99.75,788,98.25
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511927,Trebeľovce,3,3,100.0,705,428,60.7,428,100.0,423,98.83
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,557340,Trenč,1,1,100.0,356,99,27.8,98,98.98,97,97.97
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511943,Tuhár,1,1,100.0,282,206,73.04,206,100.0,205,99.51
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,511994,Veľká nad Ipľom,1,1,100.0,745,381,51.14,381,100.0,378,99.21
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,512010,Veľké Dravce,1,1,100.0,536,248,46.26,248,100.0,247,99.59
6,Banskobystrický kraj,603,Lučenec,606,Lučenec,557307,Vidiná,1,1,100.0,1365,1013,74.21,1013,100.0,1007,99.4
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511269,Breznička,1,1,100.0,602,429,71.26,429,100.0,424,98.83
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511315,Cinobaňa,3,3,100.0,1663,939,56.46,939,100.0,928,98.82
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511340,České Brezovo,2,2,100.0,400,286,71.5,286,100.0,283,98.95
6,Banskobystrický kraj,603,Lučenec,607,Poltár,557323,Ďubákovo,1,1,100.0,72,55,76.38,55,100.0,55,100.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511447,Hradište,1,1,100.0,180,137,76.11,137,100.0,136,99.27
6,Banskobystrický kraj,603,Lučenec,607,Poltár,514900,Hrnčiarska Ves,2,2,100.0,718,349,48.6,348,99.71,342,97.99
6,Banskobystrický kraj,603,Lučenec,607,Poltár,514918,Hrnčiarske Zalužany,1,1,100.0,683,460,67.34,457,99.34,454,98.69
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511471,Kalinovo,2,2,100.0,1820,1259,69.17,1259,100.0,1245,98.88
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511498,Kokava nad Rimavicou,3,3,100.0,2228,1378,61.84,1376,99.85,1347,97.75
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511501,Krná,1,1,100.0,53,45,84.9,45,100.0,44,97.77
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511595,Málinec,2,2,100.0,1114,678,60.86,678,100.0,664,97.93
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511617,Mládzovo,1,1,100.0,103,73,70.87,73,100.0,72,98.63
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511684,Ozdín,2,2,100.0,256,178,69.53,178,100.0,174,97.75
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511765,Poltár,7,7,100.0,4257,2658,62.43,2656,99.92,2635,99.13
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511820,Rovňany,1,1,100.0,212,132,62.26,132,100.0,132,100.0
6,Banskobystrický kraj,603,Lučenec,607,Poltár,515515,Selce,1,1,100.0,90,49,54.44,49,100.0,48,97.95
6,Banskobystrický kraj,603,Lučenec,607,Poltár,515591,Sušany,1,1,100.0,353,224,63.45,224,100.0,223,99.55
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511889,Šoltýska,1,1,100.0,95,75,78.94,75,100.0,74,98.66
6,Banskobystrický kraj,603,Lučenec,607,Poltár,511978,Uhorské,1,1,100.0,441,276,62.58,276,100.0,270,97.82
6,Banskobystrický kraj,603,Lučenec,607,Poltár,580317,Utekáč,1,1,100.0,717,455,63.45,455,100.0,450,98.9
6,Banskobystrický kraj,603,Lučenec,607,Poltár,512001,Veľká Ves,1,1,100.0,319,235,73.66,234,99.57,232,98.72
6,Banskobystrický kraj,603,Lučenec,607,Poltár,582051,Zlatno,1,1,100.0,377,213,56.49,213,100.0,195,91.54
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,514675,Držkovce,1,1,100.0,420,188,44.76,187,99.46,174,92.55
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,514721,Gemer,1,1,100.0,720,324,45.0,322,99.38,319,98.45
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,514756,Gemerská Ves,1,1,100.0,715,329,46.01,329,100.0,316,96.04
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525677,Gemerské Teplice,2,2,100.0,300,155,51.66,154,99.35,149,96.12
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525685,Gemerský Sad,2,2,100.0,245,147,60.0,147,100.0,145,98.63
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,514896,Hrlica,1,1,100.0,51,33,64.7,33,100.0,33,100.0
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525766,Hucín,1,1,100.0,688,211,30.66,211,100.0,209,99.05
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,514977,Chvalová,1,1,100.0,128,85,66.4,85,100.0,80,94.11
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525774,Chyžné,1,1,100.0,331,202,61.02,202,100.0,197,97.52
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525791,Jelšava,2,2,100.0,2327,869,37.34,869,100.0,850,97.81
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525812,Kameňany,1,1,100.0,586,215,36.68,215,100.0,209,97.2
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515574,Leváre,1,1,100.0,76,57,75.0,57,100.0,55,96.49
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515159,Levkuška,1,1,100.0,178,82,46.06,82,100.0,80,97.56
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525901,Licince,1,1,100.0,539,294,54.54,291,98.97,277,94.21
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525928,Lubeník,1,1,100.0,996,525,52.71,525,100.0,512,97.52
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525944,Magnezitovce,2,2,100.0,355,203,57.18,203,100.0,194,95.56
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,580384,Mokrá Lúka,1,1,100.0,448,300,66.96,300,100.0,298,99.33
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525987,Muráň,1,1,100.0,949,546,57.53,545,99.81,533,97.61
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525995,Muránska Dlhá Lúka,1,1,100.0,711,464,65.26,464,100.0,450,96.98
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526002,Muránska Huta,2,2,100.0,248,200,80.64,200,100.0,199,99.5
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526011,Muránska Lehota,1,1,100.0,161,115,71.42,115,100.0,113,98.26
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526029,Muránska Zdychava,1,1,100.0,183,114,62.29,114,100.0,111,97.36
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526037,Nandraž,1,1,100.0,178,103,57.86,103,100.0,101,98.05
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515256,Otročok,1,1,100.0,239,119,49.79,119,100.0,116,97.47
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515302,Ploské,1,1,100.0,63,37,58.73,37,100.0,36,97.29
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515311,Polina,1,1,100.0,81,42,51.85,42,100.0,41,97.61
