Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet volebných okrskov,Počet potvrdených okrskových zápisníc,Podiel potvrdených okrskových zápisníc v %,Počet zapísaných voličov,Počet zúčastnených voličov,Účasť voličov v %,Počet odovzdaných obálok na hlasovanie,Podiel odovzdaných obálok v %,Počet platných hlasov spolu,Podiel platných hlasov spolu v %
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,1,1,100.0,306,158,51.63,158,100.0,155,98.1
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Veľká Dolina,1,1,100.0,578,412,71.28,412,100.0,403,97.81
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Veľké Chyndice,1,1,100.0,283,197,69.61,197,100.0,195,98.98
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Veľké Zálužie,3,3,100.0,3443,2425,70.43,2423,99.91,2390,98.55
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Veľký Cetín,1,1,100.0,1356,951,70.13,951,100.0,946,99.47
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Veľký Lapáš,1,1,100.0,1543,1179,76.4,1179,100.0,1156,98.04
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,2,2,100.0,1550,1034,66.7,1034,100.0,1008,97.48
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,9,9,100.0,6901,4945,71.65,4945,100.0,4884,98.76
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Výčapy - Opatovce,2,2,100.0,1727,1298,75.15,1296,99.84,1278,98.45
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,2,2,100.0,1861,1338,71.89,1323,98.87,1305,97.53
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,Žirany,1,1,100.0,1094,777,71.02,775,99.74,769,98.97
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,Žitavce,1,1,100.0,364,255,70.05,255,100.0,250,98.03
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,1,1,100.0,1323,985,74.45,985,100.0,976,99.08
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Čaradice,1,1,100.0,419,290,69.21,290,100.0,287,98.96
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Červený Hrádok,1,1,100.0,355,286,80.56,286,100.0,284,99.3
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Čierne Kľačany,1,1,100.0,936,733,78.31,733,100.0,725,98.9
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,1,1,100.0,969,726,74.92,725,99.86,718,98.89
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosťovce,1,1,100.0,605,456,75.37,456,100.0,450,98.68
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choča,1,1,100.0,411,286,69.58,286,100.0,282,98.6
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jedľové Kostoľany,1,1,100.0,817,585,71.6,583,99.65,576,98.46
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kostoľany pod Tribečom,1,1,100.0,299,233,77.92,232,99.57,229,98.28
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,1,1,100.0,635,429,67.55,429,100.0,421,98.13
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,1,1,100.0,581,464,79.86,464,100.0,462,99.56
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,1,1,100.0,881,686,77.86,686,100.0,678,98.83
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,1,1,100.0,295,232,78.64,232,100.0,231,99.56
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,1,1,100.0,423,318,75.17,318,100.0,317,99.68
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad Žitavou,1,1,100.0,471,370,78.55,370,100.0,366,98.91
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemčiňany,1,1,100.0,557,405,72.71,405,100.0,401,99.01
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,1,1,100.0,548,424,77.37,424,100.0,419,98.82
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,1,1,100.0,481,388,80.66,388,100.0,383,98.71
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,1,1,100.0,1226,926,75.53,926,100.0,921,99.46
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skýcov,1,1,100.0,773,580,75.03,580,100.0,576,99.31
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,Sľažany,1,1,100.0,1387,1086,78.29,1086,100.0,1071,98.61
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepčany,1,1,100.0,673,502,74.59,502,100.0,495,98.6
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,1,1,100.0,850,603,70.94,603,100.0,601,99.66
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyňany,2,2,100.0,1388,1031,74.27,1029,99.8,1017,98.64
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topoľčianky,2,2,100.0,2151,1652,76.8,1652,100.0,1635,98.97
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velčice,1,1,100.0,677,515,76.07,515,100.0,512,99.41
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Veľké Vozokany,1,1,100.0,336,276,82.14,276,100.0,274,99.27
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad Žitavou,1,1,100.0,375,277,73.86,277,100.0,270,97.47
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,1,1,100.0,832,572,68.75,572,100.0,563,98.42
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,11,11,100.0,9597,6669,69.49,6665,99.94,6594,98.87
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,1,1,100.0,179,142,79.32,142,100.0,142,100.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,Žikava,1,1,100.0,439,341,77.67,341,100.0,337,98.82
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,Žitavany,2,2,100.0,1540,1128,73.24,1128,100.0,1104,97.87
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,1,1,100.0,1387,978,70.51,978,100.0,964,98.56
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,1,1,100.0,322,170,52.79,170,100.0,168,98.82
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,3,3,100.0,2855,2092,73.27,2089,99.85,2054,98.18
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503053,Bardoňovo,1,1,100.0,588,344,58.5,344,100.0,337,97.96
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503061,Belá,1,1,100.0,312,202,64.74,202,100.0,196,97.02
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503070,Bešeňov,2,2,100.0,1333,829,62.19,829,100.0,819,98.79
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503088,Bíňa,1,1,100.0,1166,605,51.88,605,100.0,595,98.34
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503096,Branovo,1,1,100.0,480,356,74.16,355,99.71,352,98.87
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503100,Bruty,1,1,100.0,487,263,54.0,263,100.0,262,99.61
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503118,Čechy,1,1,100.0,251,173,68.92,173,100.0,170,98.26
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503126,Černík,1,1,100.0,837,656,78.37,656,100.0,635,96.79
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503134,Dedinka,1,1,100.0,558,383,68.63,382,99.73,381,99.47
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503151,Dolný Ohaj,2,2,100.0,1240,892,71.93,892,100.0,884,99.1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503169,Dubník,2,2,100.0,1232,587,47.64,587,100.0,576,98.12
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503177,Dvory nad Žitavou,4,4,100.0,4016,2286,56.92,2285,99.95,2244,98.16
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503185,Gbelce,2,2,100.0,1739,1012,58.19,1011,99.9,997,98.51
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503193,Hul,1,1,100.0,1034,747,72.24,745,99.73,738,98.79
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503207,Chľaba,1,1,100.0,592,337,56.92,335,99.4,332,98.51
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503215,Jasová,1,1,100.0,920,640,69.56,637,99.53,626,97.81
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503223,Jatov,1,1,100.0,607,435,71.66,435,100.0,433,99.54
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503231,Kamenica nad Hronom,1,1,100.0,1052,478,45.43,478,100.0,467,97.69
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503240,Kamenín,1,1,100.0,1219,590,48.4,589,99.83,582,98.64
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503258,Kamenný Most,1,1,100.0,884,508,57.46,506,99.6,500,98.42
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503266,Kmeťovo,1,1,100.0,695,556,80.0,556,100.0,549,98.74
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503274,Kolta,1,1,100.0,1073,750,69.89,750,100.0,734,97.86
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503282,Komjatice,3,3,100.0,3375,2360,69.92,2358,99.91,2332,98.81
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503291,Komoča,1,1,100.0,786,496,63.1,496,100.0,492,99.19
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503312,Leľa,1,1,100.0,303,191,63.03,191,100.0,191,100.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503321,Lipová,2,2,100.0,1278,917,71.75,917,100.0,907,98.9
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503339,Ľubá,1,1,100.0,342,204,59.64,204,100.0,202,99.01
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503347,Malá nad Hronom,1,1,100.0,318,180,56.6,180,100.0,180,100.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503355,Malé Kosihy,1,1,100.0,279,146,52.32,146,100.0,145,99.31
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503363,Maňa,3,3,100.0,1651,1114,67.47,1114,100.0,1099,98.65
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503371,Michal nad Žitavou,1,1,100.0,577,451,78.16,451,100.0,450,99.77
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503398,Mojzesovo,1,1,100.0,1072,763,71.17,763,100.0,750,98.29
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503401,Mužla,2,2,100.0,1529,798,52.19,797,99.87,780,97.74
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556092,Nána,1,1,100.0,1003,592,59.02,592,100.0,584,98.64
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503436,Nová Vieska,1,1,100.0,575,412,71.65,412,100.0,409,99.27
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,31,31,100.0,30202,19767,65.44,19735,99.83,19524,98.77
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,582361,Obid,1,1,100.0,966,446,46.16,446,100.0,439,98.43
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503452,Palárikovo,3,3,100.0,3406,2149,63.09,2142,99.67,2119,98.6
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556033,Pavlová,1,1,100.0,187,139,74.33,139,100.0,139,100.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503479,Podhájska,1,1,100.0,994,770,77.46,768,99.74,757,98.31
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503487,Pozba,1,1,100.0,396,300,75.75,300,100.0,297,99.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503495,Radava,1,1,100.0,671,519,77.34,519,100.0,503,96.91
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503509,Rastislavice,1,1,100.0,799,592,74.09,592,100.0,590,99.66
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503517,Rúbaň,1,1,100.0,715,386,53.98,384,99.48,380,98.44
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503525,Salka,1,1,100.0,794,480,60.45,479,99.79,475,98.95
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503533,Semerovo,1,1,100.0,1050,699,66.57,699,100.0,695,99.42
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503541,Sikenička,1,1,100.0,369,224,60.7,224,100.0,218,97.32
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503550,Strekov,2,2,100.0,1603,935,58.32,935,100.0,925,98.93
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503568,Svodín,2,2,100.0,2000,1120,56.0,1120,100.0,1108,98.92
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503576,Šarkan,1,1,100.0,288,139,48.26,139,100.0,138,99.28
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503584,Štúrovo,10,10,100.0,7979,4756,59.6,4756,100.0,4710,99.03
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503592,Šurany,10,10,100.0,7704,5338,69.28,5335,99.94,5289,99.08
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503606,Trávnica,1,1,100.0,919,648,70.51,648,100.0,638,98.45
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503614,Tvrdošovce,4,4,100.0,4187,2425,57.91,2417,99.67,2374,97.89
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556050,Úľany nad Žitavou,1,1,100.0,1239,925,74.65,925,100.0,913,98.7
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503631,Veľké Lovce,2,2,100.0,1485,948,63.83,948,100.0,935,98.62
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503380,Veľký Kýr,3,3,100.0,2437,1615,66.27,1613,99.87,1597,98.88
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556025,Vlkas,1,1,100.0,274,218,79.56,218,100.0,216,99.08
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503649,Zemné,2,2,100.0,1726,941,54.51,940,99.89,925,98.29
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503711,Diakovce,2,2,100.0,1955,1306,66.8,1305,99.92,1294,99.08
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503720,Dlhá nad Váhom,1,1,100.0,762,558,73.22,556,99.64,552,98.92
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500241,Hájske,1,1,100.0,1056,762,72.15,761,99.86,751,98.55
4,Nitriansky kraj,405,Šaľa,405,Šaľa,555878,Horná Kráľová,2,2,100.0,1529,1045,68.34,1045,100.0,1034,98.94
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503886,Kráľová nad Váhom,1,1,100.0,1487,1079,72.56,1079,100.0,1065,98.7
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500739,Močenok,3,3,100.0,3533,2485,70.33,2485,100.0,2459,98.95
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503932,Neded,3,3,100.0,2572,1340,52.09,1336,99.7,1305,97.38
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503991,Selice,2,2,100.0,2278,886,38.89,886,100.0,858,96.83
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504025,Šaľa,17,17,100.0,16609,11102,66.84,11091,99.9,10990,98.99
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504068,Tešedíkovo,3,3,100.0,3033,1900,62.64,1897,99.84,1883,99.1
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504092,Trnovec nad Váhom,3,3,100.0,2210,1327,60.04,1323,99.69,1300,97.96
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504165,Vlčany,3,3,100.0,2616,1482,56.65,1481,99.93,1469,99.12
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504190,Žihárec,1,1,100.0,1494,879,58.83,877,99.77,864,98.29
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556220,Ardanovce,1,1,100.0,185,133,71.89,133,100.0,133,100.0
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542661,Belince,1,1,100.0,285,217,76.14,217,100.0,213,98.15
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542695,Biskupová,1,1,100.0,194,133,68.55,132,99.24,129,96.99
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542709,Blesovce,1,1,100.0,281,219,77.93,219,100.0,218,99.54
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542717,Bojná,2,2,100.0,1624,1185,72.96,1184,99.91,1165,98.31
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556297,Čeľadince,1,1,100.0,399,306,76.69,306,100.0,299,97.71
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542792,Čermany,1,1,100.0,326,249,76.38,249,100.0,247,99.19
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556262,Dvorany nad Nitrou,1,1,100.0,648,503,77.62,503,100.0,497,98.8
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542881,Hajná Nová Ves,1,1,100.0,279,213,76.34,213,100.0,207,97.18
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556351,Horné Chlebany,1,1,100.0,291,227,78.0,227,100.0,226,99.55
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542938,Horné Obdokovce,2,2,100.0,1235,849,68.74,849,100.0,837,98.58
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542954,Horné Štitáre,1,1,100.0,513,381,74.26,381,100.0,374,98.16
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542971,Hrušovany,1,1,100.0,884,695,78.61,695,100.0,679,97.69
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556165,Chrabrany,1,1,100.0,726,576,79.33,575,99.82,570,98.95
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556157,Jacovce,2,2,100.0,1482,1076,72.6,1076,100.0,1050,97.58
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543039,Kamanová,1,1,100.0,500,371,74.2,370,99.73,360,97.03
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543063,Koniarovce,1,1,100.0,530,406,76.6,406,100.0,401,98.76
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543071,Kovarce,1,1,100.0,1256,845,67.27,845,100.0,827,97.86
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543101,Krnča,1,1,100.0,1104,830,75.18,830,100.0,818,98.55
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543110,Krtovce,1,1,100.0,247,176,71.25,176,100.0,174,98.86
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556149,Krušovce,1,1,100.0,1436,1042,72.56,1039,99.71,1022,98.08
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581704,Kuzmice,1,1,100.0,564,448,79.43,448,100.0,447,99.77
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505021,Lipovník,1,1,100.0,276,223,80.79,223,100.0,223,100.0
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505048,Ludanice,2,2,100.0,1424,1024,71.91,1024,100.0,1012,98.82
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505064,Lužany,1,1,100.0,194,152,78.35,152,100.0,150,98.68
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505137,Malé Ripňany,1,1,100.0,461,355,77.0,355,100.0,351,98.87
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581305,Nemčice,1,1,100.0,819,609,74.35,609,100.0,607,99.67
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505226,Nemečky,1,1,100.0,290,232,80.0,232,100.0,230,99.13
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505234,Nitrianska Blatnica,1,1,100.0,1037,742,71.55,742,100.0,732,98.65
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505242,Nitrianska Streda,1,1,100.0,618,476,77.02,476,100.0,471,98.94
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505251,Norovce,1,1,100.0,287,210,73.17,210,100.0,209,99.52
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505285,Oponice,1,1,100.0,710,507,71.4,506,99.8,503,99.21
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556211,Orešany,1,1,100.0,264,180,68.18,180,100.0,173,96.11
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505340,Podhradie,1,1,100.0,244,186,76.22,185,99.46,183,98.38
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505374,Prašice,2,2,100.0,1741,1345,77.25,1345,100.0,1322,98.28
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581658,Práznovce,1,1,100.0,786,525,66.79,525,100.0,520,99.04
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505404,Preseľany,1,1,100.0,1230,904,73.49,904,100.0,893,98.78
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505421,Radošina,3,3,100.0,1530,1114,72.81,1114,100.0,1101,98.83
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505439,Rajčany,1,1,100.0,431,327,75.87,327,100.0,321,98.16
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505498,Solčany,2,2,100.0,2033,1579,77.66,1578,99.93,1553,98.35
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556327,Solčianky,1,1,100.0,237,177,74.68,177,100.0,173,97.74
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505510,Súlovce,1,1,100.0,443,355,80.13,355,100.0,350,98.59
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556238,Svrbice,1,1,100.0,166,121,72.89,121,100.0,121,100.0
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505536,Šalgovce,1,1,100.0,405,276,68.14,276,100.0,275,99.63
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505561,Tesáre,1,1,100.0,592,478,80.74,478,100.0,472,98.74
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,504998,Topoľčany,25,25,100.0,20242,14249,70.39,14242,99.95,14122,99.1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,580457,Tovarníky,1,1,100.0,1211,957,79.02,938,98.01,928,96.96
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505617,Tvrdomestice,1,1,100.0,381,268,70.34,267,99.62,265,98.88
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505641,Urmince,1,1,100.0,1159,846,72.99,846,100.0,835,98.69
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505676,Veľké Dvorany,1,1,100.0,577,464,80.41,463,99.78,458,98.7
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505714,Veľké Ripňany,3,3,100.0,1696,1197,70.57,1195,99.83,1178,98.41
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505749,Velušovce,1,1,100.0,442,335,75.79,335,100.0,329,98.2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505757,Vozokany,1,1,100.0,272,203,74.63,203,100.0,199,98.02
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505773,Závada,1,1,100.0,488,346,70.9,345,99.71,340,98.26
5,Žilinský kraj,501,Čadca,502,Čadca,509132,Čadca,17,17,100.0,18368,12469,67.88,12461,99.93,12284,98.51
5,Žilinský kraj,501,Čadca,502,Čadca,509159,Čierne,3,3,100.0,3484,2537,72.81,2532,99.8,2498,98.46
5,Žilinský kraj,501,Čadca,502,Čadca,509167,Dlhá nad Kysucou,1,1,100.0,511,316,61.83,316,100.0,314,99.36
5,Žilinský kraj,501,Čadca,502,Čadca,509183,Dunajov,1,1,100.0,856,628,73.36,628,100.0,612,97.45
5,Žilinský kraj,501,Čadca,502,Čadca,509213,Klokočov,3,3,100.0,1868,1233,66.0,1233,100.0,1217,98.7
5,Žilinský kraj,501,Čadca,502,Čadca,509221,Klubina,1,1,100.0,469,379,80.81,379,100.0,375,98.94
5,Žilinský kraj,501,Čadca,502,Čadca,509230,Korňa,3,3,100.0,1651,1149,69.59,1149,100.0,1117,97.21
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,6,6,100.0,5286,3871,73.23,3868,99.92,3822,98.73
5,Žilinský kraj,501,Čadca,502,Čadca,509299,Makov,2,2,100.0,1551,1147,73.95,1147,100.0,1130,98.51
5,Žilinský kraj,501,Čadca,502,Čadca,509311,Nová Bystrica,2,2,100.0,2130,1507,70.75,1505,99.86,1486,98.6
5,Žilinský kraj,501,Čadca,502,Čadca,509337,Olešná,2,2,100.0,1554,1140,73.35,1140,100.0,1125,98.68
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,6,6,100.0,4769,3465,72.65,3462,99.91,3438,99.22
5,Žilinský kraj,501,Čadca,502,Čadca,509361,Podvysoká,1,1,100.0,1060,788,74.33,788,100.0,778,98.73
5,Žilinský kraj,501,Čadca,502,Čadca,509396,Radôstka,1,1,100.0,664,525,79.06,525,100.0,524,99.8
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,4,4,100.0,4453,3169,71.16,3150,99.4,3123,98.54
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,4,4,100.0,4110,2988,72.7,2987,99.96,2937,98.29
5,Žilinský kraj,501,Čadca,502,Čadca,509477,Stará Bystrica,2,2,100.0,2246,1749,77.87,1748,99.94,1739,99.42
5,Žilinský kraj,501,Čadca,502,Čadca,509485,Staškov,2,2,100.0,2264,1575,69.56,1572,99.8,1553,98.6
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,3,3,100.0,2782,1928,69.3,1909,99.01,1878,97.4
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,6,6,100.0,5816,4004,68.84,4003,99.97,3949,98.62
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,3,3,100.0,2112,1417,67.09,1416,99.92,1406,99.22
5,Žilinský kraj,501,Čadca,502,Čadca,509523,Zákopčie,2,2,100.0,1396,964,69.05,963,99.89,954,98.96
5,Žilinský kraj,501,Čadca,502,Čadca,509531,Zborov nad Bystricou,2,2,100.0,1761,1318,74.84,1318,100.0,1301,98.71
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,580813,Bziny,1,1,100.0,439,330,75.17,330,100.0,329,99.69
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509639,Dlhá nad Oravou,1,1,100.0,1127,830,73.64,830,100.0,824,99.27
