Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
4,Nitriansky kraj,403,Nitra,403,Nitra,500020,Alekšince,976,2.0,0.2,,,86.0,8.81,,,70.0,7.17,1.0,0.1,,,,,1.0,0.1,,,1.0,0.1,29.0,2.97,24.0,2.45,,,59.0,6.04,384.0,39.34,175.0,17.93,1.0,0.1,,,,,13.0,1.33,17.0,1.74,51.0,5.22,1.0,0.1,61.0,6.25
4,Nitriansky kraj,403,Nitra,403,Nitra,500046,Báb,690,,,,,93.0,13.47,,,40.0,5.79,1.0,0.14,,,,,,,,,,,18.0,2.6,25.0,3.62,,,40.0,5.79,257.0,37.24,116.0,16.81,,,1.0,0.14,,,3.0,0.43,15.0,2.17,31.0,4.49,,,50.0,7.24
4,Nitriansky kraj,403,Nitra,403,Nitra,581623,Babindol,419,1.0,0.23,1.0,0.23,54.0,12.88,,,54.0,12.88,3.0,0.71,1.0,0.23,,,6.0,1.43,1.0,0.23,,,15.0,3.57,15.0,3.57,1.0,0.23,18.0,4.29,108.0,25.77,54.0,12.88,21.0,5.01,,,1.0,0.23,,,7.0,1.67,35.0,8.35,1.0,0.23,22.0,5.25
4,Nitriansky kraj,403,Nitra,403,Nitra,582697,Bádice,231,2.0,0.86,,,36.0,15.58,,,27.0,11.68,,,,,,,1.0,0.43,,,,,18.0,7.79,4.0,1.73,,,16.0,6.92,66.0,28.57,33.0,14.28,2.0,0.86,,,,,,,10.0,4.32,8.0,3.46,,,8.0,3.46
4,Nitriansky kraj,403,Nitra,403,Nitra,500071,Branč,1250,1.0,0.08,1.0,0.08,232.0,18.56,2.0,0.16,148.0,11.84,2.0,0.16,3.0,0.24,1.0,0.08,18.0,1.44,,,1.0,0.08,48.0,3.84,36.0,2.88,,,39.0,3.12,287.0,22.96,205.0,16.4,88.0,7.04,,,,,18.0,1.44,25.0,2.0,35.0,2.8,2.0,0.16,58.0,4.64
4,Nitriansky kraj,403,Nitra,403,Nitra,545589,Cabaj - Čápor,2343,7.0,0.29,,,311.0,13.27,1.0,0.04,148.0,6.31,7.0,0.29,1.0,0.04,1.0,0.04,3.0,0.12,,,1.0,0.04,139.0,5.93,38.0,1.62,7.0,0.29,173.0,7.38,719.0,30.68,423.0,18.05,2.0,0.08,2.0,0.08,,,19.0,0.81,53.0,2.26,128.0,5.46,,,160.0,6.82
4,Nitriansky kraj,403,Nitra,403,Nitra,582387,Čab,484,,,,,58.0,11.98,,,22.0,4.54,,,,,,,,,,,1.0,0.2,25.0,5.16,3.0,0.61,,,44.0,9.09,145.0,29.95,98.0,20.24,,,,,,,7.0,1.44,3.0,0.61,40.0,8.26,,,38.0,7.85
4,Nitriansky kraj,403,Nitra,403,Nitra,500101,Čakajovce,656,,,,,90.0,13.71,2.0,0.3,55.0,8.38,3.0,0.45,,,,,,,,,,,33.0,5.03,12.0,1.82,,,38.0,5.79,203.0,30.94,129.0,19.66,,,,,2.0,0.3,2.0,0.3,17.0,2.59,24.0,3.65,1.0,0.15,45.0,6.85
4,Nitriansky kraj,403,Nitra,403,Nitra,555886,Čechynce,797,,,1.0,0.12,107.0,13.42,,,57.0,7.15,2.0,0.25,1.0,0.12,,,7.0,0.87,1.0,0.12,,,44.0,5.52,15.0,1.88,,,16.0,2.0,167.0,20.95,131.0,16.43,150.0,18.82,,,,,8.0,1.0,15.0,1.88,36.0,4.51,,,39.0,4.89
4,Nitriansky kraj,403,Nitra,403,Nitra,500135,Čeľadice,626,2.0,0.31,,,85.0,13.57,,,31.0,4.95,4.0,0.63,,,1.0,0.15,,,,,2.0,0.31,25.0,3.99,10.0,1.59,,,39.0,6.23,184.0,29.39,128.0,20.44,1.0,0.15,1.0,0.15,,,2.0,0.31,16.0,2.55,21.0,3.35,,,74.0,11.82
4,Nitriansky kraj,403,Nitra,403,Nitra,500160,Čifáre,311,,,,,34.0,10.93,,,14.0,4.5,3.0,0.96,,,,,,,,,,,15.0,4.82,7.0,2.25,,,24.0,7.71,95.0,30.54,57.0,18.32,21.0,6.75,,,,,8.0,2.57,9.0,2.89,7.0,2.25,,,17.0,5.46
4,Nitriansky kraj,403,Nitra,403,Nitra,582425,Dolné Lefantovce,424,1.0,0.23,,,64.0,15.09,1.0,0.23,8.0,1.88,1.0,0.23,,,,,1.0,0.23,,,,,16.0,3.77,21.0,4.95,,,23.0,5.42,160.0,37.73,49.0,11.55,,,,,,,11.0,2.59,16.0,3.77,18.0,4.24,,,34.0,8.01
4,Nitriansky kraj,403,Nitra,403,Nitra,500194,Dolné Obdokovce,618,1.0,0.16,,,94.0,15.21,,,91.0,14.72,2.0,0.32,3.0,0.48,,,3.0,0.48,2.0,0.32,,,15.0,2.42,17.0,2.75,,,16.0,2.58,95.0,15.37,63.0,10.19,147.0,23.78,,,,,6.0,0.97,16.0,2.58,16.0,2.58,,,31.0,5.01
4,Nitriansky kraj,403,Nitra,403,Nitra,500232,Golianovo,1186,4.0,0.33,,,158.0,13.32,1.0,0.08,63.0,5.31,1.0,0.08,1.0,0.08,,,,,1.0,0.08,,,66.0,5.56,33.0,2.78,3.0,0.25,48.0,4.04,366.0,30.86,241.0,20.32,4.0,0.33,,,1.0,0.08,10.0,0.84,38.0,3.2,87.0,7.33,3.0,0.25,57.0,4.8
4,Nitriansky kraj,403,Nitra,403,Nitra,545635,Horné Lefantovce,542,2.0,0.36,1.0,0.18,75.0,13.83,,,24.0,4.42,5.0,0.92,,,,,,,1.0,0.18,1.0,0.18,30.0,5.53,11.0,2.02,1.0,0.18,43.0,7.93,190.0,35.05,89.0,16.42,,,3.0,0.55,,,,,9.0,1.66,37.0,6.82,1.0,0.18,19.0,3.5
4,Nitriansky kraj,403,Nitra,403,Nitra,555959,Hosťová,239,,,,,30.0,12.55,,,47.0,19.66,1.0,0.41,,,,,,,,,,,9.0,3.76,3.0,1.25,,,6.0,2.51,31.0,12.97,14.0,5.85,77.0,32.21,,,,,,,4.0,1.67,3.0,1.25,,,14.0,5.85
4,Nitriansky kraj,403,Nitra,403,Nitra,500313,Hruboňovo,343,1.0,0.29,,,46.0,13.41,,,23.0,6.7,,,,,,,1.0,0.29,,,,,13.0,3.79,17.0,4.95,,,31.0,9.03,99.0,28.86,60.0,17.49,,,,,,,4.0,1.16,12.0,3.49,15.0,4.37,,,21.0,6.12
4,Nitriansky kraj,403,Nitra,403,Nitra,558320,Ivanka pri Nitre,1725,6.0,0.34,,,273.0,15.82,1.0,0.05,95.0,5.5,1.0,0.05,1.0,0.05,1.0,0.05,,,1.0,0.05,,,133.0,7.71,30.0,1.73,4.0,0.23,95.0,5.5,528.0,30.6,290.0,16.81,1.0,0.05,,,,,12.0,0.69,42.0,2.43,119.0,6.89,1.0,0.05,91.0,5.27
4,Nitriansky kraj,403,Nitra,403,Nitra,500356,Jarok,1249,2.0,0.16,,,182.0,14.57,1.0,0.08,88.0,7.04,2.0,0.16,1.0,0.08,3.0,0.24,1.0,0.08,,,1.0,0.08,54.0,4.32,24.0,1.92,1.0,0.08,84.0,6.72,360.0,28.82,193.0,15.45,1.0,0.08,,,,,16.0,1.28,33.0,2.64,134.0,10.72,1.0,0.08,67.0,5.36
4,Nitriansky kraj,403,Nitra,403,Nitra,500372,Jelenec,1211,6.0,0.49,1.0,0.08,207.0,17.09,1.0,0.08,137.0,11.31,2.0,0.16,,,,,7.0,0.57,1.0,0.08,1.0,0.08,55.0,4.54,28.0,2.31,3.0,0.24,44.0,3.63,251.0,20.72,196.0,16.18,119.0,9.82,,,,,12.0,0.99,34.0,2.8,53.0,4.37,,,53.0,4.37
4,Nitriansky kraj,403,Nitra,403,Nitra,500381,Jelšovce,539,1.0,0.18,,,85.0,15.76,,,38.0,7.05,3.0,0.55,1.0,0.18,4.0,0.74,1.0,0.18,,,,,34.0,6.3,12.0,2.22,,,31.0,5.75,141.0,26.15,98.0,18.18,,,,,,,7.0,1.29,11.0,2.04,34.0,6.3,1.0,0.18,37.0,6.86
4,Nitriansky kraj,403,Nitra,403,Nitra,500399,Kapince,116,,,,,9.0,7.75,,,5.0,4.31,,,,,,,1.0,0.86,,,,,1.0,0.86,1.0,0.86,,,8.0,6.89,52.0,44.82,24.0,20.68,,,,,,,,,5.0,4.31,1.0,0.86,,,9.0,7.75
4,Nitriansky kraj,403,Nitra,403,Nitra,500402,Klasov,736,1.0,0.13,,,107.0,14.53,1.0,0.13,84.0,11.41,1.0,0.13,5.0,0.67,,,6.0,0.81,,,,,27.0,3.66,44.0,5.97,3.0,0.4,26.0,3.53,131.0,17.79,124.0,16.84,69.0,9.37,,,,,2.0,0.27,17.0,2.3,54.0,7.33,,,34.0,4.61
4,Nitriansky kraj,403,Nitra,403,Nitra,500411,Kolíňany,867,3.0,0.34,,,156.0,17.99,,,106.0,12.22,2.0,0.23,1.0,0.11,1.0,0.11,7.0,0.8,,,,,43.0,4.95,32.0,3.69,3.0,0.34,20.0,2.3,157.0,18.1,107.0,12.34,141.0,16.26,,,1.0,0.11,6.0,0.69,26.0,2.99,34.0,3.92,1.0,0.11,20.0,2.3
4,Nitriansky kraj,403,Nitra,403,Nitra,500453,Lehota,1472,1.0,0.06,,,191.0,12.97,1.0,0.06,55.0,3.73,,,2.0,0.13,,,,,2.0,0.13,2.0,0.13,88.0,5.97,45.0,3.05,,,99.0,6.72,557.0,37.83,215.0,14.6,,,,,,,9.0,0.61,34.0,2.3,78.0,5.29,,,93.0,6.31
4,Nitriansky kraj,403,Nitra,403,Nitra,500470,Lúčnica nad Žitavou,604,2.0,0.33,1.0,0.16,55.0,9.1,,,28.0,4.63,1.0,0.16,,,,,,,1.0,0.16,1.0,0.16,26.0,4.3,14.0,2.31,1.0,0.16,32.0,5.29,230.0,38.07,130.0,21.52,1.0,0.16,,,,,5.0,0.82,7.0,1.15,43.0,7.11,1.0,0.16,25.0,4.13
4,Nitriansky kraj,403,Nitra,403,Nitra,581097,Ľudovítová,143,1.0,0.69,,,20.0,13.98,,,7.0,4.89,,,1.0,0.69,1.0,0.69,1.0,0.69,,,,,9.0,6.29,,,,,5.0,3.49,63.0,44.05,19.0,13.28,,,,,,,4.0,2.79,3.0,2.09,4.0,2.79,1.0,0.69,4.0,2.79
4,Nitriansky kraj,403,Nitra,403,Nitra,500488,Lukáčovce,665,3.0,0.45,1.0,0.15,78.0,11.72,,,55.0,8.27,,,,,1.0,0.15,,,,,,,19.0,2.85,22.0,3.3,1.0,0.15,38.0,5.71,223.0,33.53,93.0,13.98,,,,,1.0,0.15,5.0,0.75,19.0,2.85,72.0,10.82,,,34.0,5.11
4,Nitriansky kraj,403,Nitra,403,Nitra,580899,Lužianky,1720,6.0,0.34,,,333.0,19.36,,,148.0,8.6,5.0,0.29,2.0,0.11,1.0,0.05,1.0,0.05,2.0,0.11,1.0,0.05,93.0,5.4,28.0,1.62,2.0,0.11,82.0,4.76,473.0,27.5,273.0,15.87,2.0,0.11,1.0,0.05,,,16.0,0.93,41.0,2.38,126.0,7.32,1.0,0.05,83.0,4.82
4,Nitriansky kraj,403,Nitra,403,Nitra,556785,Malé Chyndice,215,,,,,10.0,4.65,,,15.0,6.97,,,,,,,,,,,,,9.0,4.18,2.0,0.93,,,10.0,4.65,94.0,43.72,47.0,21.86,,,,,,,3.0,1.39,8.0,3.72,1.0,0.46,,,16.0,7.44
4,Nitriansky kraj,403,Nitra,403,Nitra,500534,Malé Zálužie,162,1.0,0.61,,,21.0,12.96,2.0,1.23,5.0,3.08,,,,,,,,,,,,,10.0,6.17,3.0,1.85,,,9.0,5.55,62.0,38.27,36.0,22.22,,,,,,,,,4.0,2.46,1.0,0.61,,,8.0,4.93
4,Nitriansky kraj,403,Nitra,403,Nitra,555908,Malý Cetín,276,5.0,1.81,,,45.0,16.3,,,16.0,5.79,,,,,,,1.0,0.36,,,3.0,1.08,13.0,4.71,4.0,1.44,,,6.0,2.17,77.0,27.89,72.0,26.08,4.0,1.44,,,,,4.0,1.44,9.0,3.26,5.0,1.81,1.0,0.36,11.0,3.98
4,Nitriansky kraj,403,Nitra,403,Nitra,555851,Malý Lapáš,837,2.0,0.23,,,197.0,23.53,2.0,0.23,60.0,7.16,1.0,0.11,,,,,4.0,0.47,,,,,74.0,8.84,28.0,3.34,1.0,0.11,35.0,4.18,177.0,21.14,121.0,14.45,1.0,0.11,,,,,8.0,0.95,26.0,3.1,52.0,6.21,,,48.0,5.73
4,Nitriansky kraj,403,Nitra,403,Nitra,500569,Melek,324,1.0,0.3,1.0,0.3,32.0,9.87,,,20.0,6.17,,,,,,,1.0,0.3,1.0,0.3,,,11.0,3.39,2.0,0.61,1.0,0.3,16.0,4.93,98.0,30.24,77.0,23.76,,,,,,,3.0,0.92,7.0,2.16,34.0,10.49,,,19.0,5.86
4,Nitriansky kraj,403,Nitra,403,Nitra,500577,Mojmírovce,1523,1.0,0.06,1.0,0.06,221.0,14.51,1.0,0.06,98.0,6.43,1.0,0.06,1.0,0.06,,,,,,,,,78.0,5.12,31.0,2.03,,,99.0,6.5,522.0,34.27,282.0,18.51,3.0,0.19,2.0,0.13,,,5.0,0.32,21.0,1.37,72.0,4.72,6.0,0.39,78.0,5.12
4,Nitriansky kraj,403,Nitra,403,Nitra,500011,Nitra,44595,95.0,0.21,7.0,0.01,9894.0,22.18,29.0,0.06,2820.0,6.32,100.0,0.22,13.0,0.02,11.0,0.02,73.0,0.16,23.0,0.05,28.0,0.06,3696.0,8.28,788.0,1.76,63.0,0.14,2241.0,5.02,11356.0,25.46,6936.0,15.55,129.0,0.28,45.0,0.1,5.0,0.01,318.0,0.71,1592.0,3.56,2347.0,5.26,37.0,0.08,1949.0,4.37
4,Nitriansky kraj,403,Nitra,403,Nitra,556696,Nitrianske Hrnčiarovce,1356,4.0,0.29,,,321.0,23.67,,,103.0,7.59,2.0,0.14,4.0,0.29,,,10.0,0.73,1.0,0.07,2.0,0.14,144.0,10.61,41.0,3.02,1.0,0.07,40.0,2.94,278.0,20.5,187.0,13.79,60.0,4.42,,,,,10.0,0.73,49.0,3.61,53.0,3.9,1.0,0.07,45.0,3.31
4,Nitriansky kraj,403,Nitra,403,Nitra,500631,Nová Ves nad Žitavou,770,,,1.0,0.12,93.0,12.07,,,42.0,5.45,3.0,0.38,,,,,,,,,,,42.0,5.45,14.0,1.81,2.0,0.25,31.0,4.02,276.0,35.84,162.0,21.03,,,1.0,0.12,,,9.0,1.16,16.0,2.07,34.0,4.41,1.0,0.12,43.0,5.58
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,838,1.0,0.11,,,107.0,12.76,,,28.0,3.34,2.0,0.23,,,,,1.0,0.11,,,3.0,0.35,38.0,4.53,11.0,1.31,,,67.0,7.99,313.0,37.35,141.0,16.82,1.0,0.11,1.0,0.11,,,6.0,0.71,18.0,2.14,38.0,4.53,1.0,0.11,61.0,7.27
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paňa,252,1.0,0.39,,,46.0,18.25,,,16.0,6.34,3.0,1.19,,,,,,,,,1.0,0.39,11.0,4.36,7.0,2.77,,,18.0,7.14,72.0,28.57,42.0,16.66,2.0,0.79,,,,,2.0,0.79,6.0,2.38,10.0,3.96,,,15.0,5.95
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,685,2.0,0.29,,,104.0,15.18,,,60.0,8.75,2.0,0.29,,,,,2.0,0.29,,,1.0,0.14,56.0,8.17,19.0,2.77,1.0,0.14,25.0,3.64,225.0,32.84,112.0,16.35,,,,,,,2.0,0.29,22.0,3.21,17.0,2.48,,,35.0,5.1
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,659,2.0,0.3,,,65.0,9.86,,,82.0,12.44,1.0,0.15,2.0,0.3,,,5.0,0.75,,,,,23.0,3.49,17.0,2.57,,,37.0,5.61,152.0,23.06,95.0,14.41,111.0,16.84,1.0,0.15,,,3.0,0.45,7.0,1.06,22.0,3.33,,,34.0,5.15
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Poľný Kesov,392,1.0,0.25,,,55.0,14.03,,,24.0,6.12,,,,,,,,,,,1.0,0.25,27.0,6.88,9.0,2.29,,,19.0,4.84,157.0,40.05,61.0,15.56,,,1.0,0.25,,,4.0,1.02,4.0,1.02,6.0,1.53,,,23.0,5.86
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišňovce,1220,2.0,0.16,,,142.0,11.63,1.0,0.08,67.0,5.49,9.0,0.73,,,,,,,1.0,0.08,,,50.0,4.09,21.0,1.72,1.0,0.08,69.0,5.65,415.0,34.01,239.0,19.59,1.0,0.08,1.0,0.08,,,12.0,0.98,28.0,2.29,82.0,6.72,,,79.0,6.47
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,537,,,,,57.0,10.61,,,33.0,6.14,2.0,0.37,,,,,,,,,,,16.0,2.97,11.0,2.04,,,36.0,6.7,232.0,43.2,82.0,15.27,1.0,0.18,,,,,6.0,1.11,15.0,2.79,17.0,3.16,,,29.0,5.4
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,792,,,,,73.0,9.21,,,43.0,5.42,1.0,0.12,,,,,1.0,0.12,,,3.0,0.37,33.0,4.16,20.0,2.52,5.0,0.63,42.0,5.3,278.0,35.1,170.0,21.46,1.0,0.12,,,,,9.0,1.13,12.0,1.51,38.0,4.79,,,63.0,7.95
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovičová,190,,,,,33.0,17.36,,,1.0,0.52,,,,,,,,,,,2.0,1.05,7.0,3.68,2.0,1.05,,,15.0,7.89,70.0,36.84,35.0,18.42,,,,,,,4.0,2.1,1.0,0.52,5.0,2.63,,,15.0,7.89
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,710,2.0,0.28,,,177.0,24.92,,,48.0,6.76,,,1.0,0.14,,,3.0,0.42,,,,,76.0,10.7,13.0,1.83,,,16.0,2.25,130.0,18.3,90.0,12.67,36.0,5.07,2.0,0.28,2.0,0.28,8.0,1.12,38.0,5.35,35.0,4.92,1.0,0.14,32.0,4.5
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,392,,,,,50.0,12.75,,,15.0,3.82,,,,,,,1.0,0.25,1.0,0.25,,,28.0,7.14,6.0,1.53,,,22.0,5.61,168.0,42.85,54.0,13.77,1.0,0.25,1.0,0.25,,,6.0,1.53,5.0,1.27,18.0,4.59,,,16.0,4.08
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,180,,,,,10.0,5.55,,,9.0,5.0,,,,,,,,,,,1.0,0.55,17.0,9.44,4.0,2.22,,,16.0,8.88,53.0,29.44,36.0,20.0,,,,,,,6.0,3.33,11.0,6.11,6.0,3.33,,,11.0,6.11
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,155,,,,,24.0,15.48,,,14.0,9.03,1.0,0.64,1.0,0.64,,,,,,,,,6.0,3.87,3.0,1.93,,,4.0,2.58,50.0,32.25,23.0,14.83,3.0,1.93,1.0,0.64,,,2.0,1.29,2.0,1.29,3.0,1.93,,,18.0,11.61
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Veľká Dolina,403,1.0,0.24,,,57.0,14.14,,,11.0,2.72,1.0,0.24,,,,,1.0,0.24,,,,,25.0,6.2,10.0,2.48,,,43.0,10.66,143.0,35.48,71.0,17.61,,,1.0,0.24,,,5.0,1.24,5.0,1.24,5.0,1.24,,,24.0,5.95
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Veľké Chyndice,195,3.0,1.53,,,31.0,15.89,,,22.0,11.28,,,,,,,,,,,,,5.0,2.56,5.0,2.56,,,5.0,2.56,55.0,28.2,36.0,18.46,1.0,0.51,,,,,1.0,0.51,1.0,0.51,20.0,10.25,,,10.0,5.12
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Veľké Zálužie,2390,11.0,0.46,1.0,0.04,385.0,16.1,2.0,0.08,168.0,7.02,5.0,0.2,,,,,3.0,0.12,,,1.0,0.04,122.0,5.1,59.0,2.46,1.0,0.04,152.0,6.35,690.0,28.87,406.0,16.98,,,,,1.0,0.04,16.0,0.66,53.0,2.21,165.0,6.9,,,149.0,6.23
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Veľký Cetín,946,,,,,103.0,10.88,1.0,0.1,105.0,11.09,5.0,0.52,8.0,0.84,,,9.0,0.95,,,,,27.0,2.85,17.0,1.79,,,26.0,2.74,143.0,15.11,79.0,8.35,323.0,34.14,1.0,0.1,,,4.0,0.42,26.0,2.74,22.0,2.32,,,47.0,4.96
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Veľký Lapáš,1156,,,,,188.0,16.26,,,59.0,5.1,4.0,0.34,1.0,0.08,,,1.0,0.08,1.0,0.08,,,91.0,7.87,28.0,2.42,2.0,0.17,58.0,5.01,335.0,28.97,186.0,16.08,3.0,0.25,,,,,7.0,0.6,32.0,2.76,109.0,9.42,,,51.0,4.41
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,1008,14.0,1.38,3.0,0.29,92.0,9.12,,,72.0,7.14,4.0,0.39,1.0,0.09,,,1.0,0.09,1.0,0.09,,,41.0,4.06,34.0,3.37,2.0,0.19,38.0,3.76,332.0,32.93,231.0,22.91,7.0,0.69,4.0,0.39,,,4.0,0.39,20.0,1.98,46.0,4.56,,,61.0,6.05
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,4884,21.0,0.42,,,762.0,15.6,3.0,0.06,316.0,6.47,7.0,0.14,,,1.0,0.02,12.0,0.24,3.0,0.06,3.0,0.06,255.0,5.22,108.0,2.21,7.0,0.14,242.0,4.95,1479.0,30.28,904.0,18.5,41.0,0.83,6.0,0.12,,,43.0,0.88,128.0,2.62,286.0,5.85,2.0,0.04,255.0,5.22
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Výčapy - Opatovce,1278,3.0,0.23,,,193.0,15.1,,,96.0,7.51,3.0,0.23,,,,,,,1.0,0.07,,,64.0,5.0,25.0,1.95,1.0,0.07,51.0,3.99,377.0,29.49,238.0,18.62,9.0,0.7,1.0,0.07,,,9.0,0.7,56.0,4.38,99.0,7.74,,,52.0,4.06
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,1305,3.0,0.22,,,186.0,14.25,,,58.0,4.44,,,,,,,3.0,0.22,,,2.0,0.15,81.0,6.2,33.0,2.52,,,64.0,4.9,466.0,35.7,253.0,19.38,2.0,0.15,2.0,0.15,,,9.0,0.68,20.0,1.53,63.0,4.82,1.0,0.07,59.0,4.52
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,Žirany,769,,,,,121.0,15.73,,,65.0,8.45,4.0,0.52,4.0,0.52,1.0,0.13,7.0,0.91,,,,,41.0,5.33,9.0,1.17,,,25.0,3.25,167.0,21.71,113.0,14.69,121.0,15.73,1.0,0.13,1.0,0.13,3.0,0.39,14.0,1.82,33.0,4.29,,,39.0,5.07
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,Žitavce,250,1.0,0.4,,,31.0,12.4,,,19.0,7.6,1.0,0.4,,,,,1.0,0.4,,,,,12.0,4.8,8.0,3.2,,,9.0,3.6,81.0,32.4,57.0,22.8,,,,,,,1.0,0.4,1.0,0.4,2.0,0.8,,,26.0,10.4
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,976,5.0,0.51,3.0,0.3,136.0,13.93,,,44.0,4.5,1.0,0.1,,,,,,,,,1.0,0.1,31.0,3.17,35.0,3.58,2.0,0.2,59.0,6.04,346.0,35.45,176.0,18.03,1.0,0.1,,,,,23.0,2.35,27.0,2.76,33.0,3.38,3.0,0.3,50.0,5.12
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Čaradice,287,3.0,1.04,,,33.0,11.49,,,32.0,11.14,1.0,0.34,,,,,,,,,,,8.0,2.78,6.0,2.09,,,36.0,12.54,75.0,26.13,46.0,16.02,2.0,0.69,,,,,3.0,1.04,6.0,2.09,23.0,8.01,1.0,0.34,12.0,4.18
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Červený Hrádok,284,2.0,0.7,,,26.0,9.15,,,24.0,8.45,,,,,,,,,,,,,18.0,6.33,6.0,2.11,,,18.0,6.33,74.0,26.05,44.0,15.49,,,,,,,2.0,0.7,16.0,5.63,20.0,7.04,,,34.0,11.97
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Čierne Kľačany,725,1.0,0.13,,,77.0,10.62,,,40.0,5.51,3.0,0.41,,,,,2.0,0.27,,,,,32.0,4.41,19.0,2.62,,,80.0,11.03,223.0,30.75,116.0,16.0,,,,,,,4.0,0.55,11.0,1.51,74.0,10.2,,,43.0,5.93
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,718,1.0,0.13,,,84.0,11.69,1.0,0.13,43.0,5.98,3.0,0.41,,,,,1.0,0.13,,,,,34.0,4.73,14.0,1.94,,,108.0,15.04,232.0,32.31,104.0,14.48,,,1.0,0.13,,,6.0,0.83,13.0,1.81,41.0,5.71,,,32.0,4.45
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosťovce,450,2.0,0.44,,,46.0,10.22,1.0,0.22,29.0,6.44,5.0,1.11,,,,,1.0,0.22,,,,,22.0,4.88,6.0,1.33,,,29.0,6.44,165.0,36.66,95.0,21.11,1.0,0.22,1.0,0.22,,,3.0,0.66,10.0,2.22,21.0,4.66,,,13.0,2.88
