Číslo politického subjektu,Názov politického subjektu,Poradie po zohľadnení prednostného hlasovania,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Podiel platných prednostných hlasov v %,Poznámka
4,SPOLOČNE OBČANIA SLOVENSKA,,89,Michal,Durda,6,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,90,Nikolas,Čonka,7,,
4,SPOLOČNE OBČANIA SLOVENSKA,,91,Patrik,Čonka,10,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,92,Natália,Vargová,31,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,93,Ján,Plhák,18,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,94,Mária,Plháková,12,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,95,Lukáš,Tóth,14,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,96,Otília,Fialová,18,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,97,Andrea,Príbojská,8,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,98,Monika,Máteová,8,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,99,František,Hengerics,2,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,100,Ľubica,Jančiová,0,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,101,Zuzana,Firicová,1,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,102,Stanislav,Baniak,2,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,103,Miroslava,Novacká,4,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,104,Beáta,Čičmancová,0,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,105,Marek,Kucko,4,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,106,Jaroslav,Adamčiak,5,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,107,Miloš,Fillo,3,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,108,Peter,Janči,1,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,109,Ľubomír,Broz,1,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,110,Michaela,Javorková,6,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,111,Petra,Liptaiová,6,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,112,Tadeáš,Klačko,2,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,113,Mária,Klačková,0,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,114,Monika,Klačková,3,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,115,Erika,Olejníková,5,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,116,Jakub,Puska,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,117,Jaroslav,Veselovský,2,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,118,Vladimír,Zubaj,3,,
4,SPOLOČNE OBČANIA SLOVENSKA,,119,Roman,Čonka,0,,
4,SPOLOČNE OBČANIA SLOVENSKA,,120,Tomáš,Pačaj,3,,
4,SPOLOČNE OBČANIA SLOVENSKA,,121,Nikoleta,Jalecová,1,,
4,SPOLOČNE OBČANIA SLOVENSKA,,122,Ľudovít,Gábor,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,123,Igor,Valko,9,,
4,SPOLOČNE OBČANIA SLOVENSKA,,124,Ľubomír,Scherhaufer,1,,
4,SPOLOČNE OBČANIA SLOVENSKA,,125,Rudolf,Šimon,3,,
4,SPOLOČNE OBČANIA SLOVENSKA,,126,Miroslav,Hlavna,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,127,Marianna,Zaušková Sroková,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,128,Marián,Varga,7,,
4,SPOLOČNE OBČANIA SLOVENSKA,,129,Rastislav,Šipoš,4,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,130,Martin,Oroš,4,,
4,SPOLOČNE OBČANIA SLOVENSKA,,131,Štefan,Hanus,5,,
4,SPOLOČNE OBČANIA SLOVENSKA,,132,Jozef,Sivák,0,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,133,Róbert,Baranec,4,,
4,SPOLOČNE OBČANIA SLOVENSKA,,134,Róbert,Baranec,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,135,Pavel,Príkopa,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,136,Peter,Peniaška,4,,
4,SPOLOČNE OBČANIA SLOVENSKA,,137,Ľubomír,Hojer,3,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,138,Milan,Kršiak,5,,
4,SPOLOČNE OBČANIA SLOVENSKA,,139,Vladimír,Wänke,2,,
4,SPOLOČNE OBČANIA SLOVENSKA,,140,Jozef,Šolc,3,,
4,SPOLOČNE OBČANIA SLOVENSKA,,141,Stanislav,Martinčko,3,,
4,SPOLOČNE OBČANIA SLOVENSKA,,142,Peter,Herc,2,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,143,Marcela,Geršičová,8,,
4,SPOLOČNE OBČANIA SLOVENSKA,,144,Hana,Pavlovská,13,,
4,SPOLOČNE OBČANIA SLOVENSKA,,145,Anton,Magnus,3,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,146,Alojz,Luknár,5,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,147,Ľubica,Krajčírová,8,,X
4,SPOLOČNE OBČANIA SLOVENSKA,,148,Marián,Leinerovič,15,,X
5,OĽANO A PRIATELIA,1.0,150,Igor,Matovič,178614,67.62,zvolený
5,OĽANO A PRIATELIA,2.0,1,Erika,Jurinová,69638,26.36,zvolený
5,OĽANO A PRIATELIA,3.0,18,Peter,Pollák,53005,20.06,zvolený
5,OĽANO A PRIATELIA,4.0,147,Veronika,Remišová,36292,13.73,zvolený
5,OĽANO A PRIATELIA,5.0,11,Michal,Šipoš,31466,11.91,zvolený
5,OĽANO A PRIATELIA,6.0,149,Gábor,Grendel,28181,10.66,zvolený
5,OĽANO A PRIATELIA,7.0,9,Marek,Krajčí,26787,10.14,zvolený
5,OĽANO A PRIATELIA,8.0,58,Lukáš,Bužo,21781,8.24,zvolený
5,OĽANO A PRIATELIA,9.0,10,Roman,Mikulec,21464,8.12,zvolený
5,OĽANO A PRIATELIA,10.0,54,Viliam,Tankó,20626,7.8,zvolený
5,OĽANO A PRIATELIA,11.0,5,Jozef,Viskupič,15905,6.02,zvolený
5,OĽANO A PRIATELIA,12.0,131,Anežka,Škopová,12233,4.63,zvolený
5,OĽANO A PRIATELIA,13.0,148,Anna,Záborská,11720,4.43,zvolený
5,OĽANO A PRIATELIA,14.0,23,Jozef,Pročko,11059,4.18,zvolený
5,OĽANO A PRIATELIA,15.0,146,Ľubomír,Galko,10974,4.15,zvolený
5,OĽANO A PRIATELIA,16.0,13,Richard,Vašečka,10112,3.82,zvolený
5,OĽANO A PRIATELIA,17.0,2,Július,Jakab,7672,2.9,náhradník
5,OĽANO A PRIATELIA,18.0,3,Rastislav,Krátky,4690,1.77,náhradník
5,OĽANO A PRIATELIA,19.0,4,Igor,Dušenka,4623,1.75,náhradník
5,OĽANO A PRIATELIA,20.0,6,Matúš,Bystriansky,3260,1.23,náhradník
5,OĽANO A PRIATELIA,21.0,7,Ján,Magušin,7443,2.81,náhradník
5,OĽANO A PRIATELIA,22.0,8,Lenka,Dunajová Družkovská,2716,1.02,náhradník
5,OĽANO A PRIATELIA,23.0,12,Anna,Andrejuvová,2914,1.1,náhradník
5,OĽANO A PRIATELIA,24.0,14,Viera,Leščáková,3069,1.16,náhradník
5,OĽANO A PRIATELIA,25.0,15,Milan,Vetrák,7763,2.93,náhradník
5,OĽANO A PRIATELIA,26.0,16,Marek,Šefčík,7480,2.83,náhradník
5,OĽANO A PRIATELIA,27.0,17,Milan,Potocký,1919,0.72,náhradník
5,OĽANO A PRIATELIA,28.0,19,Karol,Kučera,2288,0.86,náhradník
5,OĽANO A PRIATELIA,29.0,20,Natália,Milanová,1401,0.53,náhradník
5,OĽANO A PRIATELIA,30.0,21,Vladimír,Škola,883,0.33,náhradník
5,OĽANO A PRIATELIA,31.0,22,Martin,Fecko,2026,0.76,náhradník
5,OĽANO A PRIATELIA,32.0,24,Mária,Šofranko,3991,1.51,náhradník
5,OĽANO A PRIATELIA,33.0,25,Lukáš,Kyselica,4807,1.81,náhradník
5,OĽANO A PRIATELIA,34.0,26,Ľubomír,Šteiniger,928,0.35,náhradník
5,OĽANO A PRIATELIA,35.0,27,Karina,Holešová,1225,0.46,náhradník
5,OĽANO A PRIATELIA,36.0,28,Peter,Huba,1272,0.48,náhradník
5,OĽANO A PRIATELIA,37.0,29,Peter,Vons,1588,0.6,náhradník
5,OĽANO A PRIATELIA,38.0,30,Mária,Benová,4235,1.6,náhradník
5,OĽANO A PRIATELIA,39.0,31,Marcel,Mihalik,1211,0.45,náhradník
5,OĽANO A PRIATELIA,40.0,32,Jana,Majorová Garstková,1325,0.5,náhradník
5,OĽANO A PRIATELIA,41.0,33,Ján,Marosz,1589,0.6,náhradník
5,OĽANO A PRIATELIA,42.0,34,Dominik,Drdul,1180,0.44,náhradník
5,OĽANO A PRIATELIA,43.0,35,Obaidullah,Mir,1097,0.41,náhradník
5,OĽANO A PRIATELIA,44.0,36,Milan,Kuriak,2421,0.91,náhradník
5,OĽANO A PRIATELIA,45.0,37,Monika,Kavecká,2524,0.95,náhradník
5,OĽANO A PRIATELIA,46.0,38,Zita,Pleštinská,1137,0.43,náhradník
5,OĽANO A PRIATELIA,47.0,39,Ján,Szőllős,1636,0.61,náhradník
5,OĽANO A PRIATELIA,48.0,40,Peter,Dobeš,788,0.29,náhradník
5,OĽANO A PRIATELIA,49.0,41,Vladimír,Polakovič,1412,0.53,náhradník
5,OĽANO A PRIATELIA,50.0,42,Ondrej,Babjarčík,1039,0.39,náhradník
5,OĽANO A PRIATELIA,51.0,43,Lukáš,Anderko,1134,0.42,náhradník
5,OĽANO A PRIATELIA,52.0,45,Peter,Cseh,1016,0.38,náhradník
5,OĽANO A PRIATELIA,53.0,46,István,Matus,891,0.33,náhradník
5,OĽANO A PRIATELIA,54.0,47,Vojtech,Tóth,1307,0.49,náhradník
5,OĽANO A PRIATELIA,55.0,48,Rastislav,Jílek,1295,0.49,náhradník
5,OĽANO A PRIATELIA,56.0,49,Patrik,Kohut,858,0.32,náhradník
5,OĽANO A PRIATELIA,57.0,50,Ľubica,Gálisová,1361,0.51,náhradník
5,OĽANO A PRIATELIA,58.0,51,Peter,Liba,2396,0.9,náhradník
5,OĽANO A PRIATELIA,59.0,52,Radovan,Marcinčin,1013,0.38,náhradník
5,OĽANO A PRIATELIA,60.0,53,Martina,Brisudová,1349,0.51,náhradník
5,OĽANO A PRIATELIA,61.0,55,Juraj,Lím,449,0.16,náhradník
5,OĽANO A PRIATELIA,62.0,56,Milan,Oršula,678,0.25,náhradník
5,OĽANO A PRIATELIA,63.0,57,Eva,Bielik Hajdamárová,1560,0.59,náhradník
5,OĽANO A PRIATELIA,64.0,59,Martin,Seman,2193,0.83,náhradník
5,OĽANO A PRIATELIA,65.0,60,Ján,Mrva,1070,0.4,náhradník
5,OĽANO A PRIATELIA,66.0,61,Ján,Fintor,578,0.21,náhradník
5,OĽANO A PRIATELIA,67.0,62,Ondrej,Pristáč,921,0.34,náhradník
5,OĽANO A PRIATELIA,68.0,63,Ján,Zelenčík,492,0.18,náhradník
5,OĽANO A PRIATELIA,69.0,64,Alexander,Hustý,351,0.13,náhradník
5,OĽANO A PRIATELIA,70.0,65,Peter,Cák,457,0.17,náhradník
5,OĽANO A PRIATELIA,71.0,66,Peter,Harvan,1106,0.41,náhradník
5,OĽANO A PRIATELIA,72.0,67,Dominik,Bokšanský,522,0.19,náhradník
5,OĽANO A PRIATELIA,73.0,68,Viktor,Gažo,552,0.2,náhradník
5,OĽANO A PRIATELIA,74.0,69,Marian,Dorkin,1449,0.54,náhradník
5,OĽANO A PRIATELIA,75.0,70,Katarína,Gajdošová,983,0.37,náhradník
5,OĽANO A PRIATELIA,76.0,71,Vladimír,Feľbaba,1111,0.42,náhradník
5,OĽANO A PRIATELIA,77.0,72,Adrián,Mikuš,933,0.35,náhradník
5,OĽANO A PRIATELIA,78.0,73,Martina,Mészáros Bariaková,741,0.28,náhradník
5,OĽANO A PRIATELIA,79.0,74,Zuzana,Bradovková,738,0.27,náhradník
5,OĽANO A PRIATELIA,80.0,75,Lukáš,Ranik,273,0.1,náhradník
5,OĽANO A PRIATELIA,81.0,76,Marián,Mikulišin,378,0.14,náhradník
5,OĽANO A PRIATELIA,82.0,77,Eliška,Maťašková,325,0.12,náhradník
5,OĽANO A PRIATELIA,83.0,78,Michal,Sygút,343,0.12,náhradník
5,OĽANO A PRIATELIA,84.0,79,Ondrej,Gubač,314,0.11,náhradník
5,OĽANO A PRIATELIA,85.0,80,Richard,Matiaščik,410,0.15,náhradník
5,OĽANO A PRIATELIA,86.0,81,Slavomír,Reištetter,535,0.2,náhradník
5,OĽANO A PRIATELIA,87.0,82,Adam,Šarišský,625,0.23,náhradník
5,OĽANO A PRIATELIA,88.0,83,Viera,Olbertová,393,0.14,náhradník
5,OĽANO A PRIATELIA,89.0,84,Jaroslav,Rusina,275,0.1,náhradník
5,OĽANO A PRIATELIA,90.0,85,Margaréta,Mašírová,422,0.15,náhradník
5,OĽANO A PRIATELIA,91.0,86,Martin,Kovalčík,575,0.21,náhradník
5,OĽANO A PRIATELIA,92.0,87,Iveta,Galbavá,883,0.33,náhradník
5,OĽANO A PRIATELIA,93.0,88,Tomáš,Serina,424,0.16,náhradník
5,OĽANO A PRIATELIA,94.0,89,František,Krempaský,482,0.18,náhradník
5,OĽANO A PRIATELIA,95.0,90,Dušan,Ondrík,567,0.21,náhradník
5,OĽANO A PRIATELIA,96.0,91,Jaroslav,Chanas,627,0.23,náhradník
5,OĽANO A PRIATELIA,97.0,92,Ľubomír,Lapšanský,179,0.06,náhradník
5,OĽANO A PRIATELIA,98.0,93,Helena,Mišáková,335,0.12,náhradník
5,OĽANO A PRIATELIA,99.0,94,Jozef,Repaský,462,0.17,náhradník
5,OĽANO A PRIATELIA,100.0,95,Juraj,Pohár,426,0.16,náhradník
5,OĽANO A PRIATELIA,101.0,96,Martin,Hodulík,336,0.12,náhradník
5,OĽANO A PRIATELIA,102.0,97,Pavol,Kupka,558,0.21,náhradník
5,OĽANO A PRIATELIA,103.0,98,Gabriel,Gaži,405,0.15,náhradník
5,OĽANO A PRIATELIA,104.0,99,Rafael,Janíček,1215,0.45,náhradník
5,OĽANO A PRIATELIA,105.0,100,Peter,Janó,479,0.18,náhradník
5,OĽANO A PRIATELIA,106.0,101,Martin,Pavlík,313,0.11,náhradník
5,OĽANO A PRIATELIA,107.0,102,Dionýz,Solár,498,0.18,náhradník
5,OĽANO A PRIATELIA,108.0,103,Martin,Konečný,536,0.2,náhradník
5,OĽANO A PRIATELIA,109.0,104,Kvetoslav,Jursa,303,0.11,náhradník
5,OĽANO A PRIATELIA,110.0,105,Michal,Krenžel,460,0.17,náhradník
5,OĽANO A PRIATELIA,111.0,106,Milan,Remenár,282,0.1,náhradník
5,OĽANO A PRIATELIA,112.0,107,Miroslav,Vlk,251,0.09,náhradník
5,OĽANO A PRIATELIA,113.0,108,Natália,Nagyová,446,0.16,náhradník
5,OĽANO A PRIATELIA,114.0,109,Lukáš,Koctúr,223,0.08,náhradník
5,OĽANO A PRIATELIA,115.0,110,Eva,Hackenbergová,385,0.14,náhradník
5,OĽANO A PRIATELIA,116.0,111,Norbert,Mészároš,987,0.37,náhradník
5,OĽANO A PRIATELIA,117.0,112,Stanislav,Šváby,228,0.08,náhradník
5,OĽANO A PRIATELIA,118.0,113,Kristián,Lipták,418,0.15,náhradník
5,OĽANO A PRIATELIA,119.0,114,Anton,Masaryk,129,0.04,náhradník
5,OĽANO A PRIATELIA,120.0,115,Mário,Zgút,338,0.12,náhradník
5,OĽANO A PRIATELIA,121.0,116,Milan,Hala,186,0.07,náhradník
5,OĽANO A PRIATELIA,122.0,117,Mária,Javornická,504,0.19,náhradník
5,OĽANO A PRIATELIA,123.0,118,Marián Michael,Mackovič,439,0.16,náhradník
5,OĽANO A PRIATELIA,124.0,119,Dagmar,Štiavnická,403,0.15,náhradník
5,OĽANO A PRIATELIA,125.0,120,Paulína,Srovnalíková,521,0.19,náhradník
5,OĽANO A PRIATELIA,126.0,121,Jozef,Varga,482,0.18,náhradník
5,OĽANO A PRIATELIA,127.0,122,Ján,Loderer,141,0.05,náhradník
5,OĽANO A PRIATELIA,128.0,123,Anton,Kučík,184,0.06,náhradník
5,OĽANO A PRIATELIA,129.0,124,Juraj,Marenčák,112,0.04,náhradník
5,OĽANO A PRIATELIA,130.0,125,Patrik,Wolf,258,0.09,náhradník
5,OĽANO A PRIATELIA,131.0,126,Jozef,Hrablay,151,0.05,náhradník
5,OĽANO A PRIATELIA,132.0,127,Martin,Gočala,359,0.13,náhradník
5,OĽANO A PRIATELIA,133.0,128,Ema,Maggiová,469,0.17,náhradník
5,OĽANO A PRIATELIA,134.0,129,Roman,Kozák,568,0.21,náhradník
5,OĽANO A PRIATELIA,135.0,130,Ondrej,Filipiak,489,0.18,náhradník
5,OĽANO A PRIATELIA,136.0,132,Vladimír,Vozár,296,0.11,náhradník
5,OĽANO A PRIATELIA,137.0,133,Pavol,Mikluš,331,0.12,náhradník
5,OĽANO A PRIATELIA,138.0,134,Miroslav,Mišek,514,0.19,náhradník
5,OĽANO A PRIATELIA,139.0,135,Vladimír,Dutko,247,0.09,náhradník
5,OĽANO A PRIATELIA,140.0,136,Roman,Súcky,347,0.13,náhradník
5,OĽANO A PRIATELIA,141.0,137,Martin,Naňo,505,0.19,náhradník
5,OĽANO A PRIATELIA,142.0,138,Mariana,Mrázová,1760,0.66,náhradník
5,OĽANO A PRIATELIA,143.0,139,Jozef,Filko,773,0.29,náhradník
5,OĽANO A PRIATELIA,144.0,140,Peter,Maretta,1481,0.56,náhradník
5,OĽANO A PRIATELIA,145.0,141,Simona,Bugyinská,361,0.13,náhradník
5,OĽANO A PRIATELIA,146.0,142,Michal,Szabó,632,0.23,náhradník
5,OĽANO A PRIATELIA,147.0,143,Tomáš,Šudík,2329,0.88,náhradník
5,OĽANO A PRIATELIA,148.0,144,Eva,Horváthová,2118,0.8,náhradník
5,OĽANO A PRIATELIA,,44,Tomáš,Holkovič,744,0.28,X
5,OĽANO A PRIATELIA,,145,Dušan,Velič,1859,0.7,X
6,Komunistická strana Slovenska,,1,Jozef,Hrdlička,3972,,
6,Komunistická strana Slovenska,,2,Jozef,Lengvarský,1809,,
6,Komunistická strana Slovenska,,3,Milan,Pova,1061,,
6,Komunistická strana Slovenska,,4,Rastislav,Bobor,895,,
6,Komunistická strana Slovenska,,5,Miroslav,Mikulek,481,,
6,Komunistická strana Slovenska,,6,Ján,Chalabala,359,,
6,Komunistická strana Slovenska,,7,Lukáš,Sisák,459,,
6,Komunistická strana Slovenska,,8,Michal,Albert,584,,
6,Komunistická strana Slovenska,,9,Marek,Kopecký,356,,
6,Komunistická strana Slovenska,,10,Igor,Sojka,501,,
6,Komunistická strana Slovenska,,11,Eugen,Kramár,313,,
6,Komunistická strana Slovenska,,12,Ján,Simonics,246,,
6,Komunistická strana Slovenska,,13,Vladimír,Sládek,236,,
6,Komunistická strana Slovenska,,14,Tomáš,Rovňák,255,,
6,Komunistická strana Slovenska,,15,Peter,Plančík,240,,
6,Komunistická strana Slovenska,,16,Kvetoslava,Zelinová,439,,
6,Komunistická strana Slovenska,,17,Jaroslav,Kočiš,175,,
6,Komunistická strana Slovenska,,18,Pavol,Suško,191,,
6,Komunistická strana Slovenska,,19,Ivan,Kostúr,123,,
6,Komunistická strana Slovenska,,20,Marek,Žuravlov,266,,
6,Komunistická strana Slovenska,,21,Eva,Vallušová,223,,
6,Komunistická strana Slovenska,,22,Stanislav,Olša,235,,
6,Komunistická strana Slovenska,,23,Marián,Bikár,167,,
6,Komunistická strana Slovenska,,24,Lukáš,Cebuľa,319,,
6,Komunistická strana Slovenska,,25,Dušan,Borovský,82,,
6,Komunistická strana Slovenska,,26,Ján,Ušiak,130,,
6,Komunistická strana Slovenska,,27,Ivan,Hornok,82,,
6,Komunistická strana Slovenska,,28,Pavol,Belányi,87,,
6,Komunistická strana Slovenska,,29,Rudolf,Varga,83,,
6,Komunistická strana Slovenska,,30,Roman,Hudec,124,,
6,Komunistická strana Slovenska,,31,Ján,Kopas,62,,
6,Komunistická strana Slovenska,,32,Jozef,Kajánek,168,,
6,Komunistická strana Slovenska,,33,Marián,Krakovský,64,,
6,Komunistická strana Slovenska,,34,Mária,Rusková,74,,
6,Komunistická strana Slovenska,,35,Pavol,Kocka,67,,
6,Komunistická strana Slovenska,,36,Peter,Nišponský,120,,
6,Komunistická strana Slovenska,,37,Marián,Mittaš,110,,
6,Komunistická strana Slovenska,,38,Jozef,Kramoliš,70,,
6,Komunistická strana Slovenska,,39,Peter,Seman,74,,
6,Komunistická strana Slovenska,,40,Roman,Junas,187,,
6,Komunistická strana Slovenska,,41,František,Štefánik,58,,
6,Komunistická strana Slovenska,,42,Michal,Mamrilla,90,,
6,Komunistická strana Slovenska,,43,Ivan,Mikušinec,62,,
6,Komunistická strana Slovenska,,44,Zlatica,Bachňáková,94,,
6,Komunistická strana Slovenska,,45,Rastislav,Tomáš,92,,
6,Komunistická strana Slovenska,,46,Alena,Hantáková,91,,
6,Komunistická strana Slovenska,,47,Miroslav,Herák,90,,
6,Komunistická strana Slovenska,,48,Vladimír,Mačuga,84,,
6,Komunistická strana Slovenska,,49,Ondrej,Ňorba,60,,
6,Komunistická strana Slovenska,,50,Mikuláš,Lakatoš,78,,
6,Komunistická strana Slovenska,,51,Dana,Grusová,140,,
6,Komunistická strana Slovenska,,52,Ján,Vojta,87,,
6,Komunistická strana Slovenska,,53,Eva,Hodásová,68,,
6,Komunistická strana Slovenska,,54,Emília,Drastichová,99,,
6,Komunistická strana Slovenska,,55,Milan,Hlubina,55,,
6,Komunistická strana Slovenska,,56,Ján,Brenkus,104,,
6,Komunistická strana Slovenska,,57,Ján,Blaško,146,,
6,Komunistická strana Slovenska,,58,Jarmila,Mišurová,105,,
6,Komunistická strana Slovenska,,59,Ján,Hamar,127,,
6,Komunistická strana Slovenska,,60,Magdaléna,Macháčková,62,,
6,Komunistická strana Slovenska,,61,Valéria,Meravá,65,,
6,Komunistická strana Slovenska,,62,Ivan,Čavajda,112,,
6,Komunistická strana Slovenska,,63,Anton,Čičvák,50,,
6,Komunistická strana Slovenska,,64,Emil,Papáč,38,,
6,Komunistická strana Slovenska,,65,Ľubomír,Betuš,72,,
6,Komunistická strana Slovenska,,66,Ladislav,Vojtko,74,,
6,Komunistická strana Slovenska,,67,Michal,Vojník,53,,
6,Komunistická strana Slovenska,,68,Lukáš,Kucharovic,109,,
6,Komunistická strana Slovenska,,69,Denisa,Maková,164,,
6,Komunistická strana Slovenska,,70,Miroslav,Barna,44,,
6,Komunistická strana Slovenska,,71,Juraj,Bernár,73,,
6,Komunistická strana Slovenska,,72,Peter,Brugoš,31,,
6,Komunistická strana Slovenska,,73,František,Focko,58,,
6,Komunistická strana Slovenska,,74,Mária,Kolesárová,131,,
6,Komunistická strana Slovenska,,75,Miroslav,Ščurka,158,,
6,Komunistická strana Slovenska,,76,Patrik,Halász,96,,
6,Komunistická strana Slovenska,,77,Cyril,Maďar,85,,
6,Komunistická strana Slovenska,,78,Dušan,Kocka,70,,
6,Komunistická strana Slovenska,,79,Ján,Majerník,82,,
6,Komunistická strana Slovenska,,80,Karol,Dračka,128,,
6,Komunistická strana Slovenska,,81,Ján,Jakubčák,321,,
7,Maďarské fórum,,1,Zsolt,Simon,1395,,
7,Maďarské fórum,,2,Pavel,Macko,683,,
7,Maďarské fórum,,3,Zsolt,Gál,635,,
7,Maďarské fórum,,4,Jozef,Rajtár,359,,
7,Maďarské fórum,,5,László,Bindics,294,,
7,Maďarské fórum,,6,Imrich,Hybký,77,,X
7,Maďarské fórum,,7,Eva,Polerecká,209,,
7,Maďarské fórum,,8,Ivan,Uhrík,110,,
7,Maďarské fórum,,9,Zuzana,Kotrus Rákociová,87,,
7,Maďarské fórum,,10,Natália,Blahová,222,,
7,Maďarské fórum,,11,Michal,Kapusta,53,,
7,Maďarské fórum,,12,Ingrid,Lukáčová,157,,
7,Maďarské fórum,,13,Tomáš,Bojtoš,102,,
7,Maďarské fórum,,14,Attila,Mikolai,167,,
7,Maďarské fórum,,15,Dušan,Bráz,97,,
7,Maďarské fórum,,16,Rudolf,Sloboda,54,,
7,Maďarské fórum,,17,Jaroslav,Bytčanek,30,,
7,Maďarské fórum,,18,Norbert,Krušinský,128,,
7,Maďarské fórum,,19,Jaroslav,Petö,103,,
7,Maďarské fórum,,20,Karol,Streda,56,,
7,Maďarské fórum,,21,Ivo,Thomka,40,,
7,Maďarské fórum,,22,Jaroslav,Hrehor,34,,
7,Maďarské fórum,,23,Marian,Bölcs,89,,
7,Maďarské fórum,,24,Melinda,Erdélyi Török,84,,
7,Maďarské fórum,,25,Štefan,Tomáš,40,,X
7,Maďarské fórum,,26,Stanislav,Saniga,35,,
7,Maďarské fórum,,27,Peter,Balázs,107,,
7,Maďarské fórum,,28,Iveta,Fulková,32,,
7,Maďarské fórum,,29,Erika,Szelle,178,,
7,Maďarské fórum,,30,Ladislav,Somogyi,120,,
7,Maďarské fórum,,31,Rastislav,Lacko,41,,
7,Maďarské fórum,,32,Gabriela,Radičová,184,,
7,Maďarské fórum,,33,Vladimír,Račko,50,,
7,Maďarské fórum,,34,Róbert,Zsíros,126,,
7,Maďarské fórum,,35,Gabriel,Kovács,64,,
7,Maďarské fórum,,36,Michal,Bucek,27,,
7,Maďarské fórum,,37,Erika,Várošová,26,,
7,Maďarské fórum,,38,Július,Bial,55,,
7,Maďarské fórum,,39,Jozef,Valentovič,31,,
7,Maďarské fórum,,40,Laura Elena,Vašinová,53,,
7,Maďarské fórum,,41,Stanislav,Rajnoha,35,,
7,Maďarské fórum,,42,Peter,Balogh,64,,
7,Maďarské fórum,,43,Magdaléna,Mitánek,70,,
7,Maďarské fórum,,44,Vladimír,Kravčík,27,,
7,Maďarské fórum,,45,Miroslav,Ivan,11,,
7,Maďarské fórum,,46,Peter,Ďurček,24,,
7,Maďarské fórum,,47,Tichomír,Szolárd,28,,X
7,Maďarské fórum,,48,Ján,Hajdu,17,,
7,Maďarské fórum,,49,Gabriel,Fekete,30,,
7,Maďarské fórum,,50,Peter,Jurík,37,,
7,Maďarské fórum,,51,Ján,Vašina,16,,
7,Maďarské fórum,,52,Miroslav,Mikeľ,96,,
7,Maďarské fórum,,53,Ladislav,Csefo,32,,
7,Maďarské fórum,,54,Ľubomír,Sekeráš,28,,
7,Maďarské fórum,,55,Juraj,Šváč,29,,
7,Maďarské fórum,,56,Matúš,Drotár,16,,
7,Maďarské fórum,,57,Janka,Fojtíková,10,,
7,Maďarské fórum,,58,Oto,Báthory,62,,
7,Maďarské fórum,,59,Stanislav,Fabišik,20,,
7,Maďarské fórum,,60,Filip,Rybanič,31,,
7,Maďarské fórum,,61,Ladislav,Kaderábek,25,,
7,Maďarské fórum,,62,Ivan,Lobotka,32,,
7,Maďarské fórum,,63,Pavol,Bottka,23,,
7,Maďarské fórum,,64,Dušan,Jaššo,24,,
7,Maďarské fórum,,65,Vojtech,Bari,24,,
7,Maďarské fórum,,66,Radoslav,Juríček,20,,
7,Maďarské fórum,,67,Zoltán,Farkas,59,,
7,Maďarské fórum,,68,Katarína,Lukáčová,27,,
7,Maďarské fórum,,69,Ján,Cimerman,23,,
7,Maďarské fórum,,70,Stanislav,Kubuš,15,,
7,Maďarské fórum,,71,Pavol,Balázs,20,,
7,Maďarské fórum,,72,Gejza,Adam,147,,
7,Maďarské fórum,,73,Jana,Mrázová,26,,
