Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet volebných okrskov
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525812,Kameňany,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515574,Leváre,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515159,Levkuška,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525901,Licince,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525928,Lubeník,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525944,Magnezitovce,2
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,580384,Mokrá Lúka,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525987,Muráň,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,525995,Muránska Dlhá Lúka,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526002,Muránska Huta,2
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526011,Muránska Lehota,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526029,Muránska Zdychava,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526037,Nandraž,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515256,Otročok,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515302,Ploské,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515311,Polina,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526100,Prihradzany,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526118,Rákoš,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515361,Rašice,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515370,Ratková,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515400,Ratkovské Bystré,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526142,Revúca,11
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526151,Revúcka Lehota,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515507,Rybník,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,557820,Sása,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526258,Sirk,2
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515523,Skerešovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526304,Šivetice,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515612,Tornaľa,9
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,526321,Turčok,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515761,Višňové,1
6,Banskobystrický kraj,604,Rimavská Sobota,608,Revúca,515833,Žiar,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557757,Abovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514489,Babinec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514501,Barca,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514519,Bátka,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514535,Belín,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514543,Blhovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514551,Bottovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514586,Budikovany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514594,Cakov,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514608,Čerenčany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514616,Čierny Potok,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514624,Číž,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514632,Dolné Zahorany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514641,Dražice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514659,Drienčany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514667,Drňa,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514683,Dubno,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514691,Dubovec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557919,Dulovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514713,Figa,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514730,Gemerček,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514764,Gemerské Dechtáre,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557889,Gemerské Michalovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514781,Gemerský Jablonec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514799,Gortva,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514811,Hajnáčka,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúšťa,8
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514837,Hodejov,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514845,Hodejovec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514853,Horné Zahorany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514861,Hostice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514870,Hostišovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,2
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,2
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514934,Hubovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514942,Husiná,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514951,Chanava,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514969,Chrámec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514985,Ivanice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514993,Janice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,2
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515019,Jestice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515027,Kaloša,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515035,Kesovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,3
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515051,Kociha,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515060,Konrádovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515078,Kráľ,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515086,Kraskovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515094,Krokava,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515108,Kružno,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515116,Kyjatice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515124,Lehota nad Rimavicou,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515132,Lenartovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515141,Lenka,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515167,Lipovec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515175,Lukovištia,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515183,Martinová,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515205,Neporadza,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557790,Nižný Skálnik,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515230,Nová Bašta,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515248,Orávka,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515264,Ožďany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515272,Padarovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515281,Pavlovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515299,Petrovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515337,Poproč,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515345,Potok,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515353,Radnovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557854,Rakytník,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515388,Ratkovská Lehota,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515396,Ratkovská Suchá,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557765,Riečka,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515426,Rimavská Baňa,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seč,2
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,27
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515451,Rimavské Brezovo,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515469,Rimavské Janovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557811,Rimavské Zalužany,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515485,Rovné,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515493,Rumince,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515531,Slizké,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515540,Stará Bašta,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515566,Stránska,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515582,Studená,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515604,Sútor,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515621,Šimonovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515639,Širkovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515647,Španie Pole,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515655,Štrkovec,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515663,Tachty,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515671,Teplý Vrch,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515680,Tisovec,5
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515698,Tomášovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515701,Uzovská Panica,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515795,Valice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515710,Včelince,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515728,Večelkov,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515736,Veľké Teriakovce,2
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515744,Veľký Blh,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515752,Vieska nad Blhom,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515779,Vlkyňa,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557901,Vyšné Valice,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515809,Vyšný Skálnik,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515817,Zádor,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,557927,Zacharovce,1
6,Banskobystrický kraj,604,Rimavská Sobota,609,Rimavská Sobota,515841,Žíp,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515868,Balog nad Ipľom,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515876,Bátorová,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515884,Brusník,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515892,Bušince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515906,Čebovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515914,Čeláre,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515922,Čelovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515931,Červeňany,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515949,Dačov Lom,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515957,Dolinka,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515965,Dolná Strehová,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515973,Dolné Plachtince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515981,Dolné Strháre,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515990,Ďurkovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516007,Glabušovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516015,Horná Strehová,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516023,Horné Plachtince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516031,Horné Strháre,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516040,Hrušov,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516058,Chrastince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516066,Chrťany,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516074,Ipeľské Predmostie,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516082,Kamenné Kosihy,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516091,Kiarov,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516104,Kleňany,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516112,Koláre,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516121,Kosihovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516139,Kosihy nad Ipľom,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516147,Kováčovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516155,Lesenice,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516163,Ľuboriečka,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516171,Malá Čalomija,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558206,Malé Straciny,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516198,Malé Zlievce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558192,Malý Krtíš,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516210,Modrý Kameň,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516228,Muľa,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516236,Nenince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516244,Nová Ves,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516252,Obeckov,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516261,Olováry,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516279,Opatovská Nová Ves,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516287,Opava,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516295,Pôtor,2
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516309,Pravica,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516317,Príbelce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516333,Sečianky,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516341,Seľany,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516368,Senné,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516376,Sklabiná,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516384,Slovenské Ďarmoty,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516392,Slovenské Kľačany,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,10
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,2
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,2
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,1
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,15
6,Banskobystrický kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,3
6,Banskobystrický kraj,606,Zvolen,604,Detva,518379,Dúbravy,3
6,Banskobystrický kraj,606,Zvolen,604,Detva,518450,Horný Tisovník,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518468,Hriňová,9
6,Banskobystrický kraj,606,Zvolen,604,Detva,518492,Klokoč,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,580520,Korytárky,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518549,Kriváň,2
6,Banskobystrický kraj,606,Zvolen,604,Detva,511510,Látky,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,511731,Podkriváň,2
6,Banskobystrický kraj,606,Zvolen,604,Detva,518794,Slatinské Lazy,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518816,Stará Huta,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518824,Stožok,1
6,Banskobystrický kraj,606,Zvolen,604,Detva,518921,Vígľaš,2
6,Banskobystrický kraj,606,Zvolen,604,Detva,518930,Vígľašská Huta - Kalinka,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518212,Bzovík,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518239,Cerovo,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518247,Čabradský Vrbovok,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518255,Čekovce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518280,Devičie,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518301,Dolné Mladonice,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518310,Dolný Badín,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518336,Domaníky,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518344,Drážovce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518352,Drienovo,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518387,Dudince,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518409,Hontianske Moravce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518417,Hontianske Nemce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518425,Hontianske Tesáre,4
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518433,Horné Mladonice,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518441,Horný Badín,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518484,Jalšovík,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518514,Kozí Vrbovok,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518531,Kráľovce - Krnišov,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518557,Krupina,6
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518565,Lackov,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518573,Ladzany,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518603,Lišov,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518611,Litava,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518646,Medovarce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518701,Rykynčice,2
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518735,Sebechleby,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518743,Selce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518751,Senohrad,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518832,Sudince,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518841,Súdovce,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518867,Terany,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518883,Trpín,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518905,Uňatín,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518956,Zemiansky Vrbovok,1
6,Banskobystrický kraj,606,Zvolen,605,Krupina,518999,Žibritov,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518166,Babiná,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518174,Bacúrov,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518191,Breziny,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518204,Budča,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518221,Bzovská Lehôtka,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518298,Dobrá Niva,2
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518361,Dubové,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518476,Hronská Breznica,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518506,Kováčová,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518581,Lešť (vojenský obvod),1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,558133,Lieskovec,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,558087,Lukavica,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518654,Michalková,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518662,Očová,3
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518671,Ostrá Lúka,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518689,Pliešovce,3
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518697,Podzámčok,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518727,Sása,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518760,Sielnica,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518808,Sliač,7
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518875,Tŕnie,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518891,Turová,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,581585,Veľká Lúka,1
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518158,Zvolen,38
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518972,Zvolenská Slatina,2
6,Banskobystrický kraj,606,Zvolen,611,Zvolen,518981,Železná Breznica,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516601,Baďan,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516627,Banská Belá,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516643,Banská Štiavnica,9
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516651,Banský Studenec,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516678,Beluj,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516716,Dekýš,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516856,Ilija,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516953,Kozelník,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,517071,Močiar,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,517160,Počúvadlo,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,517143,Podhorie,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,517178,Prenčov,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,516597,Svätý Anton,1
6,Banskobystrický kraj,607,Žiar nad Hronom,602,Banská Štiavnica,517283,Štiavnické Bane,1
