Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet volebných okrskov
4,Nitriansky kraj,403,Nitra,403,Nitra,500135,Čeľadice,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500160,Čifáre,1
4,Nitriansky kraj,403,Nitra,403,Nitra,582425,Dolné Lefantovce,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500194,Dolné Obdokovce,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500232,Golianovo,2
4,Nitriansky kraj,403,Nitra,403,Nitra,545635,Horné Lefantovce,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555959,Hosťová,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500313,Hruboňovo,2
4,Nitriansky kraj,403,Nitra,403,Nitra,558320,Ivanka pri Nitre,3
4,Nitriansky kraj,403,Nitra,403,Nitra,500356,Jarok,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500372,Jelenec,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500381,Jelšovce,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500399,Kapince,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500402,Klasov,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500411,Kolíňany,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500453,Lehota,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500470,Lúčnica nad Žitavou,2
4,Nitriansky kraj,403,Nitra,403,Nitra,581097,Ľudovítová,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500488,Lukáčovce,1
4,Nitriansky kraj,403,Nitra,403,Nitra,580899,Lužianky,2
4,Nitriansky kraj,403,Nitra,403,Nitra,556785,Malé Chyndice,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500534,Malé Zálužie,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555908,Malý Cetín,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555851,Malý Lapáš,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500569,Melek,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500577,Mojmírovce,3
4,Nitriansky kraj,403,Nitra,403,Nitra,500011,Nitra,72
4,Nitriansky kraj,403,Nitra,403,Nitra,556696,Nitrianske Hrnčiarovce,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500631,Nová Ves nad Žitavou,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paňa,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Poľný Kesov,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišňovce,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,1
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovičová,1
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Veľká Dolina,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Veľké Chyndice,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Veľké Zálužie,3
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Veľký Cetín,1
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Veľký Lapáš,1
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,9
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Výčapy - Opatovce,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,2
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,Žirany,1
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,Žitavce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Čaradice,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Červený Hrádok,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Čierne Kľačany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosťovce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choča,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jedľové Kostoľany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kostoľany pod Tribečom,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad Žitavou,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemčiňany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skýcov,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,Sľažany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepčany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyňany,2
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topoľčianky,2
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velčice,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Veľké Vozokany,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad Žitavou,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,11
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,Žikava,1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,Žitavany,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503053,Bardoňovo,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503061,Belá,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503070,Bešeňov,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503088,Bíňa,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503096,Branovo,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503100,Bruty,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503118,Čechy,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503126,Černík,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503134,Dedinka,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503151,Dolný Ohaj,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503169,Dubník,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503177,Dvory nad Žitavou,4
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503185,Gbelce,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503193,Hul,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503207,Chľaba,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503215,Jasová,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503223,Jatov,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503231,Kamenica nad Hronom,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503240,Kamenín,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503258,Kamenný Most,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503266,Kmeťovo,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503274,Kolta,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503282,Komjatice,3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503291,Komoča,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503312,Leľa,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503321,Lipová,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503339,Ľubá,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503347,Malá nad Hronom,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503355,Malé Kosihy,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503363,Maňa,3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503371,Michal nad Žitavou,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503398,Mojzesovo,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503401,Mužla,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556092,Nána,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503436,Nová Vieska,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,31
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,582361,Obid,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503452,Palárikovo,3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556033,Pavlová,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503479,Podhájska,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503487,Pozba,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503495,Radava,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503509,Rastislavice,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503517,Rúbaň,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503525,Salka,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503533,Semerovo,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503541,Sikenička,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503550,Strekov,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503568,Svodín,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503576,Šarkan,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503584,Štúrovo,10
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503592,Šurany,10
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503606,Trávnica,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503614,Tvrdošovce,4
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556050,Úľany nad Žitavou,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503631,Veľké Lovce,2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503380,Veľký Kýr,3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556025,Vlkas,1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503649,Zemné,2
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503711,Diakovce,2
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503720,Dlhá nad Váhom,1
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500241,Hájske,1
4,Nitriansky kraj,405,Šaľa,405,Šaľa,555878,Horná Kráľová,2
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503886,Kráľová nad Váhom,1
4,Nitriansky kraj,405,Šaľa,405,Šaľa,500739,Močenok,3
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503932,Neded,3
4,Nitriansky kraj,405,Šaľa,405,Šaľa,503991,Selice,2
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504025,Šaľa,17
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504068,Tešedíkovo,3
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504092,Trnovec nad Váhom,3
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504165,Vlčany,3
4,Nitriansky kraj,405,Šaľa,405,Šaľa,504190,Žihárec,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556220,Ardanovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542661,Belince,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542695,Biskupová,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542709,Blesovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542717,Bojná,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556297,Čeľadince,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542792,Čermany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556262,Dvorany nad Nitrou,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542881,Hajná Nová Ves,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556351,Horné Chlebany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542938,Horné Obdokovce,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542954,Horné Štitáre,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,542971,Hrušovany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556165,Chrabrany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556157,Jacovce,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543039,Kamanová,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543063,Koniarovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543071,Kovarce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543101,Krnča,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,543110,Krtovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556149,Krušovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581704,Kuzmice,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505021,Lipovník,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505048,Ludanice,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505064,Lužany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505137,Malé Ripňany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581305,Nemčice,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505226,Nemečky,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505234,Nitrianska Blatnica,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505242,Nitrianska Streda,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505251,Norovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505285,Oponice,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556211,Orešany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505340,Podhradie,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505374,Prašice,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,581658,Práznovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505404,Preseľany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505421,Radošina,3
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505439,Rajčany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505498,Solčany,2
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556327,Solčianky,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505510,Súlovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,556238,Svrbice,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505536,Šalgovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505561,Tesáre,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,504998,Topoľčany,25
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,580457,Tovarníky,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505617,Tvrdomestice,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505641,Urmince,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505676,Veľké Dvorany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505714,Veľké Ripňany,3
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505749,Velušovce,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505757,Vozokany,1
4,Nitriansky kraj,406,Topoľčany,406,Topoľčany,505773,Závada,1
5,Žilinský kraj,501,Čadca,502,Čadca,509132,Čadca,17
5,Žilinský kraj,501,Čadca,502,Čadca,509159,Čierne,3
5,Žilinský kraj,501,Čadca,502,Čadca,509167,Dlhá nad Kysucou,1
5,Žilinský kraj,501,Čadca,502,Čadca,509183,Dunajov,1
5,Žilinský kraj,501,Čadca,502,Čadca,509213,Klokočov,3
5,Žilinský kraj,501,Čadca,502,Čadca,509221,Klubina,1
5,Žilinský kraj,501,Čadca,502,Čadca,509230,Korňa,3
5,Žilinský kraj,501,Čadca,502,Čadca,509248,Krásno nad Kysucou,6
5,Žilinský kraj,501,Čadca,502,Čadca,509299,Makov,2
5,Žilinský kraj,501,Čadca,502,Čadca,509311,Nová Bystrica,2
5,Žilinský kraj,501,Čadca,502,Čadca,509337,Olešná,2
5,Žilinský kraj,501,Čadca,502,Čadca,509345,Oščadnica,6
5,Žilinský kraj,501,Čadca,502,Čadca,509361,Podvysoká,1
5,Žilinský kraj,501,Čadca,502,Čadca,509396,Radôstka,1
5,Žilinský kraj,501,Čadca,502,Čadca,509400,Raková,4
5,Žilinský kraj,501,Čadca,502,Čadca,509451,Skalité,4
5,Žilinský kraj,501,Čadca,502,Čadca,509477,Stará Bystrica,2
5,Žilinský kraj,501,Čadca,502,Čadca,509485,Staškov,2
5,Žilinský kraj,501,Čadca,502,Čadca,509493,Svrčinovec,3
5,Žilinský kraj,501,Čadca,502,Čadca,509507,Turzovka,6
5,Žilinský kraj,501,Čadca,502,Čadca,509515,Vysoká nad Kysucou,3
5,Žilinský kraj,501,Čadca,502,Čadca,509523,Zákopčie,2
5,Žilinský kraj,501,Čadca,502,Čadca,509531,Zborov nad Bystricou,2
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,580813,Bziny,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509639,Dlhá nad Oravou,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509540,Dolný Kubín,18
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509671,Horná Lehota,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509698,Chlebnice,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509701,Istebné,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509710,Jasenová,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509744,Kraľovany,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509761,Krivá,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509787,Leštiny,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509825,Malatiná,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509833,Medzibrodie nad Oravou,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509922,Oravská Poruba,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509957,Oravský Podzámok,2
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509965,Osádka,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509973,Párnica,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,509990,Pokryváč,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510009,Pribiš,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510017,Pucov,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510041,Sedliacka Dubová,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510165,Veličná,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510181,Vyšný Kubín,1
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510211,Zázrivá,2
5,Žilinský kraj,502,Dolný Kubín,503,Dolný Kubín,510254,Žaškov,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510271,Beňadiková,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510319,Bobrovček,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510327,Bobrovec,2
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510335,Bobrovník,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510351,Bukovina,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510386,Demänovská Dolina,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510408,Dúbrava,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510416,Galovany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510424,Gôtovany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510459,Huty,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510467,Hybe,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,556807,Ižipovce,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510505,Jakubovany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510513,Jalovec,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510521,Jamník,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,507393,Konská,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510564,Kráľova Lehota,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510572,Kvačany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510581,Lazisko,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510602,Liptovská Anna,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510611,Liptovská Kokava,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,558281,Liptovská Porúbka,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510653,Liptovská Sielnica,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510688,Liptovské Beharovce,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510696,Liptovské Kľačany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510700,Liptovské Matiašovce,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510726,Liptovský Hrádok,7
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510734,Liptovský Ján,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510262,Liptovský Mikuláš,32
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510751,Liptovský Ondrej,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,580287,Liptovský Peter,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510777,Liptovský Trnovec,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510793,Ľubeľa,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510831,Malatíny,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510840,Malé Borové,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510858,Malužiná,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510874,Nižná Boca,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510904,Partizánska Ľupča,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510912,Pavčina Lehota,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510921,Pavlova Ves,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510947,Podtureň,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510963,Pribylina,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,510971,Prosiek,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511013,Smrečany,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511048,Svätý Kríž,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511072,Trstené,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511099,Uhorská Ves,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511111,Vavrišovo,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511129,Važec,2
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511137,Veľké Borové,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511145,Veterná Poruba,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511153,Vlachy,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511170,Východná,2
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511188,Vyšná Boca,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511196,Závažná Poruba,1
5,Žilinský kraj,503,Liptovský Mikuláš,505,Liptovský Mikuláš,511200,Žiar,1
5,Žilinský kraj,504,Martin,506,Martin,512052,Belá - Dulice,1
5,Žilinský kraj,504,Martin,506,Martin,512061,Benice,1
5,Žilinský kraj,504,Martin,506,Martin,512079,Blatnica,1
